报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1997-12-31,1997-06-30,1996-12-31,1996-06-30,1995-12-31,1995-06-30,1994-12-31,1994-06-30,1993-12-31,1993-06-30,1992-12-31,1991-12-31,1990-12-31,
基本每股收益(元),0,-0.01,-0.01,0.01,0.01,0,-0.01,0.01,0,0,0,0.05,0.08,0.08,0.06,0.16,0.14,0.12,0.05,0.18,0.02,0.01,0.01,0.06,0.07,0.03,0.01,0.05,0.04,0.03,0.01,0.06,0.04,0.04,0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,1.32,--,2.18,2.18,2.15,2.09,2.09,2.15,2.1,2.07,1.94,1.94,1.93,1.93,1.93,1.64,1.62,1.6,1.6,1.61,1.6,1.63,1.53,1.54,1.51,1.49,1.49,1.48,1.47,1.46,1.44,1.43,1.42,1.41,1.4,1.39,1.38,1.37,1.31,1.33,1.31,1.36,1.48,1.51,1.51,1.51,1.46,2.43,2.45,2.54,3.08,3.03,2.36,2.35,2.27,2.32,2.37,2.38,2.42,2.25,2.61,2.42,1.49,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,0.14,--,1.79,1.33,0.68,1.19,0.69,0.79,0.27,1.44,0.13,0.07,-0.02,-0.12,-0.1,0.09,0.15,0.18,0.04,-0.06,-0.05,-0.23,-0.25,-0.13,-0.15,0.25,0,--,0,0.24,0,0,0,0.41,0,0,0,0.33,0,0,0,0.02,0,0.02,--,0.36,0.06,0.36,0,0.07,--,-0.41,--,--,--,--,--,--,--,--,--,--,--,--,--,
主营业务收入(万元),333038,219975,112287,420288,309463,204844,97395,397332,315140,213641,107372,415697,312605,206092,104752,329525,242851,152904,74742,255174,64286,41032,18335,61733,45005,27640,12341,65511,52318,33697,13680,116665,93964,64256,28625,113114,87009,55781,25105,87901,67062,46723,24037,105692,86343,60489,25960,67348,45503,28876,12933,63306,49794,34250,14788,64091,28975,62398,28144,61140,29445,69065,34888,18312,39213,20300,44113,19138,31112,12015,21826,9829,21261,23902,20260,
主营业务利润(万元),36550,23015,13291,43355,31444,20785,13477,41734,34511,22156,11375,48107,36956,27525,16544,43880,31389,22301,10509,38949,7338,4840,2413,8490,5865,3512,1342,7256,6445,4065,1461,18172,14350,9365,--,16248,12584,8113,3559,14341,10726,7321,3659,16792,14729,10527,4543,10001,7514,4525,2113,12296,10272,7380,3559,12221,5576,7905,4536,12211,7162,15494,2387,3804,3505,3984,4271,1945,4973,1808,2884,1326,0,0,0,
营业利润(万元),11809,5627,2721,10694,4601,1651,2802,10050,9483,6246,4311,16463,14125,13029,9037,17450,15716,12102,5249,17064,1000,685,303,2729,3415,1048,270,1823,2145,1439,339,4596,3404,2494,770,2991,2650,1666,563,3470,2051,1470,590,3110,2660,1925,889,-1644,-1374,-1029,-1621,-4474,-688,264,78,733,-1578,-6003,-2543,-2463,329,4860,2536,0,3607,0,4495,0,0,1889,2944,1341,0,0,0,
投资收益(万元),83,--,--,1169,626,626,--,626,626,626,--,813,430,13,--,420,420,417,--,126,114,10,--,1872,1862,94,-18,195,167,167,--,1540,32,--,0,28,28,--,0,0,-0,0,0,7,5,0,0,120,116,104,0,43,18,0,0,215,112,2485,110,1281,0,1440,141,516,464,210,412,407,1524,0,2803,0,0,0,0,
营业外收支净额(万元),444,284,255,4163,3917,3529,9,5517,926,393,12,2540,1594,138,15,3978,81,42,21,3218,32,29,7,55,40,9,-5,187,--,--,--,--,--,--,--,136,0,--,0,-364,0,0,0,-347,0,0,0,-274,-303,0,0,-527,-124,-69,0,-363,0,-367,0,285,0,0,0,-43,0,-49,0,-53,-214,0,0,0,--,--,--,
利润总额(万元),12253,5911,2976,14857,8518,5180,2810,15567,10409,6639,4323,19003,15719,13167,9052,21428,15798,12144,5270,20281,1032,714,309,2784,3455,1056,264,2011,2137,1450,361,4426,3251,2360,682,3155,2382,1492,470,3157,1886,1311,509,3101,2430,1779,821,709,-1552,-1059,-1672,-4955,-792,196,78,592,-1557,-3865,-2626,2608,2016,11298,2599,2283,4021,2504,4727,2404,6390,2020,5526,1151,2752,2614,4240,
净利润(万元),228,-862,-801,1419,566,529,-886,1246,165,114,206,5064,3677,3648,2558,7308,6349,5372,2243,8577,728,503,216,2616,2740,965,262,1875,1392,935,332,2030,1587,1364,415,1630,1361,888,279,1810,1154,853,323,1677,1402,1024,430,420,-1561,-1062,-1680,-5315,-929,89,14,382,-1712,-4105,-2678,1931,1701,9507,2186,1936,3318,2122,3956,2044,5657,1717,4862,1151,1238,1177,1908,
