报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2007-12-31,2006-12-31,2005-12-31,
净利润(扣除非经常性损益后)(万元),1889676,1379020,564506,2093350,1643052,1147174,459186,1863255,1221241,781462,343873,1481855,--,679879,239648,1303319,--,615693,214822,865935,--,410650,0,552187,--,223421,0,244501,0,0,354135,190274,--,
经营活动产生的现金流量净额(万元),-1553475,-2934665,-4955800,2490634,-4450054,-3275028,-3773841,261883,-2542694,-1534428,-1604252,239330,-843783,-1112040,-1255779,-768733,-3005801,-2401206,-1284221,-164488,-2472061,-2876450,-3068735,1341412,1281631,850436,45632,260362,-908716,-679368,-109418,173476,68784,
现金及现金等价物净增加额(万元),249314,24342,-3011380,2818088,-1419841,-737832,-3348531,489813,-1196808,403484,-561683,2468822,337825,386553,-919848,418245,-1270630,-1214359,-861429,237179,-1264057,-1818087,-1522024,4484976,5042633,585926,-67318,835492,-320146,-314756,966544,236537,262242,
总资产(万元),105207001,101320314,93597680,91910622,92476303,87094589,80436085,78382110,75528765,73793176,67153289,65169417,61371991,57836427,52498514,50582925,49203788,45111168,40644123,39753912,37773420,35643593,32297062,29258416,28047479,22348132,20824334,20416777,19260567,18167487,16593908,11643747,9471432,
流动资产(万元),81442724,78180209,72009347,71737657,72638319,68708516,62932936,61653737,60892467,60183269,54149994,52198141,49746950,47311935,42535806,40940059,39271166,36547653,32965260,32515726,32011709,30482161,27808347,25212576,24860401,19326298,17805364,17492022,16673585,15499705,14201634,10105915,8110948,
总负债(万元),82447028,78919709,71711099,72219274,73877539,69260434,63281649,61925758,60086575,58943655,52689849,51214000,48267635,45377029,40257168,38739342,37877620,34280241,30259072,29427864,27848447,26013814,23272936,20425711,19445603,18875537,17454286,17345412,16287740,15243823,13991879,10356871,8626792,
流动负债(万元),60348783,58363276,52489816,54463851,55538891,52394835,47464921,46693253,44987393,44774246,39263350,38572959,35593980,34020266,29828798,29531144,28948996,25837709,22302077,22118356,21097216,20336907,17926497,16249981,15393603,14816577,13346898,13369649,13270168,12200638,11326028,8625007,7251791,
股东权益不含少数股东权益(万元),16085343,15629655,15918063,13901946,13273100,12552776,12238908,11803676,11156707,10674185,10526158,10185838,9639697,9243851,9168163,8910404,8515063,8190672,7929094,7720989,7397989,7204249,7063574,6940650,6785843,1744098,1635106,1538378,1506743,1457898,1280158,489334,256621,
净资产收益率加权(%),11.8,8.45,3.97,17.7,13.6,9.6,3.85,18.6,12.6,8.33,3.45,16.52,11.3,7.71,2.83,16.28,8.9,8.11,2.82,12.05,9.1,6.39,1.94,14.89,--,14.29,0,19.48,0,0,48.8,65.87,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
