报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1998-06-30,1997-12-31,1997-06-30,1996-12-31,1996-06-30,1995-12-31,1995-06-30,1994-12-31,1994-06-30,1993-12-31,1993-06-30,1992-12-31,1992-06-30,1991-12-31,1991-06-30,1990-12-31,1990-06-30,
基本每股收益(元),0.01,0,0.01,0.12,0.06,0.03,0.01,0.03,0.03,0.01,0.01,0.04,0.02,0.01,0,0.07,0.04,0.03,0.01,0.12,0.05,0.03,0.02,0.06,0.03,0.04,0.01,0.07,0.05,0.05,0.03,0.12,0.08,0.05,0.04,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,1.96,--,1.94,1.94,1.93,1.93,1.9,1.9,1.88,1.87,1.8,1.68,1.68,1.66,1.63,1.64,1.63,1.63,1.61,1.61,1.58,1.55,1.52,2.08,2.06,1.99,1.94,1.89,1.87,1.82,1.78,1.72,1.71,1.67,1.62,3.12,3.07,3,2.95,2.12,1.98,1.92,1.78,1.73,1.6,1.57,3.08,2.77,2.44,2.1,2.43,2.27,3.22,3.06,2.91,2.75,2.57,2.71,2.65,3.08,2.89,3,2.76,3.94,1.72,1.63,1.57,1.54,1.09,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,0.01,--,-0.14,-0.11,-0.1,0.08,-0.21,-0.21,-0.18,0.09,-0.16,-0.14,-0.27,0.07,-0.19,-0.16,-0.25,-0.06,-0.17,-0.1,-0.12,0.1,-0.14,0.04,-0.09,0.38,0,0,0,0.46,0,0,0,0.23,0,0,0,0.26,0,0,0,0.63,0,-0.48,--,1.5,0.3,0.03,-0.28,-0.6,-0.99,-0.44,-0.33,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
主营业务收入(万元),423724,277518,140499,686249,348039,211279,98373,523379,387388,263919,121704,555503,390859,219058,109796,622184,438863,286647,140229,816779,627179,435474,216609,778956,577882,360211,162618,727527,559952,358950,186800,841835,571114,377799,174372,786883,531469,348953,159799,738528,508592,309048,123839,621747,423327,257626,106257,525206,386125,226711,98431,451254,330958,203739,86043,369287,150253,269853,110966,165279,66105,29692,8263,18748,11893,17573,8199,7805,2292,5240,1519,2624,802,1388,557,748,356,621,206,
主营业务利润(万元),58502,37184,19661,99297,34259,19980,7532,37776,26511,16818,7967,38658,25502,16794,7672,44338,29725,20713,8555,61227,48220,30939,15431,61791,41243,31478,12910,65594,53184,35959,16404,64365,47916,33098,17061,57208,44133,31001,15353,53798,40613,27162,12017,49161,34765,20354,8716,41142,30678,20478,8270,44505,34245,23517,9232,35941,17453,36223,15906,20295,7938,4989,1957,164,606,150,1175,668,32,174,248,143,54,94,41,38,11,50,9,
营业利润(万元),1402,166,2931,30017,15188,7855,1548,8031,6071,2641,1278,6234,3334,1851,332,6636,5519,3930,674,9957,8886,4647,2976,8087,3965,5888,1224,15645,12391,11680,5674,23991,17434,11302,5689,23255,16689,10550,4816,22091,14469,8300,4077,18551,12409,6411,3377,14381,9863,6201,1143,13175,8836,6544,-365,6356,6285,9928,6204,3139,2328,2010,420,2555,0,1280,0,1044,0,0,250,152,54,94,41,0,11,0,12,
投资收益(万元),37,37,--,108,70,34,--,85,100,--,--,2,--,--,--,40,35,35,--,2812,6,--,--,137,74,0,--,674,-798,326,0,5,-300,-110,-37,-842,-683,-306,-153,-758,-540,-453,-114,-469,-87,-247,-123,-57,63,7,0,-76,10,10,0,3071,1719,2975,167,347,249,2195,1648,1813,747,3952,379,2713,1331,2461,1335,1101,373,256,0,0,0,0,0,
营业外收支净额(万元),3337,1831,525,6257,1076,881,224,2090,1174,1056,804,3396,1921,765,548,12063,5973,4318,2251,19621,2389,2375,1345,2858,1870,1305,720,--,--,--,--,--,--,--,--,-184,0,0,0,-111,0,0,0,-98,0,0,0,-734,0,-459,0,-290,-1329,-1322,0,-287,0,-101,0,-59,--,0,0,0,-15,0,48,0,-12,-38,0,0,--,--,--,--,--,--,--,
利润总额(万元),4739,1998,3456,36275,16264,8735,1772,10122,7245,3697,2082,9630,5255,2617,880,18699,11492,8247,2926,29578,11275,7022,4321,10945,5835,7193,1944,16397,12419,11730,5770,24802,17686,11416,5658,22286,15936,10203,4656,21252,13953,7728,3953,18248,12583,6113,3269,15578,11412,7539,2849,15301,9419,7135,1552,12002,7901,15534,6356,3428,2584,4201,2095,4163,2614,5253,2329,3712,1603,3145,1575,1233,425,352,119,53,48,59,45,
净利润(万元),2186,281,2650,26170,13244,7126,1210,7039,5867,2888,1696,8050,4270,1827,703,15228,9745,6897,2509,24085,9625,5613,3334,9800,5280,6349,1548,12417,9401,9268,4865,20812,14366,8955,4621,18439,13501,8407,4336,17207,13099,7147,3801,15979,11392,5507,3043,13948,10084,6858,2338,12904,7901,5682,1132,10031,6140,12483,6217,3386,2571,3599,1726,3256,1638,3354,1544,3041,1455,2711,1456,1111,406,309,89,58,31,51,21,
