报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2010-12-31,2010-06-30,2009-12-31,2008-12-31,2007-12-31,
基本每股收益(元),0.16,0.1,0.04,0.18,0.14,0.08,0.06,0.39,0.3,0.17,0.13,0.78,0.6,0.42,0.16,0.9,0.78,0.34,0.68,0.52,0.52,
每股净资产(元),2.53,2.47,2.45,2.41,2.36,2.31,4.56,4.5,4.41,4.29,8.45,8.33,8.14,8.05,5.26,5.2,4.31,3.86,3.62,2.98,2.56,
每股经营活动产生的现金流量净额(元),0.3,-0.16,-0.07,0.23,0.36,0.14,0.04,0.43,-0.17,-0.22,-0.46,1.11,0.44,-0.06,-0.08,-0.67,1.26,0.5,0.47,0,1.16,
主营业务收入(万元),113530,70388,30837,137851,92961,54457,22369,112440,69052,39656,18627,77340,54172,31026,13756,65091,53173,23886,45952,40603,27405,
主营业务利润(万元),14753,9715,4094,17205,12290,7488,2904,15727,10720,6538,2841,13285,9402,5809,2421,11785,9361,3802,7501,6762,4657,
营业利润(万元),6000,3927,1385,7195,5420,3097,1065,7557,5792,3279,1150,6610,4904,3051,1174,6666,5502,2220,4310,3778,2890,
投资收益(万元),103,103,103,164,164,164,164,130,130,130,130,85,--,85,85,11,12,12,38,26,21,
营业外收支净额(万元),354,233,202,143,120,85,14,120,70,66,41,331,191,189,37,42,236,250,397,--,--,
利润总额(万元),6354,4160,1588,7339,5540,3181,1079,7677,5862,3346,1191,6941,5096,3240,1211,6708,5738,2470,4707,3893,2898,
净利润(万元),5103,3295,1241,5878,4401,2572,894,6187,4792,2780,1026,5615,4146,2643,963,5371,4709,2049,3922,2850,2311,
净利润(扣除非经常性损益后)(万元),--,3096,--,5758,--,2502,--,6090,--,2727,--,5334,--,2483,932,5335,4508,1837,3584,2764,2305,
经营活动产生的现金流量净额(万元),9728,-5137,-2293,7477,11532,4493,716,6885,-2685,-3489,-3667,8845,3547,-507,-469,-3277,7543,3007,2826,16,6401,
现金及现金等价物净增加额(万元),8455,-4950,-336,-4259,-1794,-6158,-4018,-4204,-11380,-7573,-6244,23001,25372,28213,-3152,5683,2313,-1366,1833,146,6685,
总资产(万元),212845,196788,185799,180910,171086,155319,146361,144978,133800,121768,119227,122708,125651,112914,73406,77136,57024,50399,46547,37262,29945,
流动资产(万元),154501,138923,129738,125996,126238,115458,110453,112222,101781,96093,99499,103077,106946,98579,59963,63504,43771,37475,35451,28107,21863,
总负债(万元),129177,115573,105395,101847,93528,79696,71673,71211,61500,51556,50040,54551,59013,47024,40406,44558,30055,26208,23854,19971,15105,
流动负债(万元),112866,99262,89784,87724,79795,72302,71223,71211,61050,51556,50040,54551,59013,47024,40406,44558,30055,26208,23854,19971,15105,
股东权益不含少数股东权益(万元),80927,79086,78345,77072,75599,73771,72892,71998,70604,68592,67638,66611,65143,64440,31570,31207,25836,23177,21727,16406,14106,
净资产收益率加权(%),6.44,4.19,1.6,7.89,5.96,3.52,1.23,8.93,6.97,4.09,1.53,10.87,8.85,7.02,3.04,18.83,19.8,9.01,20.57,18.41,25.46,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
