报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1998-06-30,1997-12-31,1997-06-30,1996-12-31,1995-12-31,1994-12-31,1993-12-31,
基本每股收益(元),0.61,0.26,0.03,0.44,0.45,0.24,0.03,--,0.32,0.15,-0.01,0.51,0.55,0.3,-0,0.54,0.55,0.29,-0,0.49,0.42,0.21,-0.01,0.34,0.36,0.16,-0.01,0.4,0.35,0.16,-0.01,0.33,0.32,0.15,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,4.34,--,--,--,4.03,--,4.08,3.96,3.66,3.66,3.68,3.43,3.13,3.13,3.06,2.85,2.63,2.64,2.68,2.48,2.41,2.42,2.37,2.32,2.15,2.16,2.62,1.84,1.66,1.83,2.63,2.43,2.35,2.37,2.41,2.22,2.4,2.45,2.46,2.33,2.23,2.28,2.36,2.3,2.4,2.38,2.55,2.46,2.35,2.41,2.38,2.37,2.35,2.26,2.96,2.76,2.86,2.72,2.56,1.7,2.44,2.28,1.68,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,-0.19,--,--,--,-0.19,--,0.5,0.07,-0.22,0.59,0.27,0.01,-0.2,0.54,0.51,0.29,-0.06,0.08,0.23,-0.02,-0.21,0.44,0.3,0.06,-0.04,0.58,0.66,0.31,-0.01,0.49,0,--,0,0.56,0,0,0,0.7,0,0,0,0.08,0,0,0,0.41,0,0.12,--,0.45,0.22,0.16,-0.06,0.21,0.07,0.23,--,--,--,--,--,--,--,
主营业务收入(万元),122304,65622,21573,148991,111071,62182,21858,129409,119870,69544,24225,184141,140512,74848,18953,160123,123841,67757,17518,144499,102815,57186,13054,112792,88250,46505,12075,111818,80731,43382,10620,104088,72715,41389,9702,81673,63121,34635,6926,68905,49595,26162,4836,52987,37040,19786,4620,29524,18790,7125,3671,47657,34656,19062,3375,39874,17131,28603,13223,28766,11728,23959,9021,25294,10264,16907,14378,9887,6599,
主营业务利润(万元),57859,26632,6304,65411,49739,25457,6095,54511,40520,21259,4566,65615,51723,27563,3762,61677,48458,25804,3672,52874,38856,19216,2355,43730,33829,17308,2612,44705,33545,16733,2656,42297,31792,16793,2987,30440,24852,12088,1818,24407,20777,9534,489,22997,15765,7392,514,8493,4499,-189,-164,18074,13523,7062,2304,17342,6372,12945,5774,13826,5063,11115,3357,8116,3430,6815,5214,3493,2331,
营业利润(万元),40473,16493,1743,32531,31369,15887,1731,23107,23042,10823,56,34997,35010,19189,117,37535,35594,19062,182,32792,29255,13722,-665,24174,24609,11298,-243,28163,24059,11210,-258,26761,23266,11243,244,20155,18025,7909,-266,14979,13358,4473,-1186,11915,9176,2909,-1198,-1736,-2389,-4813,-2068,4821,7763,2970,-1813,8905,3179,5870,3112,9217,3716,9339,3622,8883,0,7420,5994,3985,3050,
投资收益(万元),427,525,601,119,159,183,15,-172,-134,-99,25,763,805,805,19,999,997,998,12,2012,2006,2012,20,170,150,101,-20,-96,-58,-19,16,18,131,61,-12,2090,99,23,-29,-2239,-1,-35,-10,-4,142,69,3,64,25,-27,3,-1606,-492,-477,13,-468,2,257,820,1778,1760,5,0,3,0,0,21,0,0,
营业外收支净额(万元),692,402,189,-1819,166,112,103,95,-439,110,4,817,30,30,11,-96,8,1,14,-1122,-123,-156,15,74,19,7,2,-26,--,-90,8,-343,--,2,-0,-105,0,-47,0,-227,0,0,0,-84,0,0,0,-2712,-119,0,0,-422,-10,0,0,-906,0,-60,36,416,0,0,0,0,30,0,--,--,--,
利润总额(万元),41164,16895,1933,30712,31535,15999,1834,23202,22603,10934,60,35814,35040,19219,128,37439,35602,19063,196,31670,29132,13566,-650,24248,24629,11304,-242,28137,23955,11120,-250,26419,23210,11245,244,22141,18071,7884,-297,12513,13424,4450,-1198,11826,9328,2978,-1197,-5168,-2484,-4959,-2064,2793,7261,2494,-1811,7531,3301,6068,3968,13686,6836,11086,4114,8978,4450,7454,5978,4020,2971,
净利润(万元),29228,12432,1432,20924,21354,11257,1359,14381,15252,7250,-243,24001,26088,13953,-189,25613,25764,13878,-113,23099,19727,9677,-674,15984,17051,7698,-429,18854,16694,7592,-442,15118,14774,7415,38,13869,10666,4622,-474,6882,8302,2493,-1269,6700,5704,1698,-1334,-6121,-3635,-5500,-2277,-959,4169,1436,-1829,4581,2581,4491,2526,8615,4567,7602,3379,7490,3823,6401,4331,2922,2500,
净利润(扣除非经常性损益后)(万元),28713,12133,1290,21925,21235,11178,1282,--,15584,7167,--,23395,--,13931,--,25692,--,13877,--,23925,--,9787,--,15926,--,7691,0,18878,0,7659,--,15269,0,6850,--,11805,0,4654,0,7043,0,2440,0,6522,0,1709,0,--,0,-5382,0,2973,4179,1435,--,5487,2461,4550,2490,5924,--,--,--,--,--,--,--,--,--,
经营活动产生的现金流量净额(万元),43130,10734,-1439,40908,30248,8127,-8751,24072,20847,2440,-8815,36133,23416,3385,-10600,27716,12514,288,-9468,25512,24173,13895,-2750,3638,10657,-1081,-9865,20750,14284,2787,-2107,27671,30263,14169,-655,22203,19224,10924,-446,16872,21716,8184,-1229,21143,16670,8037,2478,2359,-3827,-3466,-1646,12435,0,3502,--,13486,6596,4680,-1911,6498,1545,5432,--,--,--,--,--,--,--,
现金及现金等价物净增加额(万元),57296,-404,-7276,-2361,-2315,-7810,-14391,-1430,-4921,-11302,-5596,7747,12108,3786,8348,-9834,-1179,2992,-3646,17734,22962,19872,102,-11080,2138,-5707,-12611,-15564,-16747,-19182,-14259,17932,18251,-7555,-12530,13344,14957,8846,-1862,-4138,13838,4876,-3989,146,9774,2397,1622,-7350,-11162,-8892,-3056,-518,0,-2748,--,3580,-2863,3887,-2400,-15877,-12598,2941,--,--,--,--,--,--,--,
总资产(万元),397581,341695,334824,343170,338698,336788,322688,335507,337656,332468,334430,337968,330859,324244,317784,299382,293643,276508,244517,237554,235460,220423,195001,188043,188094,173502,163681,169325,167117,158410,151705,154201,164245,126433,108564,116331,111669,105591,95428,96442,105390,96481,95565,97177,101117,92101,92047,90326,94750,92701,100054,100583,109235,107067,102844,105989,110678,95845,92077,82322,80530,78574,72760,70236,66973,43275,17844,15006,10023,
流动资产(万元),178105,120028,112259,120414,123205,120922,111775,124522,128628,120586,121797,125654,135078,129291,130055,122578,129749,123864,98368,100182,119601,106066,80486,76726,75380,62293,52669,62557,58959,53365,53274,66325,59194,38682,30983,43077,58103,52805,42798,44269,50788,42069,33387,36601,37854,28493,28087,27,27515,24814,--,35391,--,0,33655,0,0,--,47276,0,38347,41826,38967,38771,36572,21115,5439,5012,3868,
