报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1998-06-30,1997-12-31,1997-06-30,1996-12-31,1996-06-30,1996-03-31,1995-12-31,1994-12-31,1993-12-31,
基本每股收益(元),0.09,0.03,0.02,-1.26,-0.6,-0.44,-0.17,10.51,10.97,-0.18,-0.09,0.08,0.22,0.31,-0.03,-0.56,-0.12,-0.07,-0.04,-0.75,-0.33,-0.1,-0.05,0.03,0.04,0.05,0.04,-0.12,-0,0,-0.01,0.34,-0.05,-0.03,-0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,-0.17,-0.08,-0.41,-0.38,0.12,0.18,0.21,0.25,0.69,0.92,0.97,1.02,1.03,1.04,1.03,0.99,1.1,1.11,1.1,1.11,0.69,0.71,0.74,0.75,0.8,0.84,0.87,0.91,0.91,0.84,0.47,0.8,1.51,1.51,1.5,1.5,1.51,1.51,1.51,1.51,1.72,1.71,1.69,1.69,1.73,1.92,1.91,1.88,1.91,1.86,2.44,2.22,2.52,2.39,2.27,1.83,2.44,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,-0.66,-0.42,0.1,-0.69,-0.55,-0.32,-0.26,-2.73,-3.03,0.06,0.13,-0.13,-0.2,-0.1,-0.03,-0.7,-0.28,-0.2,-0.17,-1.04,-0.82,-0.37,-0,0.12,0,0.19,0,0.26,0,0,0,0.27,0,0,0,0.11,0,-0.06,0,0.04,0,0.11,--,-0.08,0.02,0.18,0.1,0.22,--,0.12,--,--,--,--,--,--,--,--,--,
主营业务收入(万元),18627,17042,9724,9894,7226,3735,1909,3529,1705,1231,767,8062,5919,3393,368,1946,1196,648,333,1831,972,600,255,2269,1311,924,372,2705,1090,716,345,4259,3375,2488,1391,7103,3415,2263,925,18895,17516,16614,15513,8667,10303,7025,5988,11463,9836,6693,4683,18783,13741,10509,6486,30145,16664,46986,22478,31470,18466,33239,18600,21412,10140,20185,10555,5758,26850,23138,19708,
主营业务利润(万元),12845,12361,7125,3104,2346,1313,994,867,234,163,102,1022,-604,-188,36,130,14,-71,0,-13,62,-3,-55,302,72,85,-24,420,291,182,108,1271,692,585,--,-1168,429,292,164,4794,4529,4431,3875,-433,1822,1510,653,2293,1672,1266,708,3703,4401,2675,1519,7930,4196,10414,3689,9813,5245,9150,2746,816,857,1043,438,284,1460,1708,1515,
营业利润(万元),1140,-1030,948,-50839,-24655,-15812,-6168,526282,542527,-5826,-3094,-1584,3223,6201,-949,-19476,-3510,-2111,-1452,-16712,-10626,-3761,-1496,-3042,-1392,-948,-837,-5339,-1699,-1014,-442,5128,-1708,-1105,-595,-8245,-3008,-1938,-948,-1040,703,1583,2872,-11302,-727,-67,123,-1192,-373,158,75,-2896,903,370,--,-903,493,4328,628,4315,2074,629,1193,966,0,1272,0,0,0,1875,1515,
投资收益(万元),8241,--,--,--,0,--,--,90,--,--,--,10014,10308,10308,--,--,--,--,--,--,--,--,--,75,75,75,75,--,--,--,--,7946,0,--,0,-10,0,0,0,3219,3219,0,0,-1463,-45,-30,-15,-57,-42,-27,-15,-140,-8,7,-15,3922,28,0,0,0,0,-64,155,3611,1144,1985,2619,0,0,1042,2345,
营业外收支净额(万元),1864,1897,10,-1809,-339,-326,-357,-2597,-551,-554,-2,26,-46,59,-87,-914,54,46,15,-11060,-1967,-217,-360,1689,1636,1561,1328,364,--,--,100,92,114,--,--,823,0,0,0,801,0,0,0,-3101,0,0,0,936,376,0,0,-431,0,123,-1,-103,0,39,0,280,0,--,0,0,4,0,35,--,0,0,0,
利润总额(万元),3004,868,958,-52648,-24994,-16139,-6525,523685,541976,-6380,-3096,-1558,3177,6260,-1036,-20390,-3456,-2066,-1437,-27771,-12593,-3977,-1855,-1353,244,613,491,-4976,-769,-159,-342,5220,-1594,-1179,-675,-7432,-2924,-1955,-950,2981,3849,1471,2870,-15865,-89,-113,109,-313,-39,102,29,-3468,975,499,158,2916,487,4368,645,4594,2075,558,1363,4277,2079,5493,3168,1847,4335,2933,3870,
净利润(万元),3004,791,561,-33506,-15880,-9695,-3833,232070,242375,-3954,-1896,1819,4847,6766,-565,-12377,-2736,-1552,-838,-16576,-7355,-2174,-1089,692,911,1102,901,-2549,-49,72,-181,6787,-1023,-610,-321,-1148,-1205,-890,-463,700,353,-355,103,-7369,235,115,54,125,135,105,119,-2571,739,407,89,1971,478,3612,435,3022,1197,237,1161,4097,1938,4977,3084,1809,4085,2649,3641,
净利润(扣除非经常性损益后)(万元),-7101,-347,556,-32185,-15675,-9499,-3618,-12276,-5194,-3441,-1894,-6916,--,-2328,--,-11956,--,-1581,--,-8860,--,-2152,--,-2169,--,-524,0,-2989,0,-461,--,-1251,0,-566,--,-1970,0,-891,0,-3626,0,-249,0,-5692,0,131,0,-1913,0,133,0,-2176,684,301,--,-1325,484,3573,435,3022,--,--,--,--,--,--,--,--,--,--,--,
