报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2009-09-30,2008-12-31,2007-12-31,
基本每股收益(元),0.09,0.03,0.01,0.04,0.01,0.01,0.01,0.08,0.08,0.06,0.04,0.06,0.03,0.1,0.06,0.4,0.3,0.23,0.08,0.61,0.4,0.27,0.45,0.34,0.39,0.35,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,4.14,4.21,6.73,6.67,6.58,6.5,6.35,6.47,2.3,0,1.99,0,0,0,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,-0.04,-0.04,-0.14,-0.58,-0.25,-0.33,-0.31,-0.15,-0.1,0.02,0.2,-0.21,0.2,0.15,
主营业务收入(万元),47550,22388,9389,50200,34337,22085,9712,46062,39699,25876,11282,61348,41701,29948,11493,62436,41064,27279,8770,60583,40918,27377,56015,40690,55356,38723,
主营业务利润(万元),13487,4888,1724,10454,6831,4378,2028,12270,9930,6466,3049,13574,9627,7105,2681,13902,9888,7213,2584,16437,10748,7179,13690,9704,13224,9462,
营业利润(万元),4550,1134,276,992,350,452,231,3197,3225,2311,1389,4702,3787,3238,1110,7441,5748,4440,1427,8180,5322,3478,6195,4810,5725,4262,
投资收益(万元),701,483,256,951,698,454,232,605,397,185,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
营业外收支净额(万元),100,16,11,314,102,91,69,258,187,139,-32,-2673,-2515,22,9,205,204,31,7,751,594,566,268,139,-80,-24,
利润总额(万元),4650,1150,286,1306,452,543,300,3454,3412,2450,1357,2029,1271,3259,1119,7647,5953,4470,1434,8932,5917,4043,6463,4949,5645,4238,
净利润(万元),4046,1085,323,1370,385,435,243,2761,2693,2014,1144,1468,797,2574,911,6334,4856,3638,1208,7329,4824,3290,5458,4067,4706,4127,
净利润(扣除非经常性损益后)(万元),3387,669,107,335,-277,-20,-14,2057,2541,1898,1172,3829,--,2555,--,6122,--,3610,--,6691,4229,2809,5230,3927,4470,3741,
经营活动产生的现金流量净额(万元),146,815,3219,-2432,-3203,-1593,-2002,-4223,-3921,-3274,-3168,130,-1007,-937,-2231,-9270,-3941,-5270,-4929,-2343,-1220,207,2458,-2499,2368,1798,
现金及现金等价物净增加额(万元),-964,-2360,1923,-474,-1263,-2120,1722,-26204,-28555,-26681,-27854,24356,-4125,-4232,-1734,-58100,-14738,-10647,-8884,61765,-465,1407,2617,-200,-1412,1815,
总资产(万元),276443,153581,148869,145327,144172,147748,145452,148091,146208,144268,142613,144951,146168,143618,145984,145481,143004,134444,136242,140985,75458,68130,63780,0,62074,46754,
流动资产(万元),196917,118670,115827,112029,111376,115121,112787,115364,113715,112774,111391,113890,115772,114953,118899,119169,120673,113292,116246,121019,56485,49296,46771,--,47188,36733,
总负债(万元),98574,40492,34771,31507,31236,35273,31484,34341,32736,31600,29527,33411,35310,31048,33383,33812,36149,28836,33168,35852,46400,40349,38374,--,42281,31603,
流动负债(万元),98068,40009,34312,30965,30548,34578,30756,33594,31914,30719,28649,32536,34044,29900,32282,32737,35680,28404,32742,35472,46020,39969,37994,--,42281,31603,
股东权益不含少数股东权益(万元),171902,107192,108094,107772,106786,106837,108309,108066,107997,107318,107729,106584,105914,107690,107627,106716,105238,104020,101569,103561,27651,26368,23978,0,18520,14415,
净资产收益率加权(%),3.62,1.01,0.3,1.27,0.36,0.43,0.22,2.58,2.51,1.88,1.07,1.38,0.75,2.39,0.85,6.07,4.68,3.51,1.16,27.03,0,12.84,25.68,0,28.06,32.79,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
