报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1998-06-30,1997-12-31,1997-06-30,1996-12-31,1996-06-30,1995-12-31,1995-06-30,1994-12-31,1993-12-31,1992-12-31,
基本每股收益(元),0,0.07,0.04,0.01,-0,0.07,0.03,0.12,0.09,0.07,0.03,0.11,0.09,0.07,0.03,0.04,0.07,0.07,0.04,0.09,0.11,0.07,0.03,0.1,0.1,0.07,0.03,0.11,0.14,0.04,0.05,0.16,0.08,0.07,0.04,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,1.49,1.46,1.42,1.4,1.42,1.42,2.04,2,1.93,1.9,1.86,1.84,1.84,1.82,1.76,1.73,1.93,1.84,2.76,2.74,2.65,2.64,2.61,3.18,3.11,3.08,3.06,3.03,2.96,2.94,2.92,2.89,2.81,2.78,2.76,2.72,2.74,2.76,2.72,2.62,2.51,2.51,2.73,2.68,2.51,2.49,2.45,1.65,2.32,2.13,1.87,2.15,2.01,1.91,2.07,1.86,1.93,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,0.36,-0.06,-0.17,0.34,0.12,-0.17,-0.38,0.57,0.17,-0.22,-0.38,0.23,-0.95,0.06,0.24,0.87,0.7,0.52,1.15,-0.55,0.23,1.69,0.58,-0.86,0,--,0,3.89,0,0,0,1.03,0,0.99,0,1.09,0,0.16,--,0.31,0,-0.35,0,0.31,0.19,0.47,0.51,0.17,0.53,-0.13,--,--,--,--,--,--,--,--,--,--,
主营业务收入(万元),370895,253907,123422,474878,365077,248854,124569,463531,351545,239460,117657,470828,376782,258970,139604,478250,373017,256036,129313,434363,339658,223728,108352,382798,296632,200646,104340,349039,245109,169817,94734,311481,225222,151263,92289,290369,220680,142738,71887,276351,218456,132765,66072,271163,218207,151531,71360,219989,157815,103570,50299,156390,121504,63582,36745,87618,35060,59150,28621,44289,22821,36021,16375,34030,15941,28526,13532,24340,10614,19978,34260,34498,
主营业务利润(万元),55334,39873,17931,70606,48411,35151,17006,65345,49073,34750,16180,64331,48879,32786,15933,57819,39396,26481,12451,42209,31052,20761,10032,37518,25655,16844,8653,28470,136,14685,7206,25005,18569,12549,--,21803,14928,9757,5507,19577,13866,9622,5241,18909,13566,9390,4861,18752,13581,9652,4543,17804,12868,8249,4144,11187,5044,10007,4669,7392,4054,7244,3378,889,358,685,177,515,117,5697,1176,1957,
营业利润(万元),-1388,1219,692,439,-1866,1299,242,-892,1711,1471,337,936,1968,1251,350,628,1364,2014,417,936,1618,1027,396,1031,905,555,372,368,691,1570,644,1451,586,700,634,810,851,583,459,622,1016,744,446,586,752,535,372,966,815,1188,689,3025,1437,1390,0,3583,1577,2751,1140,991,1242,1714,419,1115,0,949,0,975,226,765,1144,1807,
投资收益(万元),22,22,--,20,1,1,--,66,47,44,42,8,--,--,--,2,--,--,--,50,3,--,--,--,--,--,--,10,10,--,--,153,7,0,0,627,-248,-194,-83,-323,-262,-178,-84,-335,-246,-164,-79,-326,-288,-207,-103,-627,-424,-303,-98,-41,1,5,-2,121,47,75,61,249,89,157,176,291,114,265,78,27,
营业外收支净额(万元),91,63,87,173,34,11,46,3787,59,119,36,2212,302,161,32,606,342,156,33,1546,1002,786,56,1775,1502,1081,68,2420,2647,-478,--,--,--,0,--,772,0,--,7,1572,0,0,0,1466,0,0,0,1063,86,0,-1,0,198,51,0,50,31,293,0,1117,0,0,0,0,16,0,-9,0,--,0,0,0,
利润总额(万元),-1297,1282,779,611,-1832,1310,287,2895,1771,1590,373,3149,2270,1412,382,1234,1706,2170,450,2482,2620,1813,452,2806,2407,1636,441,2788,3338,1092,684,2621,1277,1138,653,2248,985,734,383,1923,853,613,378,1897,849,601,370,1902,757,1054,654,2627,1238,1138,622,3592,1609,3049,1170,2310,1658,3050,723,1766,701,2027,476,1516,443,1230,1178,1581,
净利润(万元),108,1900,1030,388,-135,1890,763,3314,2579,1879,761,3041,2564,1839,690,1048,1779,1811,734,1741,2092,1343,502,1993,1904,1409,514,2155,2674,860,595,2145,1034,960,515,1688,898,519,320,1537,814,594,394,1651,727,525,290,1164,733,962,525,2012,875,850,504,3077,1367,2634,995,1961,1407,2592,615,1530,622,1849,405,1023,297,829,1001,1344,
净利润(扣除非经常性损益后)(万元),40,1854,952,272,-171,1877,721,-521,2519,1771,727,1044,--,1715,--,540,--,1709,--,374,--,648,--,338,--,490,0,46,333,1379,--,883,0,570,--,164,0,132,0,12,0,206,0,10,0,370,0,455,0,959,--,1927,725,807,0,3057,1341,2385,0,843,--,--,--,--,--,--,--,--,--,--,--,--,
经营活动产生的现金流量净额(万元),1794,3308,2961,1223,9392,7603,4388,-1867,9433,9105,6858,18989,9847,-1753,-4584,9433,3411,-4595,-7521,11212,3374,-4324,-7377,4495,-18682,1093,4716,16974,13689,10225,15022,-7156,3030,22060,7551,-9483,-21082,-17565,1615,42705,849,1013,1684,11272,11071,10895,2786,11998,7785,1714,996,3500,0,-3824,0,3108,1939,4693,5068,1531,4066,-1010,--,--,--,--,--,--,--,--,--,--,
现金及现金等价物净增加额(万元),1769,4297,4472,-3698,3274,-1843,3868,-21335,837,3001,1094,-2644,-6083,-8164,-1865,2236,-2291,-16105,-10737,3363,-4768,-6788,-13638,6323,-16795,3139,9650,4839,6464,2112,12484,6957,-3091,1036,10771,-25337,-26037,-14383,2533,32207,8398,715,7147,7314,4643,9177,1352,-309,3933,-1104,--,3532,0,-3357,0,3515,131,2479,8538,-138,2228,-316,--,--,--,--,--,--,--,--,--,--,
总资产(万元),314876,328310,325770,332436,306476,310001,315403,317118,298938,300189,292277,292446,268013,257771,263074,269780,241248,228112,215463,229521,213149,206326,203649,212104,170954,178987,202970,197615,183374,175956,187066,174797,214400,217436,203736,194349,173821,193873,208229,211486,203014,193439,199009,193262,172159,166507,165812,162733,137521,131297,138307,130035,110762,103196,96048,69975,55742,49004,53569,46688,50699,48081,44416,43910,40751,40107,40853,39289,36225,35860,33950,26994,
流动资产(万元),216088,228770,226654,234341,208451,211376,217137,219840,203055,205122,197256,198863,199410,190130,196897,203096,175963,169152,157602,172425,157258,151541,148674,157764,117222,125243,149936,144886,135800,127229,137298,125404,152529,155200,141011,129838,109069,129622,143377,145225,132667,123195,136149,129993,112131,107456,107460,104300,82865,75624,--,0,0,--,47339,0,0,0,0,0,36660,34938,32173,31405,27141,26819,27824,27720,25624,25859,25477,21822,
总负债(万元),269477,279790,277347,284661,253549,253307,259161,261067,244371,245809,238781,239197,214944,205427,211490,218466,188964,175439,162022,176400,167036,160882,159169,167892,126682,135233,160547,155532,139790,134101,145432,133400,174212,177336,164170,153897,134031,154506,168112,171792,164213,154248,159982,154405,137889,132530,132217,129475,104521,98024,--,98101,--,73663,--,42210,30714,--,29137,31666,33091,31879,30191,30296,28045,28023,27751,27470,23975,23907,22826,18169,
流动负债(万元),255829,269117,266691,274000,246078,245881,251736,253601,239220,241461,237425,237838,212827,203303,209364,216342,186805,173259,159820,176220,163318,157129,155394,164102,119898,131438,159622,154740,138981,133270,144574,132481,173434,176553,163384,153106,131231,151702,165268,168941,160504,153358,158006,152422,135329,129965,129597,126895,101586,95033,--,0,0,--,58500,0,0,0,0,0,25985,24285,28957,29213,25982,25292,24861,24802,20800,21252,20719,16953,
股东权益不含少数股东权益(万元),39521,41601,40812,39810,44254,46798,46236,45477,43921,43205,42131,41386,40838,40156,39018,38313,39016,39114,40008,39261,37933,37197,36450,36008,36116,35659,34524,34010,37899,36181,36047,35769,34601,34527,34082,34958,34163,33784,33588,33260,32535,32315,32116,31723,30883,30531,30295,29923,30088,30317,29880,28759,27615,27590,27244,26740,25028,24835,24432,15023,17609,16202,14225,13614,12706,12084,13101,11820,12250,11953,11124,8826,
净资产收益率加权(%),0.27,4.68,2.56,1,-0.3,4.07,1.66,7.7,5.9,4.45,1.11,7.63,6.48,4.69,1.78,2.71,4.53,4.56,1.86,5.71,5.5,3.66,1.39,5.71,--,3.95,0,5.9,0,--,--,6.24,0,2.82,--,4.95,0,1.55,0,4.73,0,1.86,0,5.35,0,1.74,0,3.89,0,3.29,--,7.59,0,0,0,12.22,5.62,10.95,0,0,--,17.39,--,--,--,0,0,--,--,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
