报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2002-12-31,2002-06-30,2001-12-31,2000-12-31,
基本每股收益(元),0.47,0.35,0.19,0.18,0.13,-0.1,-0.03,--,0.25,0.03,0.01,0.27,0.27,0.05,0.03,0.52,0.6,0.28,0.13,0.7,0.64,0.26,0.18,0.05,0.05,0.01,0.03,-0.74,0,0.19,0.18,0.42,0.5,0.07,-0.04,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,3.34,--,3.34,3.11,3.3,3.27,3.35,3.03,2.88,2.73,1.94,1.56,1.47,1.29,1.29,1.08,1.11,1.07,1.87,2.98,2.96,2.8,2.79,2.36,2.25,2.3,2.38,2.08,2.12,2.28,2.67,2.47,2.6,2.66,2.76,2.72,2.69,2.64,2.46,2.29,2.64,0,2.48,2.48,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,0.27,--,1.18,0.4,0.09,1.37,1.19,0.49,0.2,1.31,1.17,0.35,0.19,1.38,1.13,0.65,0.45,0.59,0.53,0.54,0.26,2.21,1.74,0.69,0.39,0.96,0,0,0,1.35,0,0,0,0.99,0,0,0,0.65,0,0,1.42,0,0,0,
主营业务收入(万元),8532800,5332700,2771800,10831300,8182700,5021200,2595100,9813000,7442400,4600400,2358600,10148300,7787200,4802800,2368500,9270700,6968500,4241400,2051200,7778800,5783600,3468100,1687700,5604300,4083000,2488200,1293200,5642700,4204600,2745200,1430700,5587300,4171200,2521000,1188600,4704700,3491500,2102400,942900,3905200,2945400,1805300,826600,2419400,1789997,1116699,524511,1735101,1171431,697308,1880551,894774,1700238,1585893,
主营业务利润(万元),1761700,963300,595900,1297400,1050900,466400,322000,1080200,961200,430400,236900,1308700,1176900,541400,273400,1313200,1183300,594300,323000,1326400,1086000,489200,226300,525500,402800,191500,102600,79300,133600,122100,127900,691500,625600,254000,98000,532600,476500,221700,66000,362600,341100,161100,76800,420600,337044,207309,105053,268756,130267,-24737,436377,199887,366450,311762,
营业利润(万元),527100,400000,252600,40500,77200,-215900,-48300,141500,292800,19400,-4400,278500,340200,22200,32400,554600,682700,271400,162800,686900,660900,231400,148300,-184900,-118100,-140700,-69200,-590800,-104400,34200,87200,213800,282500,37300,-27600,-61300,45600,-89700,-66200,-168800,12400,-88400,-31100,33000,81911,48866,31998,-39480,-108291,-175885,105312,34505,91456,60688,
投资收益(万元),61200,44000,21000,41600,34500,8000,4700,43100,36000,11900,5400,52600,46500,19100,7800,70700,19300,15000,4100,121400,119300,117700,110600,34700,30800,21900,800,34000,30700,11000,4200,37300,35500,11800,2000,7600,500,-500,-1100,-20200,9200,-1000,-300,6300,4297,2882,769,6168,4034,-1180,1047,0,518,888,
营业外收支净额(万元),208700,130800,31200,269000,150100,109400,22200,193500,111000,63300,27700,196300,110700,91000,31500,132200,108600,79600,14000,122900,40900,33100,21800,230600,177600,164700,107000,116000,91700,57900,15000,75500,33300,25000,6000,69800,0,0,0,4000,0,0,0,-100,0,0,0,-2840,0,0,0,0,0,0,
利润总额(万元),735800,530800,283800,309500,227300,-106500,-26100,335000,403800,82700,23300,474800,450900,113200,63900,686800,791300,351000,176800,809800,701800,264500,170100,45700,59500,24000,37800,-474800,-12700,92100,102200,289300,315800,62300,-21600,30600,63200,-74600,-66000,-177300,18500,-92800,-30800,39200,89428,54082,31697,-36152,-107442,-179620,103169,33636,91316,98593,
净利润(万元),465600,348200,190300,177300,125600,-101800,-30600,189500,246000,30200,5700,262800,266500,44900,31900,507500,588700,275500,123600,580500,511700,207600,141900,35800,32200,3800,22200,-482900,2800,83800,79600,185200,218300,30800,-18800,11800,45300,-83500,-66500,-179400,900,-84300,-28500,10300,54120,33308,19592,1449,-78294,-116476,51335,15436,41705,53566,
