报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,1999-12-31,1998-12-31,1997-12-31,
基本每股收益(元),-0.08,-0.08,-0.09,-0.02,-0.15,-0.09,-0.06,0.06,0.17,-0.05,-0.05,-0.2,-0.13,-0.04,-0.05,0.06,0.03,0.03,-0.03,0.09,0.09,0.06,-0.03,0.06,0.06,0.06,-0,0.15,0.11,0.06,0.02,0.18,0.12,0.07,0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,3.02,--,3.14,3.22,3.27,3.32,3.29,3.29,3.22,3.25,3.26,3.23,3.13,3.16,3.16,2.73,2.67,2.67,2.63,2.58,2.6,2.59,2.55,2.5,2.44,2.42,2.86,2.84,2.82,2.81,2.75,2.74,2.72,2.71,2.69,2.67,2.65,2.64,2.62,2.6,2.59,2.6,2.61,2.59,2.56,2.54,2.53,2.52,1.45,1.44,1.13,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,-0.09,--,-0.21,-0.2,-0.21,-0.33,-0.65,-0.49,-0.26,0.3,0.2,0.16,-0.02,-0.31,-0.11,-0.14,-0.19,0.05,0.08,-0.11,-0.12,0.24,0.17,0.04,-0.23,0.39,0,--,0,0.18,0,0,0,0.12,0,0,0,0.06,0,0,0,0,0,-0.04,--,-0.2,-0.03,-0.49,--,--,--,
主营业务收入(万元),79968,50593,17142,112579,78608,50445,19019,109508,79520,53725,23547,114004,81489,53454,22016,115753,80503,54046,22939,104142,75886,46094,20538,95523,67037,40829,14832,103215,74367,47604,22209,85941,59725,36619,16753,67315,49377,31124,12948,52672,37535,22704,9811,43811,29957,18708,8046,39916,26725,16716,7599,34615,24836,16010,7954,27837,10862,22172,20157,20491,21011,
主营业务利润(万元),16698,10150,3666,24408,14451,9278,3668,22422,15073,10846,4562,21401,15075,10306,4536,24652,17668,11744,4645,20576,15584,9344,4370,20037,13562,8002,2450,20101,14218,9370,4174,18029,12785,7584,--,12985,9789,6385,2643,8851,6354,3871,1908,7492,5189,3248,1408,7690,4972,3119,1598,7350,4988,3025,1477,6601,2680,6183,5965,5899,5439,
营业利润(万元),-2859,-3082,-2357,-2679,-5098,-3447,-2230,-8212,-5554,-2974,-1737,-8832,-5685,-3310,-1356,-1840,902,941,-851,-2213,-424,-1075,-679,169,-30,-423,-1321,1547,1147,243,151,2710,1990,893,385,1667,944,592,270,1021,648,447,162,1130,690,471,142,1326,905,545,237,1587,1114,588,171,2229,1033,2507,2037,2060,1488,
投资收益(万元),21,21,--,22,15,18,--,25,--,--,--,-69,6,--,--,-22,--,--,--,-29,--,--,--,-33,--,--,0,-473,19,4,--,476,15,15,15,-19,0,--,0,-21,0,0,0,-9,12,12,12,6,2,2,0,0,0,0,0,4,-1,0,132,-8,0,
营业外收支净额(万元),1980,1019,183,3179,1021,745,538,8986,8820,1205,479,2875,2076,1884,221,3586,166,128,68,4681,2940,2812,136,1784,1946,1789,1355,2185,--,--,--,--,--,--,--,41,0,--,0,17,0,0,0,295,0,0,0,145,0,0,39,148,95,64,0,249,0,173,67,0,0,
利润总额(万元),-879,-2064,-2174,500,-4077,-2702,-1692,774,3267,-1769,-1258,-5957,-3609,-1426,-1135,1746,1067,1069,-783,2468,2516,1736,-543,1953,1916,1366,33,3732,2497,1337,411,4305,2665,1577,371,1814,1121,789,343,1325,864,676,277,1416,899,594,197,1477,985,592,277,1735,1309,752,309,2482,1163,2680,2236,2102,1776,
净利润(万元),-1993,-1909,-2046,-539,-3611,-2040,-1432,1529,4042,-1237,-1071,-4805,-3124,-1014,-1116,1519,747,747,-791,2155,2232,1537,-668,1512,1416,1092,-6,2877,2091,1109,309,3291,2172,1312,221,1316,768,534,213,968,637,522,200,1024,744,511,152,1077,806,503,216,1328,1094,659,235,2121,889,1883,1588,1397,915,
净利润(扣除非经常性损益后)(万元),-3651,-2792,-2194,-3264,-4455,-2605,-1881,-6194,-2687,-2241,--,-7205,--,-2591,--,-1261,--,641,--,926,--,-1209,--,804,--,294,0,2097,0,1004,--,2514,0,630,--,1044,0,345,0,356,0,501,0,360,0,415,0,938,0,458,0,1195,908,521,--,1899,759,1744,--,--,--,
经营活动产生的现金流量净额(万元),-1747,-5182,-8954,-6045,-7984,152,-4685,6532,-2779,1258,-2247,2873,-5041,-4652,-4997,-7977,-15330,-11678,-6086,7090,4683,3792,-579,-7269,-2690,-2673,-3567,932,1495,-2016,-2283,4533,3207,672,-4230,7346,902,464,410,2822,1350,45,427,1820,679,-448,-1127,910,-13,-364,-1584,65,0,-684,--,-3066,-446,-7678,-2519,--,--,
