报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1998-12-31,1997-12-31,
基本每股收益(元),0.09,-0.01,-0.04,0.11,-0.03,-0.09,-0.08,0.03,-0,-0.06,-0.08,0.17,0.1,0.03,-0.04,0.19,0.13,0.04,-0.05,0.21,0.08,0.02,-0.02,0.19,0.14,0.07,-0.01,0.13,0.13,0.08,-0.04,0.3,0.23,0.12,0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,4.06,3.99,4.02,4.06,3.99,3.9,3.93,3.98,3.86,3.8,5.04,2.71,2.64,2.56,2.79,2.8,2.78,2.73,2.61,2.66,2.59,2.47,2.37,2.41,2.38,2.27,2.38,2.37,2.31,2.23,2.32,2.32,2.27,2.18,2.16,2.15,2.14,2.1,2.12,2.1,2.24,2.15,2.06,2.04,2.1,3.01,3.04,0.42,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,0.11,-0.03,-0.09,0.32,0.11,0.02,-0.05,0.3,0.07,0.01,0.03,0.36,0.17,0.03,-0.02,0.23,0.11,0,-0.12,0.43,0.26,0.04,-0.03,0.56,0,0,0,0.4,0,0,0,0.33,0,0,0,0.14,0,0,0,0.37,0,0.11,--,0.37,0.08,0.39,0.13,0.35,--,--,
主营业务收入(万元),38289,21890,9715,99138,33592,18902,8194,44430,33220,19214,8500,50218,36604,21589,8501,51261,33412,19544,7556,51032,26985,16095,7431,21183,15123,9311,4105,20229,14630,9717,3890,33113,24763,15289,5451,28898,20683,12589,4971,27265,19787,12063,4732,23656,16671,9662,3244,14708,10559,6465,4528,22540,16387,10135,3479,19972,8738,13871,5901,12650,22414,19415,
主营业务利润(万元),16837,8699,3421,26650,12451,5803,2166,16761,12172,6122,1889,21067,15029,8461,2356,20411,13963,7583,2055,20472,11317,6621,2529,9225,6482,3815,1210,8412,6019,4121,1042,11522,8996,5550,--,10783,8223,4747,1628,9509,6944,4003,1368,8774,6446,3580,932,5130,3653,1876,1563,8766,6622,3987,1026,8143,3736,5676,2181,5217,14376,11835,
营业利润(万元),3018,-518,-1372,4403,-1500,-3849,-2988,-901,-1121,-3088,-3719,6125,4108,1209,-1496,6840,5134,1478,-1685,6303,2744,551,-578,3840,2781,1181,-218,2672,2529,1453,-774,6346,4941,2519,299,4335,3510,1734,278,3501,2334,1122,158,3276,2475,1038,-56,777,564,58,478,4836,3828,2395,335,4937,2063,3903,1448,3716,8387,8258,
投资收益(万元),2284,1154,44,1876,1228,462,-157,2084,1297,617,-125,3008,1940,930,36,3055,2692,1533,20,2687,1818,921,238,2142,1685,803,52,2391,1654,621,-113,1916,1481,627,56,1518,1112,550,41,1134,926,462,-25,1143,880,441,110,587,371,113,115,1006,223,9,-5,463,848,71,0,156,115,1,
营业外收支净额(万元),-16,90,50,-509,232,145,70,1685,868,841,812,1269,117,83,14,1159,88,94,28,1980,103,85,25,-25,-8,34,30,65,--,58,--,--,--,--,--,-383,0,0,-8,-42,0,0,0,-63,0,0,0,-121,-43,0,0,-129,-10,-4,0,8,0,283,0,-2,0,0,
利润总额(万元),3002,-428,-1323,3894,-1268,-3704,-2917,784,-253,-2247,-2907,7394,4225,1292,-1482,7999,5222,1572,-1658,8283,2847,636,-553,3815,2773,1215,-188,2737,2600,1511,-748,6422,5011,2557,306,5520,4612,2275,311,4605,3243,1572,125,4356,3350,1457,50,1243,893,127,607,5713,4042,2400,325,5408,2886,4257,1487,4574,10323,9815,
净利润(万元),3177,-349,-1358,4121,-925,-3328,-2704,1065,-59,-1970,-2767,6117,3695,1080,-1489,6829,4657,1374,-1651,7044,2799,616,-573,3381,2554,1143,-206,2315,2252,1323,-782,5312,4136,2061,187,4428,3801,1852,190,3715,2650,1274,61,3641,2778,1234,53,998,735,90,442,4635,3508,1944,239,4375,1797,3632,996,3283,7360,7085,
净利润(扣除非经常性损益后)(万元),3218,-413,-1389,5250,-1129,-3457,-2764,-572,-873,-2774,-3562,4845,--,1039,--,5897,--,1293,--,5757,--,1073,--,3205,--,1117,0,1602,0,1273,0,5154,0,2029,--,4706,3807,1856,0,3740,0,1274,0,3653,0,1232,0,1003,0,127,430,4725,3517,1948,--,3966,1254,3350,958,--,--,--,
经营活动产生的现金流量净额(万元),5058,321,-2855,11912,-8252,-10926,-11153,2762,4165,-1655,-3201,11674,3825,-1079,-3097,11660,3791,636,-1732,10961,2541,450,735,6308,3095,461,-432,4040,1942,68,-2072,7530,4668,711,-465,9979,4917,2621,479,7090,5080,3187,796,5857,4200,2854,313,2538,1981,1461,1060,6517,0,2018,--,6556,1367,4560,1558,2668,--,--,
现金及现金等价物净增加额(万元),-21919,-16376,-13661,2222,-1504,13799,-6717,1409,-8398,-11132,-11345,-20966,-10788,-20032,-28174,21570,-2477,-3012,2123,11960,3683,3480,59984,-57,-2268,-4367,-1645,272,-2290,-1856,-3725,1313,-119,-2600,-2412,1364,-1595,-2652,-1213,1246,-302,-568,-2473,2390,1676,2870,182,-5471,-4871,-4898,-2308,-10476,0,-7323,--,7106,2743,6973,13678,2755,--,--,
总资产(万元),283335,288272,290464,306693,309044,314613,278583,277671,244698,239988,238951,226579,248233,228415,217638,245157,223210,219208,223378,223648,219074,215088,266278,101073,99701,95703,97052,97861,94776,86059,80226,83453,82632,81822,78993,82841,82445,80501,81157,80778,81431,79502,75422,75771,72580,69200,60577,56740,55347,52104,55255,58072,53082,49121,49343,49629,45365,42984,43572,21861,37489,13768,
