报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
基本每股收益(元),0.04,0.02,0.01,0.19,0.15,0.04,0.02,0.48,0.42,0.52,0.15,0.78,0.47,0.25,0.09,1.45,1.18,0.61,0.95,0.57,0.45,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,4.54,4.32,4.15,8.24,4.49,3.93,3.35,2.42,1.95,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,-1.26,-0.8,-0.48,-1.14,-1.08,1.01,-0.09,0.92,-0.39,
主营业务收入(万元),92772,52274,18635,149800,114530,79600,36833,427148,341406,257799,97086,394048,233734,129843,46539,255218,188480,114524,170917,115680,112795,
主营业务利润(万元),8249,5194,1719,19689,14483,9735,4441,48998,41078,29281,10316,44839,25610,14047,5744,31073,23125,11949,18941,9590,9124,
营业利润(万元),2771,684,911,12122,8837,4588,1673,42011,35170,23397,6693,34502,20962,11134,3989,24825,19636,10189,15486,8543,6832,
投资收益(万元),4403,3550,2600,10566,8412,5304,3737,16911,10443,5737,2796,7165,5015,2540,685,2852,2432,1339,3299,4575,2717,
营业外收支净额(万元),678,678,2,-79,-124,-122,-69,319,234,217,236,318,283,242,7,--,64,28,--,--,-182,
利润总额(万元),3449,1362,912,12043,8714,4466,1604,42330,35404,23614,6930,34820,21245,11375,3995,25650,19700,10217,15490,8445,6650,
净利润(万元),2692,1114,741,13790,11034,3298,1177,31494,26270,17374,5103,26036,15682,8454,2984,19163,14785,7570,11852,7084,5598,
净利润(扣除非经常性损益后)(万元),2083,518,727,13805,11081,3390,1228,31255,26095,17211,4926,25797,--,8273,--,18499,--,7503,11732,6898,5240,
经营活动产生的现金流量净额(万元),14106,-9168,-13064,-1776,-15871,-2961,-24969,-42393,-76854,-54757,-44426,-70175,-42241,-26652,-15997,-19093,-13561,12675,-1180,11497,-4893,
现金及现金等价物净增加额(万元),-38354,-31854,-33018,-52875,-66658,-29523,-50499,68812,10394,-18535,7013,7171,-2687,1111,-16299,44771,-10990,20690,19490,2815,-544,
总资产(万元),576863,605128,575983,629815,636672,661554,645308,790827,680132,622520,564266,523000,427375,381268,273275,287660,222906,208408,165249,131114,113133,
流动资产(万元),392023,420337,375151,430551,412272,422170,396952,559208,397057,333970,282833,261495,262841,264168,229853,238858,180401,184373,133561,102956,78333,
总负债(万元),314259,344467,311935,366563,376119,408658,387694,534439,428933,447816,396779,360809,275813,237062,134636,149996,166738,159181,123336,100786,88672,
流动负债(万元),263894,298567,258016,306934,285503,318042,316381,465569,380932,398488,351143,343030,261813,230062,134636,149996,166738,159181,123336,86796,76672,
股东权益不含少数股东权益(万元),262604,260661,264048,263253,260554,252896,257614,256388,251199,174705,167487,162191,151561,144206,138582,137601,56123,49179,41850,30214,24331,
净资产收益率加权(%),1.02,0.42,0.28,5.33,4.27,1.29,0.46,15.53,13.96,10.17,3.1,17.46,10.87,6,2.14,33.27,--,16.59,33.18,26.3,26.07,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
