报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2011-12-31,2010-12-31,2009-12-31,
基本每股收益(元),0.36,0.18,0.08,0.3,0.27,0.16,0.07,0.38,0.25,0.13,0.08,0.57,0.37,0.22,0.56,0.53,0.59,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,4.91,--,4.64,2.17,2.11,1.75,1.51,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,-0.28,--,0.18,-0.21,0.59,0.44,0.94,
主营业务收入(万元),108737,63975,30222,129055,92774,55161,24950,102189,70380,42422,18165,89712,61213,38836,83824,67007,60229,
主营业务利润(万元),40084,23207,11013,47867,33854,20354,8789,37083,24171,14541,6254,31360,20686,13036,28833,25522,25971,
营业利润(万元),13934,6789,2752,10742,10253,5995,2628,14711,9656,5294,2063,11354,7243,4036,10458,8003,8153,
投资收益(万元),--,--,--,-369,--,--,--,330,--,--,--,--,--,--,--,--,--,
营业外收支净额(万元),-175,-100,-10,219,-27,6,65,-178,-281,-268,65,625,233,9,228,875,-70,
利润总额(万元),13759,6689,2742,10961,10227,6001,2693,14532,9375,5026,2128,11979,7477,4045,10686,8877,8083,
净利润(万元),11219,5623,2444,9391,8644,5030,2209,12021,7857,4182,1762,10173,6317,3440,8787,8057,7039,
净利润(扣除非经常性损益后)(万元),11257,5425,2351,9636,8735,4937,2133,11869,7854,4044,--,9779,--,3420,9087,6813,6786,
经营活动产生的现金流量净额(万元),1685,3815,5380,4037,-2784,-3412,-6812,9905,5725,-480,-5851,13523,3745,-3376,9317,6956,11292,
现金及现金等价物净增加额(万元),-2869,-1007,220,3678,7788,4898,2461,-5649,-2553,-9328,-11413,6653,43422,-7464,-6899,9068,1676,
总资产(万元),302211,297742,201956,198773,195570,175845,156962,150933,138210,129883,120536,124838,119757,61533,65731,62703,46547,
流动资产(万元),118282,116196,89073,90512,102349,89531,77751,76787,77069,80152,76944,91157,91659,39204,44773,43716,29885,
总负债(万元),176039,177178,84603,83846,81376,61150,45066,41229,32758,28107,17399,23463,22243,27272,32548,35156,28407,
流动负债(万元),134722,133826,84491,83746,81276,61088,44966,41098,32733,28056,17399,23463,22212,27250,32525,34823,28091,
股东权益不含少数股东权益(万元),126132,120535,117357,114913,114167,114647,111826,109617,105452,101777,103138,101375,97514,34261,33183,27546,18139,
净资产收益率加权(%),9.1,4.78,2.01,8.34,7.52,4.39,2,11.4,7.46,4.04,1.72,16.55,13.11,10.32,29.71,38.59,48.15,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
