报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-03-31,2002-12-31,2001-12-31,
基本每股收益(元),0.05,0.06,0.06,0.34,0.31,0.32,0.09,0.28,0.2,0.2,0.09,0.26,0.21,0.17,0.07,0.62,0.46,0.32,0.16,0.75,0.5,0.31,0.13,0.32,0.18,0.11,-0.01,0.18,0.14,0.15,0.06,0.31,0.22,0.11,0.05,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,5.75,--,5.61,5.57,5.52,5.45,5.31,5.17,5.08,4.92,4.67,4.49,4.37,4.23,4.1,4.03,3.9,3.92,3.86,5.84,5.75,5.69,5.59,5.51,5.43,5.33,5.22,5.21,5.17,5.13,5.13,5.19,5.32,5.2,5.12,5.03,4.92,3.19,0,2.69,2.3,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,0.11,--,1.8,1.24,0.5,1.46,0.97,1.19,0.35,1.76,0.8,0.5,0.29,0.35,0.28,0.65,0.04,1.02,0.56,0.59,0.19,0.41,0.62,0.38,0.23,0.68,0,--,0,0.53,0,0,0,-0.14,0,0,0,0.97,0,0.82,0,
主营业务收入(万元),77047,55068,29895,117880,89296,64299,31314,127978,93607,65293,31198,141419,116300,85090,40730,182387,138519,96991,48043,176751,128733,88210,39975,122329,82575,53488,23781,144695,123343,86397,42331,139746,103162,68547,28223,78140,51015,36759,17221,62655,47580,36939,17221,66042,49524,34832,17008,53523,13064,43589,36507,
主营业务利润(万元),16495,12357,7244,30474,23412,16221,8128,31650,22359,15792,7515,22792,17263,12320,5528,32873,26232,18991,9362,39581,27696,19994,9462,26368,18077,11507,4271,24044,19046,13667,6610,21481,16868,11205,5013,14943,9906,6360,3246,11305,8127,6863,3295,14348,10334,7907,3372,13859,3355,12509,7795,
营业利润(万元),2037,2074,1878,4881,4669,3892,2306,6646,4944,3788,1679,4439,3668,3175,1238,11603,9059,6267,3196,16858,10137,6538,2916,5877,3504,2117,-296,3028,3801,2960,785,4793,4226,2413,974,2443,1398,1074,697,1553,982,2200,1663,6580,5582,4265,1921,6450,1692,6044,4525,
投资收益(万元),978,779,223,1184,615,358,26,40,22,5,--,-0,-0,--,--,-0,-329,-329,--,--,--,--,--,21,11,6,6,-169,--,--,--,--,--,--,0,-48,-36,-24,-12,-67,-55,-43,-31,-48,-36,-24,-12,-48,-12,-48,-28,
营业外收支净额(万元),595,448,232,6183,5350,5287,48,652,233,166,99,560,444,234,227,212,82,184,1,-1964,-182,-186,-193,537,258,193,139,452,--,--,--,8,--,--,-111,-182,0,--,-37,-108,0,0,0,-255,0,0,0,-544,0,0,0,
利润总额(万元),2632,2523,2110,11064,10019,9179,2354,7298,5178,3954,1778,4999,4112,3409,1466,11816,9141,6451,3197,14894,9955,6352,2723,6414,3761,2310,-157,3480,2999,2203,811,4801,3702,2067,863,2213,1244,1046,647,1378,1194,2155,1607,6277,5344,4126,1903,5858,1520,4834,3571,
净利润(万元),2556,2478,1859,9755,8474,7907,1812,6003,4197,3318,1490,4196,3422,2846,1187,10039,7425,5191,2602,12201,8210,5119,2195,5135,2930,1797,-208,2909,2263,1612,612,3361,2435,1434,578,1267,885,732,438,888,900,1454,1042,4002,3319,2369,1147,3512,792,3298,2303,
净利润(扣除非经常性损益后)(万元),1065,1319,1437,3755,3785,3492,1769,5403,4005,3183,--,3713,--,2737,--,9856,--,5059,--,13705,--,5277,--,4573,--,1639,0,2707,0,2180,--,3426,0,1666,--,1404,0,734,0,840,0,1456,0,4186,0,2483,0,0,0,0,0,
经营活动产生的现金流量净额(万元),12894,3810,2986,16507,-675,-2784,-1311,18431,10470,5286,1741,28617,29318,20153,8061,23803,15828,19408,5640,28594,13000,8108,4686,5703,4528,10566,674,16555,9073,6380,2107,4485,6697,4145,2495,7413,939,3274,2083,5789,1001,1932,153,-1564,798,2734,1176,6660,0,0,0,
现金及现金等价物净增加额(万元),-10003,-4139,-6585,31676,24443,35926,2774,-2784,-6627,23701,7348,2248,19965,1534,5665,1287,3640,8394,4181,-3929,-280,-3809,-7306,-40010,-54683,-41441,-9496,48093,2689,13965,9867,-6171,-4606,-2390,-7535,12155,5992,8242,2170,7290,8343,851,764,8537,2388,19681,31137,3522,0,0,0,
总资产(万元),294573,299864,304288,298068,301585,303017,224021,209456,215748,240911,219078,204666,219211,206909,205067,200964,208489,212390,214373,207488,208492,204199,198248,198033,178532,179074,212283,221606,191373,209237,201811,185295,184730,181726,176696,172638,162126,159343,149691,145262,149702,142675,141703,117112,110011,114416,110017,70341,0,48895,40935,
流动资产(万元),196601,202257,208293,202326,217423,221463,146812,134345,132741,160404,139514,125057,142821,129623,140768,135222,142261,145517,145724,138224,141574,136626,130108,128603,109738,108623,141466,148938,118241,134681,125464,107927,99913,99803,91252,91908,88612,85913,78364,70843,79898,72880,74887,56197,53199,60822,66047,29999,0,25714,21537,
总负债(万元),84780,90262,95159,89790,94485,96463,118674,110859,118989,144621,124629,112036,127376,115669,114690,111793,121561,127702,131146,126870,131867,130650,126667,128663,111407,113120,148381,157501,127412,144174,137609,121758,122304,120261,115900,112908,103732,101054,91736,87726,92186,84534,82121,59603,53321,58682,55554,47445,0,29468,24281,
流动负债(万元),69327,75938,86631,80931,85295,85908,95994,83511,88283,113473,95564,87363,102492,89957,85423,81521,91596,95081,102718,107092,103024,101807,97824,99820,87574,100147,135208,143328,114089,126401,118676,101575,95895,92602,93240,89299,74966,70308,64690,59080,63625,55901,56278,37832,31638,36999,39501,31473,0,22493,15508,
股东权益不含少数股东权益(万元),203940,203863,203243,202368,201087,200521,99454,97642,95837,95381,93553,92063,91289,90712,89868,88681,86397,84162,82713,80110,76119,73028,71081,68887,66681,65548,63543,63751,62881,63349,62432,61735,60707,59782,58926,57832,56705,56552,56163,55725,55737,56291,57725,56431,55603,54653,53431,21887,0,18463,15739,
净资产收益率加权(%),1.26,1.22,0.91,5.88,5.46,5.92,1.84,6.33,4.46,3.54,1.61,4.65,3.8,3.16,1.47,11.93,8.89,6.3,3.2,16.38,11.31,7.18,3.14,7.74,--,2.78,0,4.63,0,2.58,--,5.59,0,1.96,--,2.24,0,1.29,0,1.59,0,2.54,0,8.54,0,0,0,17.17,0,18.89,0,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
