报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1998-06-30,1997-12-31,1997-06-30,1996-12-31,1996-06-30,1995-12-31,1995-06-30,1994-12-31,1994-06-30,1993-12-31,
基本每股收益(元),0.18,0.12,0.04,0.11,0.05,0.03,0.01,0.12,0.06,0.04,0.02,0.06,0.04,0.03,0.01,0.27,0.25,0.25,0.23,0.07,0.01,0.01,0.01,0.03,0.03,0.03,0,0.01,0,0,0,0.02,0.01,0.01,0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,1.71,--,1.67,1.76,1.75,1.74,1.72,1.72,1.71,1.48,1.41,1.41,1.42,1.41,1.4,1.4,1.37,1.37,1.37,1.37,1.38,1.39,1.42,1.41,1.38,1.37,1.37,1.37,1.37,1.36,1.47,1.49,1.51,1.51,1.54,1.51,1.51,1.5,1.5,1.5,1.49,1.49,1.46,1.46,1.45,1.44,1.77,2.13,1.96,1.91,2.02,1.97,1.86,2.06,1.88,2.82,3.1,3,3.51,3.27,3.08,2.88,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,-0.03,--,-0.13,-0.11,-0.07,-0.07,-0.11,-0.06,-0.04,-0.08,-0.09,-0.07,-0.04,-0.12,-0.16,-0.07,0.02,-0.01,-0.05,-0.08,-0.05,0.07,0.04,0.07,0.04,0.11,0,--,0,0.09,0,0,0,0.04,0,0,0,-0.29,0,0,0,0.12,0,0.25,--,0.28,-0.5,0.62,0.59,0.86,--,-0.54,--,--,--,--,--,--,--,--,--,--,
主营业务收入(万元),6802,5016,2619,10978,8065,5657,2970,14064,10486,7737,4252,16639,11282,7914,4835,16597,11738,7588,3753,15051,10952,8439,4936,17746,12526,7437,4448,23433,16265,9954,5129,24630,16572,11130,6324,24225,18455,11915,6947,25100,17343,11437,7319,24085,15077,9907,7248,37984,28254,20868,12685,51528,42448,29257,13395,49462,7878,77616,42424,60159,33931,50028,28217,56721,21986,37587,17832,48848,23953,35937,16079,5220,
主营业务利润(万元),3290,2523,1341,4443,3072,2428,1217,4673,3513,2565,1347,4846,3374,2345,1261,4833,3579,2684,1509,4754,3121,2335,1411,5394,3803,2686,1704,6100,4492,3262,1582,7258,5595,4017,--,7735,5897,4252,2602,8347,6564,4469,2846,7133,5256,3665,2098,9232,7904,5383,3088,11443,8209,5609,3287,10654,1454,12508,4733,4821,2823,4619,2983,1638,84,884,492,1459,655,1420,822,270,
营业利润(万元),6878,4481,1567,2762,1651,1411,589,1996,2300,1694,757,2617,1670,1045,395,2085,1617,1393,922,1881,828,776,273,3493,3405,3571,110,-665,-912,197,237,930,230,338,385,-2119,-936,-319,-143,-3669,-479,-90,244,-3297,-2495,-1329,-888,-5951,-282,-263,230,-636,378,367,362,-419,-1001,4281,698,907,1316,1947,1523,4655,0,2690,0,1578,0,0,822,295,
投资收益(万元),9060,5925,2461,7142,5223,3727,2036,8027,6234,4338,2217,8128,6097,4223,2139,10516,6111,4090,2202,7593,5616,4018,1744,10054,8489,7113,1295,4722,3485,2630,1457,3714,1830,1053,543,1173,841,775,509,-1839,-930,-422,-45,1571,3079,-292,-70,-75,88,54,77,-137,293,257,-159,217,2661,1971,935,1431,15,2457,339,365,409,67,127,262,356,322,279,108,
营业外收支净额(万元),440,128,-1,1635,516,-31,-2,2849,64,-1,-1,-6,1,2,4,8610,8445,8471,8464,1032,-344,-344,-5,-2187,-2185,-2290,-7,1461,--,--,--,--,--,--,--,1538,0,--,0,-85,0,0,0,2132,0,0,0,6756,0,1332,-3,1894,391,350,0,-9564,0,1,0,1041,0,0,0,0,-1,0,-4,0,367,323,0,--,
利润总额(万元),7318,4609,1565,4398,2166,1380,587,4845,2364,1692,756,2611,1672,1047,399,10695,10062,9864,9386,2913,484,432,268,1306,1220,1281,102,796,196,173,238,939,343,326,402,779,525,434,348,-5389,-1421,-489,199,662,1730,686,227,1138,1156,1138,304,1374,1062,973,391,-9551,1658,6273,1649,3380,1536,5118,2028,5049,1966,2988,634,2566,1401,2198,1115,428,
净利润(万元),7318,4609,1565,4398,2166,1380,587,4743,2365,1692,756,2574,1657,1032,384,10659,10043,9853,9386,2879,467,414,261,1273,1190,1272,102,309,121,108,182,860,322,301,265,450,279,217,207,-5838,-1746,-707,59,305,1415,472,108,534,454,557,104,364,876,825,303,-9831,1617,5174,1273,2771,1299,4323,1719,4321,1668,2541,540,2247,1207,1917,986,377,
