报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2006-12-31,2006-09-30,2005-12-31,2004-12-31,
基本每股收益(元),0.49,0.36,0.21,0.7,0.48,0.35,0.2,0.65,0.44,0.32,0.19,0.56,0.38,0.29,0.21,0.77,0.54,0.4,0.39,1.03,0.77,0.55,0.34,0.98,0.71,0.5,0.31,0.89,0.7,0.57,0.3,0.89,0.78,0.6,0.61,0.61,0.49,0.34,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,5.95,5.86,7.1,6.88,6.67,6.52,9.75,7.61,7.35,7.13,7.28,6.94,6.07,5.85,5.67,5.71,5.52,5.39,5.43,5.13,2.94,2.83,2.5,--,2.29,2.09,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,1.08,-0.26,-0.24,1.83,0.98,-0.55,0.02,3.19,2.51,-0.13,0.57,0.99,1.4,0.54,0.41,1.81,1.75,0.06,0.56,1.74,1.77,0.32,1.08,0.92,1.24,0.81,
主营业务收入(万元),540949,377541,194086,764556,544034,393698,203000,776057,566125,405896,208133,734947,517967,357844,190777,718451,491660,339583,190245,582485,399866,273386,153735,463110,267891,181208,94624,323237,237123,161578,96571,280511,194344,134132,203504,134756,167890,150362,
主营业务利润(万元),96331,66445,35175,129199,96364,67214,35740,138862,102720,72112,37922,134298,96643,68166,36977,128396,90894,62255,34571,108025,75444,52051,28857,91022,52377,35440,19844,66807,49301,34269,18884,59915,43463,30518,43276,29714,34980,30716,
营业利润(万元),21358,16136,9422,29897,21376,15548,8718,27116,18470,13628,8413,24326,15171,13179,8153,28587,20528,14908,8932,22630,16756,12042,7611,22286,15167,10773,6879,19498,15673,12642,6496,14645,13445,10300,10827,10702,8462,7541,
投资收益(万元),5715,4115,353,4285,2759,1464,654,299,-354,48,-323,754,307,444,184,-404,57,99,-3,291,246,192,75,217,106,71,35,2405,221,200,278,630,168,168,86,-94,-199,-469,
营业外收支净额(万元),102,7,-3,1124,-109,-17,-10,851,3,21,25,1088,282,277,52,387,-274,-51,2,881,552,311,135,142,-52,-5,0,-102,--,-154,--,--,--,-22,0,97,251,-1306,
利润总额(万元),21460,16144,9419,31021,21267,15531,8709,27967,18473,13649,8438,25413,15454,13456,8205,28974,20254,14856,8934,23512,17309,12353,7747,22428,15115,10768,6879,19396,15384,12488,6639,15068,13415,10278,10493,10798,8713,6235,
净利润(万元),16626,12456,7244,23824,16449,11906,6768,22214,15129,11077,6571,19279,12871,10064,6040,21362,15129,11065,6580,17387,12935,9258,5744,16552,11328,7936,5023,14203,11184,9070,4848,10974,9366,7150,7207,7352,5911,4091,
净利润(扣除非经常性损益后)(万元),14928,10481,5918,18143,14195,11280,6775,20210,13977,10995,6385,18354,--,9802,--,21178,--,11295,--,16450,--,8858,--,16311,0,7940,0,12515,0,9186,--,10523,0,7342,7448,--,5633,4977,
经营活动产生的现金流量净额(万元),-4302,-7133,-15651,6820,-8925,-11011,-13979,39651,14966,-12882,9001,50919,36910,-9066,-6923,52143,28025,-15682,300,53957,42406,-2135,9600,16768,22452,8569,6568,29038,28033,898,8909,27862,21296,3889,13011,11087,14888,9762,
现金及现金等价物净增加额(万元),-91574,-111275,-44263,-1506,-18682,-33175,-13712,22290,-2625,-28088,4436,29896,25719,-25772,-19667,62315,40970,-12345,25152,10334,14280,-17749,7384,9960,30842,3154,12050,-28830,18512,-6782,6878,42564,21005,3437,7177,6606,7957,4752,
总资产(万元),428388,420816,450219,451192,444911,438225,465246,489535,472237,436323,472197,465548,458781,379716,397261,433565,391035,342716,362675,334974,297475,240160,278823,263703,237978,192928,187438,184544,182270,146046,164348,164916,123076,93820,90911,--,75988,67636,
流动资产(万元),258493,249937,276568,279248,272362,252622,274526,296143,278446,240509,277634,266812,265545,186567,200267,234559,195821,154198,173350,144554,138786,92940,134168,118613,120821,75631,72515,67899,112110,76606,94623,94055,78940,48642,44359,--,31380,20561,
总负债(万元),184697,181118,205025,213122,214526,212186,233532,264402,253920,221622,261289,254049,254115,177977,193491,235949,199711,155441,176438,205755,172687,119314,155305,145998,140505,98701,96125,91950,92778,58726,76345,81896,86877,59847,60890,--,48482,42566,
流动负债(万元),179652,175363,197229,205671,208371,205111,225590,255647,248037,215637,254426,247175,247954,172336,188281,229992,194067,149554,171149,200417,168046,114919,150854,141567,139751,97731,95488,91381,92611,58558,76178,81728,86173,59223,60261,--,48128,42207,
股东权益不含少数股东权益(万元),244995,240826,245887,238642,231221,226678,232143,225375,218290,214238,209732,210010,203601,200795,202477,196438,190204,186140,185460,128562,124111,120434,122999,117255,97067,93674,90760,91405,88386,86273,86851,82002,35305,33089,29300,--,26892,24581,
净资产收益率加权(%),6.89,5.16,2.99,10.35,7.22,5.22,2.96,10.29,7.1,5.22,3.08,9.53,6.44,5.04,3.03,12.25,9.03,7,4.99,14.32,10.81,7.79,4.78,15,0,8.52,0,16.46,0,10.68,--,29.45,27.56,21.75,25.65,24.05,22.97,17.08,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
