报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-06-30,2009-12-31,2008-12-31,2007-12-31,
基本每股收益(元),0.23,0.15,0.07,0.36,0.19,0.14,0.08,0.34,0.17,0.13,0.07,0.29,0.13,0.1,0.06,0.26,0.11,0.09,0.05,0.27,0.09,0.25,0.17,0.34,
每股净资产(元),--,--,--,4.75,--,--,--,3.59,--,--,3.3,3.23,3.07,3.03,2.98,2.9,2.74,2.72,2.78,2.73,1.37,1.28,1.23,1.6,
每股经营活动产生的现金流量净额(元),--,--,-1.46,-0.1,--,--,-1.59,0.09,--,--,-0.63,-0.26,-0.75,-0.56,-0.69,-0.24,-0.62,-0.63,-0.71,-0.79,-0.14,-0.41,0.42,0.06,
主营业务收入(万元),3645501,2389356,1194492,4106840,3062815,1991252,984206,3343805,2479368,1616177,812994,2950766,2220386,1457349,756084,2483868,1853303,1202962,609253,2125177,1029650,1895771,1628760,1304810,
主营业务利润(万元),256670,172265,86547,285672,200322,130627,63995,218033,149427,100287,51743,184261,127599,87149,45219,146389,104264,71233,37835,134784,62466,112498,89790,64630,
营业利润(万元),46961,34367,14757,64154,32602,23021,10355,51331,24558,18063,8486,49281,21855,17944,9874,34999,20857,16592,8855,43925,15121,35808,25470,19715,
投资收益(万元),2141,1404,1875,4128,562,305,-43,5767,308,367,197,9131,-169,60,-66,574,-67,355,261,-198,-133,234,524,263,
营业外收支净额(万元),3660,1188,245,11184,6272,4480,3837,9347,5621,4392,3679,5964,3885,1985,928,13966,1684,1177,754,3273,956,1946,917,532,
利润总额(万元),50621,35556,15002,75338,38875,27502,14192,60678,30179,22456,12165,55245,25740,19929,10802,48965,22542,17769,9609,47198,16077,37755,26387,20247,
净利润(万元),37532,25056,11852,56071,29573,20896,11287,47793,24101,17769,9780,41272,18926,14843,8335,37413,16069,12637,7189,35343,11527,29789,20264,15978,
净利润(扣除非经常性损益后)(万元),32575,22562,10073,44972,24959,17514,8449,36593,19777,14452,--,30406,--,13347,--,25688,--,11811,--,33033,10808,28125,19269,15019,
经营活动产生的现金流量净额(万元),-330129,-282086,-239750,-17168,-238517,-170536,-225672,13847,-179669,-86476,-88847,-36893,-106060,-79868,-97718,-34361,-88398,-89573,-101516,-103183,-18095,-52170,49475,6595,
现金及现金等价物净增加额(万元),-17008,-37264,-108024,-11941,-114127,-49484,-127437,77784,-82705,-47894,-82951,18583,-67973,-47152,-34072,75844,-4190,23798,-18366,7813,41075,6858,-11608,45981,
总资产(万元),3087385,2820557,2682951,2412504,2318891,2221432,2058940,1859619,1760301,1667501,1585861,1480397,1431004,1355597,1338231,1183875,1057797,994906,936421,811904,725510,716775,571889,442387,
流动资产(万元),2568209,2327002,2240487,1987400,1908928,1841749,1707403,1514788,1437793,1348767,1277821,1189399,1164987,1105055,1104739,976687,862441,810671,763125,646201,578054,579500,463981,367359,
总负债(万元),2119110,1969804,1860610,1603786,1528197,1471634,1308465,1325691,1247409,1163669,1092622,996808,967387,899787,896784,753517,654476,596673,526936,412024,544343,549501,424167,314316,
流动负债(万元),1947625,1801005,1692278,1436547,1361210,1305490,1140562,1157349,1000221,997392,928601,827973,951064,884699,879119,715018,612172,551039,464275,366567,487759,499569,397337,306093,
股东权益不含少数股东权益(万元),928154,815432,793765,780055,755814,718442,724101,509953,486081,477640,468729,458662,435714,430738,423410,411063,389586,386146,394973,387784,174651,163124,144127,125542,
净资产收益率加权(%),4.16,3.16,1.51,8.1,4.46,3.23,1.83,9.83,5.12,3.8,2.11,9.68,4.5,3.55,1.95,9.11,4.12,3.26,1.84,16.64,6.83,19.27,14.95,18.44,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
