报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-03-31,2008-12-31,2007-12-31,
基本每股收益(元),-0.01,-0.04,-0.08,0.09,0.15,0.15,0.03,0.47,0.27,0.19,0.09,0.82,0.27,0.18,0.04,0.51,0.21,0.14,0.02,1.32,0.46,0.11,0.02,1.46,0.59,-0.16,0.92,0.8,
每股净资产(元),1.91,1.88,3,3.08,3.12,3.12,3.01,4.56,4.36,4.28,9.19,9.11,8.56,8.47,8.33,8.29,7.99,7.92,7.8,20.46,19.66,19.34,3.9,3.88,--,--,2.42,1.5,
每股经营活动产生的现金流量净额(元),-0.01,-0.05,-0.07,0.06,-0.04,-0,-0.01,0.49,-0.01,-0.12,-0.37,-0.18,-0.39,-0.36,-0.18,-0.11,-0.14,-0.05,-0.15,0.5,-0.46,-0.19,-0.2,1.51,--,-0.23,0.44,0.62,
主营业务收入(万元),17945,9473,2936,22088,17600,13254,5717,25523,16479,11013,4915,19944,9489,5976,2613,12640,7012,4815,1630,10342,4477,2200,1213,10167,5462,253,7937,7380,
主营业务利润(万元),9895,5365,1466,16060,13054,10344,4471,19159,13065,8675,3925,15606,7029,4334,1956,8916,4732,2831,1158,7167,3544,1616,945,7576,3886,188,5676,4251,
营业利润(万元),-2177,-3331,-3134,1584,3399,4233,965,7849,4387,3045,574,7323,2189,1271,1,4566,1750,1146,88,3930,1148,-146,-131,3783,1310,-637,2434,2241,
投资收益(万元),809,-15,-132,167,-11,-11,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
营业外收支净额(万元),775,608,203,2171,1793,1156,353,2692,2003,1356,428,1506,902,631,398,1116,704,446,174,1482,745,533,197,1148,699,158,0,0,
利润总额(万元),-1403,-2723,-2930,3755,5192,5389,1318,10540,6390,4401,1002,8829,3091,1901,400,5682,2454,1593,262,5412,1893,387,66,4932,2008,-479,3117,2703,
净利润(万元),-696,-2036,-2525,3101,4850,5009,1128,10239,5949,4157,881,8164,2705,1780,404,5061,2056,1411,203,4841,1641,364,66,4389,1772,-479,2758,2403,
净利润(扣除非经常性损益后)(万元),--,-2299,--,2776,--,4985,--,9734,--,4140,--,7732,--,1665,--,4643,--,1338,--,4119,--,78,-18,4211,--,-479,2659,2403,
经营活动产生的现金流量净额(万元),-442,-2727,-2156,2055,-1173,-8,-470,10788,-299,-2711,-3737,-1796,-3923,-3574,-1839,-1104,-1367,-526,-1499,2001,-1837,-771,-604,4526,1925,-696,1330,1860,
现金及现金等价物净增加额(万元),-12758,-12805,-1866,2992,5735,20864,6516,11201,13384,20121,-4532,574,-4298,-4320,-2585,-14133,-15455,40746,-5681,16239,63216,64539,-625,4078,1481,-698,-534,2305,
总资产(万元),114810,106022,102910,106332,107750,107849,102778,105156,99499,103497,94906,95748,87539,87458,84917,85631,81060,80395,79595,83304,79752,78188,12235,12595,--,--,8499,6566,
流动资产(万元),50487,44920,46710,55133,63174,77407,73245,76344,85443,91971,88251,90072,83127,83426,80958,82015,77971,77233,76703,80727,77689,76430,10463,10733,--,--,6961,6076,
总负债(万元),13902,6673,4124,4905,3697,4163,3556,4861,3495,9284,2969,4692,1942,2786,1621,2740,1174,1154,1562,1474,1122,834,523,949,--,--,1242,2067,
流动负债(万元),12591,5344,3799,4438,3302,3785,3201,4311,2984,8791,2530,4116,1852,2724,1593,2625,1110,1124,1552,1426,1089,817,488,917,--,--,1242,2067,
股东权益不含少数股东权益(万元),100861,99522,98951,101476,102945,103104,99223,100295,96005,94213,91937,91056,85597,84672,83295,82891,79886,79241,78033,81830,78631,77353,11712,11646,--,--,7257,4500,
净资产收益率加权(%),-0.69,-2.02,-2.52,3.09,4.79,4.87,1.12,10.71,6.36,4.46,0.96,9.39,3.21,2.13,0.49,6,2.54,1.77,0.25,8.4,--,1.08,--,46.43,--,--,46.91,72.87,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
