报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2009-09-30,2008-12-31,2007-12-31,
基本每股收益(元),0.26,0.14,0.04,0.55,0.41,0.22,0.04,0.47,0.51,0.3,0.06,0.66,0.51,0.27,0.05,0.56,0.47,0.26,0.05,0.53,0.41,0.21,0.43,0.3,0.4,1.44,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,6.57,6.33,6.26,6.21,6.12,5.9,5.82,5.77,2.5,2.29,2.2,0,1.89,4.61,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,0.32,0.21,0.02,-0.06,-0.23,-0.02,-0.08,0.18,0.17,0.09,0.55,0.41,0.31,1.1,
主营业务收入(万元),102556,66880,21295,130508,86273,50141,18353,100057,71767,40623,14533,84048,59954,35767,13099,65729,49598,29402,9937,50197,35664,20343,40759,29929,34286,38189,
主营业务利润(万元),38270,23681,8164,50954,34179,19407,6750,40287,28715,16379,5919,33846,24529,14034,5340,26194,20320,11757,3791,20813,14881,8220,16292,11953,13053,13609,
营业利润(万元),12889,6481,362,18281,14516,7358,1035,16328,12207,5771,1227,13733,11580,5730,1209,12482,10422,5841,1314,8513,6512,2966,6325,4752,5990,7609,
投资收益(万元),514,266,120,360,519,324,103,516,430,298,81,209,2,--,0,2,2,2,--,2,2,2,2,2,-48,1,
营业外收支净额(万元),5076,3312,1497,4385,2790,1880,647,3763,2624,2007,490,2260,1362,1170,163,1036,990,413,6,958,784,763,1150,540,816,955,
利润总额(万元),17965,9793,1858,22666,17306,9238,1682,20091,14831,7778,1718,15992,12941,6900,1372,13518,11412,6254,1320,9471,7296,3729,7475,5292,6806,8565,
净利润(万元),15427,8402,1722,20328,14888,7888,1520,16611,12291,6262,1222,13539,10334,5435,1072,11227,9368,5118,1040,8010,6131,3156,6394,4506,5940,7274,
净利润(扣除非经常性损益后)(万元),13405,7151,1486,18868,13709,6897,1212,15262,11303,5248,1191,12550,--,4464,--,10360,--,4767,--,7653,5465,2509,5423,4046,5250,5020,
经营活动产生的现金流量净额(万元),-673,5,-828,8747,2027,3156,-620,14833,6877,4539,-126,12717,6482,4279,345,-1123,-4522,-498,-1550,3558,2575,1404,8206,6219,4654,5835,
现金及现金等价物净增加额(万元),-3598,-3519,-3672,-20076,-25403,-11057,-9156,1382,-3368,508,-1491,-6792,-845,741,-3833,-19455,-21147,-11802,-8269,74476,-2898,-3125,4596,3899,-4098,4356,
总资产(万元),312177,302168,239368,247471,233457,180611,168699,178074,172416,171139,159239,162762,157054,150014,139315,135158,138633,137506,129135,132960,57094,50613,48381,0,41915,42017,
流动资产(万元),193435,182674,132417,139818,127259,124912,115652,125651,121616,122415,111989,115881,121535,117719,106842,106576,112100,116718,109026,112586,36637,30040,28101,--,21695,26845,
总负债(万元),91770,89011,33550,43358,33382,28735,17971,22696,21934,22349,15299,20518,18903,17021,11982,8976,14430,17642,11051,15919,17885,14636,14750,--,12989,16853,
流动负债(万元),88025,85885,30528,40327,29798,27607,17184,21939,21381,21928,14938,20157,18710,16827,11775,8769,14257,16930,10338,11206,13293,10044,9983,--,12717,16601,
股东权益不含少数股东权益(万元),215027,207875,205796,204095,200031,151843,150697,153224,147852,146471,141598,139876,135797,130919,125244,124155,122306,118041,116373,115360,37539,34407,32975,0,28387,24532,
净资产收益率加权(%),7.31,4,0.84,11.58,9.07,5.16,0.99,11.29,8.46,4.37,0.86,10.23,7.93,4.26,0.86,9.39,7.66,4.35,0.88,22.53,0,9.46,21.26,0,23.21,40.42,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
