报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-06-30,2001-12-31,2000-12-31,1999-12-31,
基本每股收益(元),-0.06,0.03,0.03,0.65,0.31,0.21,0.05,0.67,0.29,0.1,0.02,0.77,0.64,0.48,0.16,1.5,1.33,0.67,0.15,0.51,0.46,0.28,0.1,0.31,0.05,0.02,0,0.3,0.2,0.11,0.03,0.38,0.21,0.15,0.06,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,5.56,--,5.53,5.35,5.21,5.05,4.87,4.22,3.89,3.75,3.7,3.52,3.49,3.39,2.8,2.77,2.9,2.9,2.8,2.71,3.46,3.43,3.25,3.19,3.3,2.2,2.14,1.95,3.71,3.5,3.24,3.05,3.09,2.98,2.9,2.71,5.23,5.07,4.94,4.78,4.66,4.6,2.6,2.28,2.04,1.96,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,-0.37,--,2.01,0.19,0.03,-0.72,-1.09,-1.17,-0.65,0.98,1.17,1.32,0.35,2.96,1.88,0.49,0.35,1.24,0.74,0.61,0.41,0.53,-0.34,-0.35,-0.05,0.7,0,--,0,0.96,0,0,0,0.1,0,0,0,-0.03,0,0,0,0.35,0.15,2.38,1.82,1.4,
主营业务收入(万元),605772,441451,143731,1014273,606189,389238,163166,987545,573088,365405,150635,883690,655597,452914,184568,1191040,976749,415476,165595,553832,390502,244929,102266,633812,184021,108522,52126,494713,345027,210806,95136,462509,315563,214991,82417,437877,338290,197653,91230,288256,212160,126873,52252,149131,111698,56489,23461,77674,50098,29972,11344,57840,27210,70571,64814,52516,
主营业务利润(万元),88544,66936,26208,248349,130679,82346,30708,235375,133279,78288,27619,199939,151425,106357,42075,303941,251165,113865,37775,111568,85922,51007,19736,115014,28747,14294,5235,79493,50074,30095,11371,64724,38134,26862,10614,75166,61937,34253,16057,57180,40082,24604,10184,38060,29292,15545,6325,19817,12404,7030,2614,13914,7273,20661,13683,10889,
营业利润(万元),8364,16353,6197,121147,45127,30990,8092,131733,52293,29062,5879,100817,80823,59900,22219,215508,194025,75263,18747,62761,57612,34635,14760,68479,5299,1252,-495,39003,25277,13155,3898,33868,18469,12821,4751,41109,38018,19737,9030,30060,21606,13335,5238,19426,16170,8233,3133,9391,6628,3495,1070,7362,4330,9848,5399,4776,
投资收益(万元),2829,2119,1870,5248,4982,3485,1612,12688,1149,791,-189,775,936,-1021,-116,1946,1934,826,161,658,465,287,121,-185,-100,-187,-101,37,37,1,24,58,94,25,0,730,24,-53,-27,922,-57,-66,-33,-7,40,48,-24,-29,-3,-10,-5,-5,-3,-151,-10,5,
营业外收支净额(万元),2622,937,551,11966,6944,4827,767,1965,6775,4051,2645,3692,1881,1431,709,-804,-305,1447,338,2475,1397,839,147,3955,1981,1688,675,1512,--,47,--,4027,1090,840,146,388,0,--,0,-441,0,0,0,-192,0,0,0,-14,-17,0,7,43,0,0,0,0,
利润总额(万元),10986,17289,6748,133114,52071,35816,8860,133698,59068,33113,8524,104509,82703,61331,22928,214704,193721,76711,19085,65236,59009,35474,14906,72435,7280,2941,180,40516,25782,13202,4065,37895,19559,13661,4898,42830,38424,20063,9247,30773,21447,13160,5109,19324,16103,8276,3115,9593,6774,3483,1072,7785,4401,9198,5607,4819,
净利润(万元),-6626,3403,2507,44112,21210,13999,3067,45955,19515,7118,1204,52612,43597,32610,10833,102082,90572,45804,10253,34986,31410,19162,6989,21282,3159,1392,296,20261,13873,7516,1677,20044,10885,7852,2945,24025,21413,12064,5079,17126,11086,6604,2616,11062,9122,4673,1761,5439,3860,1934,637,5006,2937,6132,3560,2879,
