报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-03-31,2002-12-31,2001-12-31,
基本每股收益(元),0.21,0.15,0.15,1.22,0.79,0.43,0.14,--,0.7,0.37,0.12,0.93,0.58,0.31,0.09,0.75,0.49,0.26,0.08,0.55,0.59,0.34,0.11,0.52,0.35,0.21,0.06,0.42,0.3,0.24,0.09,0.51,0.38,0.45,0.04,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,4.39,--,3.87,3.59,3.45,3.19,2.93,2.7,2.53,2.46,3.49,3.22,3.09,2.98,2.82,2.68,2.54,2.46,2.35,3.06,2.92,2.83,2.7,4.01,3.58,3.51,4.81,4.78,6.93,6.92,6.44,6.35,7.6,7.58,7.12,7.01,6.86,3.82,0,2.73,1.76,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,0.55,--,0.78,0.54,0.42,0.79,0.46,0.41,0.49,0.33,0.52,0.31,0.04,0.44,0.01,-0.13,-0.42,0.8,0.39,0.12,-0.1,0.07,-0.46,-0.8,-0.41,0.79,0,--,0,0.22,0,0,0,-0.67,0,0,0,1.96,0,1.56,0,
主营业务收入(万元),246817,158979,67517,315708,209355,125127,60942,278490,175808,103510,50843,225258,149647,94670,42897,190334,131047,81628,36762,146747,101345,63070,28298,130740,91616,58703,27304,115394,81987,52470,24927,100632,66216,43026,19016,71718,46340,29276,13929,73937,44451,28373,12122,63191,35756,24331,11574,50267,0,44378,27653,
主营业务利润(万元),195290,124302,52635,253193,167233,100006,49532,224452,141229,82261,40123,180317,118633,75258,33316,155155,106641,66762,29573,111348,75840,45952,20256,92914,65316,42082,19537,85911,58826,37350,18283,73666,48497,31480,--,52200,34520,21686,9381,52032,32526,20409,8741,43432,24785,16482,7607,26938,0,18308,11321,
营业利润(万元),18581,6979,6609,52413,34501,18568,6215,49299,29150,14568,4565,38101,23505,11895,3755,31069,19567,9840,2149,21936,16420,9381,3013,13514,9094,5359,1171,11672,9301,5779,2183,7029,4639,2746,533,-14103,2379,1575,-6,6211,2003,1115,63,6729,3077,2223,720,6175,0,5381,3662,
投资收益(万元),-135,-68,-63,2752,2690,345,8,687,49,-5,-81,477,-99,-96,-32,-382,-220,-146,-73,1027,-220,-146,-73,-1410,-1498,-1425,-1353,-611,-398,-298,149,-611,-447,-298,-266,-328,-170,-88,-6,-23,-102,-11,-6,-78,-126,-52,-38,-63,0,0,0,
营业外收支净额(万元),975,730,613,3239,926,580,370,2250,673,748,510,2292,1123,1143,470,1438,1231,1219,1204,-826,216,203,46,970,671,681,651,-14,--,-258,--,--,--,--,--,573,0,--,0,-62,0,0,0,-779,0,0,0,-35,0,0,0,
利润总额(万元),19555,7709,7222,55653,35427,19148,6585,51549,29824,15316,5074,40393,24628,13039,4224,32507,20798,11058,3354,21110,16636,9584,3059,14484,9766,6040,1822,11658,8949,5521,2000,10948,8537,6641,532,-13496,2175,1435,-11,6127,1897,1105,58,5872,2813,2088,684,6077,0,5373,3968,
净利润(万元),16209,5990,5789,47844,30807,16601,5385,42915,25377,13230,4248,33327,20650,10921,3330,26548,17359,9219,2737,19556,13961,7932,2556,12181,8192,5009,1461,9813,6992,4331,1589,9274,6868,5408,540,-13452,1437,1016,469,6942,2566,1499,412,5634,2138,1430,451,5156,0,4557,3405,
