报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2002-12-31,2001-12-31,2000-12-31,
基本每股收益(元),-0.4,-0.22,-0.09,-0.53,-0.02,0.01,0,--,-0.04,-0.08,-0.02,-0.03,-0.38,-0.39,-0.22,0.04,0,0.05,0.04,0.14,0.15,0.1,0.06,0.16,0.1,0.03,-0.04,0.46,0.75,0.67,0.75,3.7,2.18,1.43,0.7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,5,--,--,--,--,--,--,--,3.93,--,3.8,3.75,4.22,4.43,4.41,4.52,4.54,4.52,4.45,4.38,3.78,3.7,3.6,3.51,5.24,5.27,5.64,5.57,10.74,9.99,6.08,5.43,4.96,4.22,3.81,4.2,4.01,3.81,3.6,3.4,3.45,3.24,2.98,2.79,2.83,2.69,2.54,1.54,1.42,1.21,1.04,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,-0.35,--,-0.34,-0.27,-0.13,0.49,0.31,0.33,0.07,-0.64,-0.39,-0.15,-0.06,0.12,0.01,0.12,-0.03,0.95,-0.13,0.03,-0.29,1.33,0.69,0.4,0.32,1.12,0,0,0,0.93,0,0,0,0.84,0,0,0,0.17,0,0.22,0.67,0,0,
主营业务收入(万元),291783,225238,126412,353728,241045,142482,40839,236934,135393,74777,39162,249569,122433,76047,31246,279266,175079,113251,56377,224957,129705,80827,31118,112585,69065,43535,14660,182244,183442,142272,69702,266920,199318,124408,59807,145300,97451,60174,27193,103833,77438,46041,17376,91173,66334,39639,16673,51013,34657,20766,35846,30167,31960,
主营业务利润(万元),16018,21216,10337,66073,56760,27071,10664,48030,21137,13133,9103,27124,-219,-9284,-3391,49833,38069,26251,14433,66013,41052,22192,8624,41232,20897,8136,809,69968,71751,58987,31545,115615,94828,56619,--,50253,40611,23917,10057,33616,30897,20800,7821,28076,23918,14435,5578,13065,9788,5136,7773,5737,12829,
营业利润(万元),-83070,-44129,-19205,-78527,-10110,-4401,-549,-17788,-8074,-10911,-3608,-6595,-47979,-45047,-20276,-2995,-3313,2808,4144,9095,11485,6523,2913,11796,10217,3767,-1094,27736,52139,46744,25949,92459,76769,46539,22256,30186,26114,14921,6634,19691,19203,12857,5650,15642,14277,8462,3988,6664,4515,2534,3463,2408,5855,
投资收益(万元),610,1127,2044,-1154,-381,-483,-230,-422,117,162,164,43462,2235,1523,853,4456,2001,1472,690,2143,1154,1243,1095,2345,1296,662,--,1228,623,451,--,551,0,--,0,-68,-68,-68,0,0,167,167,167,0,0,0,0,-3,0,0,-0,14,30,
营业外收支净额(万元),1293,789,323,167,1572,-30,-43,20535,292,-52,-12,1049,769,-368,-56,1292,-13,85,-39,3113,3300,3689,3483,2357,-316,-254,46,--,--,-389,--,6520,--,--,--,-670,0,0,0,-512,0,0,0,-150,0,0,0,-3,0,0,0,0,0,
利润总额(万元),-81777,-43339,-18882,-78359,-8538,-4431,-592,2747,-7782,-10963,-3619,-5547,-47210,-45414,-20332,-1703,-3326,2893,4105,12208,14785,10212,6396,14153,9901,3513,-1048,27566,51758,46354,25911,98979,76849,46605,22319,29624,26164,14960,6736,19448,19494,13195,5954,15726,14392,8516,3988,6673,4525,2532,3372,2322,5365,
净利润(万元),-64747,-35001,-14911,-53843,-1432,384,145,9854,-3527,-6706,-1876,-2063,-30735,-31860,-17680,3245,105,4118,3127,10720,11849,7787,4634,11901,7706,1931,-1948,23343,37984,34277,19002,85963,53916,32587,15997,25726,16372,9203,4121,16245,12409,8547,3896,14062,9195,5502,2673,5872,3112,1600,3357,2329,3442,
净利润(扣除非经常性损益后)(万元),-65817,-35667,-15182,-54270,-2978,304,132,--,-4108,-7026,--,-34836,--,-31732,--,2070,--,3938,--,8455,--,5362,--,9007,--,1902,0,23522,0,34565,0,75672,0,32604,--,26175,0,8925,0,16310,0,8302,0,13774,0,5502,0,5845,0,0,0,0,0,
经营活动产生的现金流量净额(万元),44902,18383,-383,-70087,-6345,-8687,13425,8263,-34078,-37179,-28473,57061,-27214,-21757,-10552,39474,25178,26918,5278,-51810,-31830,-11884,-4754,9423,434,9387,-1331,48098,-6531,1555,-7430,33895,17187,9221,7191,25572,5442,4603,464,17696,5511,4671,-1129,16049,9020,5766,4090,3285,3097,2875,8764,0,0,
现金及现金等价物净增加额(万元),-92072,19093,-8053,67621,371993,145270,-35268,-7229,-13403,168523,230270,17915,-21740,-11076,-38518,6558,-90190,-63767,44093,55801,52244,62241,13679,-49200,27865,28585,30816,23442,-43776,-21056,-23277,40973,10410,4761,9845,17639,5546,3543,2031,107,-3024,-5614,-7356,-4781,122,6391,8660,28618,27871,3168,3292,0,0,
总资产(万元),2501654,2604073,2653110,2645409,2643437,2403856,2082781,1988551,2052342,2058608,1981215,1705676,1684456,1550513,1437499,1333089,1118569,1051031,1050683,968100,882224,836878,731764,683255,594905,562305,514776,477522,485556,464211,449170,417208,318195,277298,247692,236902,216486,196744,183978,176601,163501,154447,143797,135394,130415,116524,114256,93879,86791,55862,47190,39487,35318,
流动资产(万元),1275596,1366699,1398531,1378405,1441578,1128356,801903,710645,749370,832819,794927,541611,568475,544813,515011,462522,429971,406312,453057,388036,383940,346047,249383,221910,297104,271674,272820,239783,263203,271131,261300,236492,192414,162291,132737,122744,107311,91502,81485,73258,75663,70896,63428,59218,84115,80830,82022,62874,60930,30551,22968,17894,20941,
总负债(万元),1792334,1843270,1879387,1853721,1835447,2141342,1825386,1713512,1757315,1766945,1677801,1396703,1387181,1253807,1099035,975155,758465,680084,672442,591156,508130,467018,420112,378758,307441,281660,240252,200586,188658,170870,166214,153606,160518,148416,130007,136329,126252,113902,104778,101355,92420,87550,75872,71409,71724,62686,60152,42532,38374,35728,28656,23656,21800,
流动负债(万元),1409753,1468789,1316318,1283825,1220432,1523438,1192986,1116072,1137116,1172634,1079646,1012648,958758,824104,786603,742300,575411,492863,461362,439243,402989,360652,315008,312579,242796,228875,185941,144742,140838,123050,134394,131786,135802,138946,120537,132859,123782,111432,104778,101355,84420,79550,67872,63409,59931,50893,48359,30739,26581,27728,20656,9943,13169,
股东权益不含少数股东权益(万元),733103,783007,801600,820068,834248,286600,280548,296551,314244,309434,319002,322994,308310,304151,342374,359127,357621,366592,368284,366792,361050,355287,288586,282068,274680,267997,266456,268422,287085,283354,273174,254166,150412,123907,113017,96292,86939,79770,76224,72419,68442,64524,65525,61629,56701,53007,53887,51133,48343,20059,18458,15759,13518,
净资产收益率加权(%),-8.22,-4.36,-1.83,-13.02,-0.49,0.13,0.05,--,-1.11,-2.12,-0.58,-0.62,-10.49,-9.28,-5.05,0.89,0.03,1.12,0.85,3.35,3.83,2.74,1.63,4.38,--,0.72,0,8.75,0,12.67,0,54.23,0,26.3,--,30.51,0,12.09,0,24.45,0,13.55,0,25.13,0,0,0,22.59,0,8.31,19.25,0,0,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
