报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-09-30,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1998-06-30,1997-12-31,1997-06-30,1996-12-31,1996-06-30,1995-12-31,1994-12-31,1993-12-31,
基本每股收益(元),-0.09,-0.06,-0.04,-0.11,-0.1,-0.07,-0.03,--,-0.08,-0.06,-0.04,-0.11,-0.04,-0.01,-0.04,0.4,0.12,-0.06,-0.05,0.08,-0.15,-0.1,-0.07,0.33,-0.06,0.01,-0.04,0.37,-0.05,-0.04,-0.07,0.18,0.03,-0.06,-0.03,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,0.41,--,0.52,0.55,0.57,0.6,0.48,0.33,0.33,0.54,0.2,0.26,0.36,0.37,-0.02,0.06,0.01,0.04,-0.35,-0.34,-0.35,-0.3,-0.47,-0.53,-0.51,-0.38,0.5,0.57,0.49,0.59,1,1.07,1.17,1.23,1.36,1.45,1.63,1.72,1.57,1.64,1.73,1.73,1.7,1.68,1.65,1.65,1.54,1.54,1.51,2.05,2.23,2.18,2.13,2.04,1.87,1.46,2.19,1.73,1.34,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,0.66,--,-0.14,-0.16,-0.04,-0.39,-0.19,-0.1,0.16,0.45,0.44,0.08,0.06,0.36,0.04,0.5,-0.08,0.35,0.09,0.02,-0.11,0.01,-0.1,-0.12,-0.1,0.08,0,--,0,0.4,0,0,0,-0.67,0,0,0,-0.22,0,0,0,0.29,0,-0.24,--,-0.09,--,-0.63,-0.19,-0.27,-0.15,--,0.32,--,--,--,--,--,0,--,--,
主营业务收入(万元),7647,5492,1969,19503,1363,1009,557,11083,3042,2394,1591,13545,4160,2980,1814,113566,86295,34763,8772,136476,42308,28230,12801,126905,61979,42446,18720,133877,42145,28055,11985,57347,37198,21800,7774,47787,31348,21954,10327,79835,67640,53572,22415,158931,107988,70115,34083,229088,163626,104168,46950,232498,157573,91446,42698,289686,215757,145649,320161,133916,237108,90689,190623,111155,161872,63847,120626,33073,54086,26095,26416,
主营业务利润(万元),2007,1555,509,5415,469,390,290,1384,891,771,434,1771,1554,1154,729,32876,25058,8001,1631,28847,4713,3666,1390,24585,10483,8657,3751,24729,6504,4223,1880,10256,6113,3955,1380,8745,5662,3552,1427,17979,12012,8160,3118,23343,13686,8222,2824,28832,18025,12195,6161,37103,25387,15374,7157,49086,32625,21207,39025,16061,41481,15919,32155,20569,12156,6021,8405,3493,5590,3554,1498,
营业利润(万元),-4889,-3196,-2023,-7400,-7811,-5650,-1332,-1860,-4177,-2974,-1833,-7616,-2140,-786,-1372,17810,11458,-928,-2314,8390,-8726,-5894,-3056,6848,-4432,-323,-160,5791,-4343,-2981,-2548,-327,-694,-2752,-1265,-29289,-7863,-5073,-3924,-10886,-9120,-6347,-3324,-18837,-11111,-8037,-4604,-7739,-6144,-4195,-1333,2304,1511,712,451,5499,4261,3269,-21695,-8059,-4527,1475,7671,5109,13126,0,8719,3553,5729,3757,2886,
投资收益(万元),--,--,--,--,--,--,--,2694,148,-101,-239,388,1918,1686,-373,8452,224,34,--,--,--,--,--,23,23,--,--,-2091,-13,-13,-21,3447,1102,1439,1248,-1382,928,643,3,-994,-297,-21,869,-1264,-437,136,840,9508,1581,1554,1634,911,747,950,-406,1683,-392,-650,-2278,1514,-392,397,420,995,1502,187,56,1486,0,0,0,
营业外收支净额(万元),-295,-228,-78,397,550,644,-222,448,-152,-42,18,943,-103,-5,-5,4562,2034,163,56,3175,985,812,177,12648,3416,3028,85,--,--,--,--,--,1927,--,234,-7434,0,--,0,-18648,0,0,0,-632,0,0,0,-299,-53,0,-6,-170,-80,-59,0,-239,0,0,231,0,245,0,0,0,0,1022,0,0,0,--,--,
利润总额(万元),-5184,-3424,-2101,-7003,-7261,-5007,-1553,-1412,-4329,-3016,-1815,-6672,-2242,-791,-1377,22372,13491,-765,-2258,11565,-7741,-5082,-2878,19496,-1016,2705,-74,17099,-1501,-1414,-2514,6571,1233,-1981,-1031,-37670,-6813,-4266,-3722,-30166,-9288,-6343,-2435,-20731,-14570,-10609,-3764,1470,-4616,-2646,295,3092,2178,1603,39,8043,3716,2480,-23742,-6156,-3035,2612,11150,6750,16321,7440,10504,4298,6015,3705,2886,
净利润(万元),-3227,-2159,-1342,-3957,-3569,-2292,-959,732,-2673,-1977,-1261,-3950,-1232,-355,-1301,13969,4131,-1988,-1879,2668,-5216,-3622,-2332,11516,-2218,496,-1288,13003,-1642,-1505,-2544,6367,1104,-1986,-1010,-24679,-5180,-3276,-2547,-28073,-6016,-3795,-1885,-9532,-9452,-7609,-2612,2273,-4649,-2910,75,2100,1780,1279,160,5130,1884,1155,-25211,-6249,-5497,1440,8487,5548,11888,5909,9172,3935,5088,3210,2645,
净利润(扣除非经常性损益后)(万元),-3080,-2046,-1302,-4758,-4443,-3200,--,--,-4822,-1964,--,-7201,--,-2504,--,1677,--,-2037,--,67,--,-4177,--,398,--,-2499,0,440,0,-2868,--,-7101,0,-3843,--,-17198,0,-3956,0,-8898,0,-3814,0,-9206,0,-5609,0,-7078,0,-4285,0,776,669,146,--,3487,--,1327,-25404,-8371,-7624,--,--,--,--,--,--,--,0,--,--,
