报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-06-30,2009-12-31,2008-12-31,2007-12-31,
基本每股收益(元),0.82,0.48,0.2,0.77,0.56,0.33,0.22,0.88,0.6,0.36,0.15,0.74,0.52,0.33,0.12,0.52,0.37,0.27,0.1,0.55,0.23,0.35,0.29,0.13,
每股净资产(元),6.45,6.1,5.82,5.73,5.52,5.29,8.35,8.13,7.86,7.61,7.41,7.25,7.12,6.84,6.83,6.71,6.57,6.46,6.32,2.5,2.17,1.95,1.6,0.87,
每股经营活动产生的现金流量净额(元),1.13,0.73,0.2,0.71,0.37,0.17,-0.03,0.99,0.98,1.06,0.87,1.44,1.1,0.6,0.14,0.87,0.71,0.44,0.12,0.88,0.35,0.71,0.52,-0.13,
主营业务收入(万元),106746,67075,24533,111261,83178,53011,24769,91971,67219,41857,18396,60199,39761,25629,11173,44359,32208,21362,9099,37640,16258,26337,23458,16214,
主营业务利润(万元),33138,19119,7167,29362,21824,13489,6040,22646,16290,10051,4572,17132,12254,7536,3082,12930,9300,5991,2521,11583,5153,7136,6398,3590,
营业利润(万元),17165,10178,4235,16096,11825,6948,3021,11698,8296,5035,2098,9878,6788,4198,1413,6658,4822,3124,1182,5603,2409,3600,3032,1288,
投资收益(万元),375,384,42,91,481,297,26,270,419,278,-170,326,-36,0,--,--,--,--,--,0,--,0,0,--,
营业外收支净额(万元),2315,1154,312,1205,753,579,173,354,263,82,100,545,563,451,289,350,155,287,220,181,90,361,165,-3,
利润总额(万元),19480,11333,4548,17301,12577,7526,3194,12052,8559,5117,2198,10423,7351,4649,1702,7008,4977,3411,1403,5784,2499,3961,3197,1285,
净利润(万元),15828,9263,3781,14688,10672,6329,2676,10502,7243,4314,1841,8884,6183,3916,1439,5833,4114,2845,1168,4956,2031,3125,2262,868,
净利润(扣除非经常性损益后)(万元),--,8097,--,13451,--,5841,--,10209,--,4229,--,8428,--,3530,--,5536,--,2600,--,4804,1957,2842,2080,812,
经营活动产生的现金流量净额(万元),21748,13924,3931,13662,7033,3268,-402,11871,11733,12736,10393,17269,13195,7171,1718,10391,8500,5310,1429,7948,3108,6363,4720,-893,
现金及现金等价物净增加额(万元),6429,8280,-5456,3009,-1136,-191,-159,-2680,2586,1699,5753,-32141,-25490,-17586,-5667,40722,47589,53840,54034,1272,897,-249,-765,-2063,
总资产(万元),226403,229329,161285,153532,155787,150171,150120,143223,152690,148535,132162,118324,107234,98322,95830,95704,96676,99475,96066,41747,40030,38499,36104,33159,
流动资产(万元),79109,80150,43297,46444,49442,49592,48885,42944,54319,51702,46895,35331,33173,42495,53198,58168,65693,75697,72471,17661,15160,13052,14292,13652,
总负债(万元),80934,90870,45473,39620,45975,44743,46056,41885,54655,53488,39661,27746,18348,12868,10519,11897,14684,18868,17249,16419,17246,17843,19159,23559,
流动负债(万元),58206,79510,39841,33796,39639,38150,39257,34828,47455,46094,32214,26149,17080,12819,10469,11821,13406,16868,15249,14419,12246,12843,11159,13488,
股东权益不含少数股东权益(万元),123745,117181,111806,109945,105915,101572,100235,97559,94291,91362,88889,87048,85426,82079,82003,80564,78844,77575,75898,22476,19551,17521,14395,5855,
净资产收益率加权(%),13.58,8.15,3.38,14.21,10.48,6.33,2.71,11.38,7.99,4.84,2.09,10.63,7.51,4.79,1.77,9.03,8.12,5.69,2.37,24.78,10.95,19.58,23.2,16.03,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
