报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-06-30,2009-12-31,2008-12-31,
基本每股收益(元),2.04,1.55,0.83,2.64,1.84,1.3,0.66,2.7,2.03,1.34,0.62,1.87,1.26,0.77,0.36,1.22,0.93,0.87,0.32,0.99,--,0.37,0.19,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,7.69,--,6.46,5.97,5.86,5.5,5.21,4.57,3.98,3.66,--,2.77,2.46,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,0.5,--,1.32,0.8,0.17,1.46,1.33,--,0.18,1.17,--,0.48,0.3,
主营业务收入(万元),5260410,3711535,1932702,6259077,4258589,2852737,1473511,5678431,4077489,2641684,1275503,4315997,2946353,1828757,873092,3008948,2137722,1419971,695306,2298607,945419,1281460,842464,
主营业务利润(万元),1183128,869310,445467,1506574,1053133,716237,361992,1418929,1033515,669600,311813,1000370,671784,414791,193268,644335,469397,318140,154606,487660,195104,216321,152375,
营业利润(万元),729757,561409,306155,924368,672761,469877,240875,966804,740359,487258,226893,666340,460324,281109,133003,401185,309754,213351,104382,296778,113921,85878,53167,
投资收益(万元),6834,4354,433,3184,1229,669,390,5918,4405,3028,1676,1932,974,693,180,2436,1953,1727,501,5627,2224,2121,1517,
营业外收支净额(万元),25395,10342,3967,39639,8459,6774,2874,25168,8743,5879,2130,17763,5979,4429,757,11880,6023,4737,641,7345,1936,5429,5395,
利润总额(万元),755152,571752,310122,964008,681219,476651,243749,991972,749103,493137,229022,684104,466303,285539,133760,413065,315778,218087,105023,304124,115857,91307,58562,
净利润(万元),620858,471705,253591,804154,558625,395431,200542,822365,617221,408733,189634,569245,384151,235352,109372,342620,255123,181180,87539,270073,86990,100336,51412,
净利润(扣除非经常性损益后)(万元),595238,460148,250414,771688,550271,390159,199064,798726,607636,401375,--,551936,--,231982,--,331238,--,--,86761,263258,--,95858,46143,
经营活动产生的现金流量净额(万元),1002574,727705,161117,609578,660435,516277,157844,903904,783888,495326,152555,433697,402359,243221,50313,444874,405819,287583,50049,319147,57010,130369,82612,
现金及现金等价物净增加额(万元),105334,13147,-68719,-244111,-28368,6234,-5868,-7289,208824,108546,42750,-71074,-2248,-81737,-75803,423265,457605,8078,-7946,-34641,--,65357,-143914,
总资产(万元),6541183,6136114,6193326,6134525,5430554,5092859,5144100,5260481,4827883,4488228,4369298,4256940,3920987,3692599,3447068,3313486,3154166,2783326,2618720,2369828,--,1496966,1069688,
流动资产(万元),3503864,3163920,3436986,3531374,3010275,2807827,2958475,3102619,2807718,2620007,2635312,2584768,2349695,2207674,2104347,2037419,2020924,1726734,1670192,1482456,--,817694,496395,
总负债(万元),3189076,2556867,2588218,2782681,2317249,2140330,2142914,2459681,2229284,2098337,2015142,2092603,1942029,1862788,1639971,1611335,1541115,1635225,1488691,1329797,--,713150,367944,
流动负债(万元),3017573,2393735,2421731,2614470,2146359,1968174,1968973,2283947,2054901,1924725,1850516,1931917,1782741,1716867,1500459,1471354,1400429,1495184,1348187,1188749,--,647701,361238,
股东权益不含少数股东权益(万元),3346518,3573720,3598462,3345186,3106678,2945848,2999998,2799590,2595224,2386736,2341059,2151424,1966332,1817532,1783117,1673711,1586482,1122981,1088997,1001515,--,759266,673440,
净资产收益率加权(%),17.51,13.32,7.3,26.35,18.83,13.38,6.92,33.41,25.9,17.57,8.44,29.88,21.05,13.25,6.33,27.83,23.26,--,8.37,30.76,--,14.03,7.85,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
