报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2011-12-31,2011-09-30,2010-12-31,2009-12-31,2008-12-31,
基本每股收益(元),0.27,0.04,0.01,0.08,0.16,0.08,0.04,1.49,0.93,0.51,0.19,1.59,0.94,1.7,1.12,1.08,0.47,0.11,
每股净资产(元),13.38,5.83,5.85,5.84,5.93,5.84,12,11.94,11.38,10.96,10.64,10.85,10.43,4.31,3.73,2.61,2.44,1.39,
每股经营活动产生的现金流量净额(元),1.06,0.29,0.31,-2.32,-0.84,-1.14,0.15,1.86,1.6,0.58,0.32,-1.47,-0.96,1.19,0.75,0.79,-0.89,0.7,
主营业务收入(万元),62572,31363,12574,83262,59681,39139,11837,49828,37449,20994,7831,42515,30420,44619,31778,33907,21436,16889,
主营业务利润(万元),9259,3124,1081,8647,6619,4031,1078,8321,5997,3144,1301,8105,5606,6563,4593,4939,2754,1006,
营业利润(万元),3697,201,-61,1477,2191,1328,367,4942,3917,2077,770,6079,4311,5153,3608,3721,1632,475,
投资收益(万元),60,100,100,0,4,4,--,5,--,--,--,--,--,--,--,1,11,--,
营业外收支净额(万元),594,224,127,195,87,46,36,2002,312,270,104,200,2,701,256,7,-17,-10,
利润总额(万元),4291,425,66,1672,2278,1374,402,6944,4229,2347,874,6280,4313,5854,3864,3729,1615,465,
净利润(万元),3376,315,49,638,1306,644,170,5948,3718,2049,766,5442,3753,5090,3365,3253,1409,342,
净利润(扣除非经常性损益后)(万元),--,147,--,464,--,602,--,4250,--,1820,--,5272,--,4494,3148,3246,1418,351,
经营活动产生的现金流量净额(万元),13241,2284,2515,-18571,-6740,-9087,598,7432,6389,2315,1289,-5865,-3824,3585,2249,2365,-886,699,
现金及现金等价物净增加额(万元),10728,4625,993,-3034,-585,-694,-1177,-10211,-6715,-4314,-2346,12442,19221,2643,477,2734,20,124,
总资产(万元),252065,260804,92250,91329,96245,90075,85026,69339,58892,56184,56954,51925,52434,22428,21554,18645,6307,4235,
流动资产(万元),82150,89544,38147,37334,52128,50688,51037,37134,45987,46219,48946,45081,47255,17319,16367,17923,5751,3709,
总负债(万元),81753,206101,37464,37103,41490,36117,30500,19083,9910,11360,13408,8525,10723,9511,10361,10817,3868,2845,
流动负债(万元),76425,200600,31252,30817,33340,30690,27663,15540,6961,8410,11258,6475,8673,7461,10361,10817,3868,2845,
股东权益不含少数股东权益(万元),167474,46661,46796,46746,47414,46753,47997,47748,45502,43845,42567,43400,41711,12917,11193,7828,2439,1390,
净资产收益率加权(%),3.15,0.67,0.09,1.35,2.74,1.36,0.34,12.83,7.62,4.7,1.78,20.87,18.43,49.07,35.39,58.54,69.25,47.1,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
