报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1997-12-31,1996-12-31,1995-12-31,
基本每股收益(元),-0.13,0.01,-0.05,0.18,0.08,0.02,0,0.26,0.15,0.13,0.03,0.33,0.22,0.15,0.06,0.26,0.25,0.16,0.08,0.27,0.21,0.13,0.05,0.27,0.21,0.14,0.08,0.33,0.29,0.18,0.09,0.3,0.25,0.14,0.09,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,2.67,2.6,2.7,2.65,2.64,2.55,2.67,2.59,2.53,2.45,2.47,2.42,2.36,2.28,2.97,2.89,2.85,2.74,2.65,2.96,2.93,2.82,2.77,3.01,2.75,2.62,2.71,2.6,2.59,2.48,2.51,2.41,2.32,2.25,2.38,2.32,2.26,2.43,2.36,2.32,2.37,2.35,2.28,2.16,2.23,2.93,2.72,2.56,2.62,2.5,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,0.01,-0.03,-0.08,0.46,0.01,-0,-0.11,0.46,0.12,-0.08,-0.05,0.09,0.01,0.02,-0.2,0.36,0.1,0.02,-0.05,0.38,0.18,0.01,-0.21,0.33,0,--,--,0.66,0,0,0,0.52,0,0,0,0.22,0,0,0,0.11,0,0.14,--,0.4,0.05,0.36,0.03,0.28,--,0.22,--,--,--,
主营业务收入(万元),345695,240676,24024,165775,113281,72401,32325,186805,127710,84650,32091,184054,116530,76387,32627,158460,115290,78804,37664,136434,98404,62768,22615,121415,86302,60035,26357,133262,95023,60013,26803,114456,81952,52458,22390,94668,68875,42370,19508,76321,60221,38458,16471,56564,37599,24349,10333,44356,27906,18738,7323,41118,30260,23842,12180,44684,21180,35628,16001,22598,9683,24944,25135,21317,20961,
主营业务利润(万元),62034,38273,4150,35267,22721,13536,5915,42697,28414,20495,8235,45506,30648,20310,8811,42029,30826,20822,10572,43165,29983,20505,7200,39074,28397,19498,8119,42770,30750,19231,9137,36932,27771,18113,7830,36157,27511,18071,8160,30273,24827,16250,7350,23815,16720,10976,4609,19484,13698,9006,3889,17694,13954,10916,5612,18929,8908,14495,6457,9442,4280,10996,10267,--,--,
营业利润(万元),-6250,-272,-1864,6523,3123,698,135,10695,6741,6028,1192,14006,9420,6351,2630,12691,12443,8121,4051,13945,9677,6224,2419,11999,10352,6572,3090,13113,11046,7008,3803,10691,10037,5630,3782,12637,13224,8372,4379,12548,11263,8077,3966,9479,6938,4762,2163,7447,5462,3627,1366,7067,6254,6192,3796,8114,4561,7796,3452,4760,2394,7753,6961,--,--,
投资收益(万元),127,127,--,2739,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,-2,0,--,0,-22,--,0,0,-167,-30,-30,-30,-459,-153,-225,-371,8903,-811,-780,-562,206,-148,-900,-108,-63,111,1,55,48,51,-62,-4,341,-86,-38,-0,1134,685,763,96,235,22,3,6,--,--,
营业外收支净额(万元),2526,2453,38,534,47,-7,-86,936,38,-5,-0,1032,697,649,-3,1074,147,122,3,-259,124,11,-25,1424,30,25,17,-214,--,2,--,--,--,224,6,0,0,-116,-105,-817,0,0,0,-129,-125,0,0,-14,0,0,0,146,-170,-181,0,-122,0,-77,0,490,0,0,--,--,--,
利润总额(万元),-3724,2181,-1827,7057,3170,691,49,11631,6779,6023,1192,15038,10116,7000,2627,13765,12589,8242,4055,13685,9801,6235,2394,13423,10382,6597,3107,12899,11020,7010,3822,10452,10281,5854,3788,21304,12176,7477,3711,11950,10795,7036,3745,9289,6924,4668,2191,7482,5388,3488,1367,8018,6462,6239,3994,9399,5360,8609,3522,5592,2418,8308,7424,--,--,
净利润(万元),-5450,296,-1838,7186,3136,813,97,10379,6042,5289,1136,13057,8733,5831,2218,10443,9906,6245,3186,10837,8266,5362,1967,10877,8306,5413,2328,10186,8876,5440,2860,9278,7752,4252,2773,18634,10546,6378,3123,8990,8609,5376,3168,7876,6029,3958,1893,6566,4779,3122,1295,6906,5731,5323,3495,8222,4672,7451,3138,5613,2418,8308,4974,3129,2702,
