报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2001-12-31,2000-12-31,1999-12-31,
基本每股收益(元),0.56,0.37,0.16,0.64,0.5,0.32,0.17,0.71,0.54,0.32,0.14,0.57,0.44,0.25,0.08,0.44,0.39,0.23,0.11,0.43,0.34,0.29,0.13,0.5,0.38,0.22,0.12,0.53,0.36,0.2,0.17,0.58,0.42,0.23,0.12,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,3.95,--,3.74,3.55,3.51,3.39,3.33,3.18,3.01,2.91,2.82,3.5,3.48,3.36,3.23,3.07,3.69,3.57,3.41,3.25,5.15,3.28,3.31,3.12,3.23,3.1,2.99,2.87,2.95,2.84,2.74,2.66,2.7,2.62,2.52,2.47,4.16,4.04,3.88,3.75,3.7,3.61,3.94,1.59,1.4,1.07,4.06,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,0.12,--,0.23,0.25,0.1,0.21,-0.08,0.02,-0.01,0.4,0.28,0.09,0.08,-0.06,-0.14,-0.14,0.04,0.22,0.12,0.19,0.07,0.56,0.41,0.36,0.1,0.7,0,0,0,0.65,0,0,0,0.14,0,0,0,0.19,0,0,0,0.12,0,0,0,--,0,
主营业务收入(万元),213617,142734,65803,256293,188395,123539,59042,223030,163767,104760,48270,190337,136470,83388,37922,153778,115841,73655,34742,135831,95053,62511,27226,96853,69395,43553,20923,113203,85772,57319,28172,99863,70137,44637,22055,85270,63840,43533,21942,80242,52836,32334,14676,56014,43744,26147,12366,36994,29350,15100,7317,26206,19616,11601,22543,15656,10041,
主营业务利润(万元),154792,103340,47417,187674,136648,89138,42366,163011,119223,76136,35012,139949,100319,63556,28229,108756,81114,50151,23705,96741,68177,44640,20384,71001,51657,32289,15627,68589,49481,33229,16202,55250,37851,23866,--,49281,35603,24043,12211,44159,30010,18677,8511,33227,24120,15807,7098,24828,18317,11420,5536,19504,14520,8472,16807,10859,7047,
营业利润(万元),32987,22248,9506,36167,29939,18895,8312,30679,23795,14923,6400,24292,20486,11634,3459,18302,17515,11133,4835,18368,15836,9626,4731,15936,13395,7509,3660,15013,12995,7851,3665,11302,9286,4845,2486,8417,6618,4219,2471,6557,4650,2940,1933,5642,4841,3575,1665,5201,3542,1885,1213,2685,3014,1639,2612,1973,1019,
投资收益(万元),-60,0,--,-0,-0,-0,--,72,42,34,35,3,3,5,0,78,62,1,0,197,123,149,30,265,140,105,27,411,133,99,19,199,166,123,43,48,40,43,16,127,60,30,0,122,10,10,0,11,6,0,0,7,4,4,4,17,11,
营业外收支净额(万元),1170,334,215,1086,751,296,263,3980,2685,998,441,3158,1423,640,372,3078,2048,567,388,1985,988,951,98,1808,810,754,32,636,--,--,--,--,--,--,--,-36,0,0,0,-39,0,0,0,-140,0,0,0,-61,-12,0,-14,-115,-53,0,0,-370,0,
利润总额(万元),34158,22581,9721,37252,30690,19191,8575,34658,26480,15921,6841,27450,21908,12274,3831,21380,19562,11700,5223,20352,16824,10577,4829,17744,14206,8263,3691,15649,12754,7238,3826,11988,9716,5219,2565,8429,6641,4257,2484,6645,4667,2966,1924,5626,4755,3511,1648,5150,3536,1854,1199,2577,2965,1609,2478,1620,1016,
净利润(万元),28829,18992,8162,31961,24998,16038,7225,29702,22315,13427,5825,23967,18442,10347,3244,18251,16275,9672,4367,18073,14337,9136,4091,16027,12068,7023,3131,14194,9549,5422,2832,9636,6580,3584,1802,6402,4603,2813,1625,4884,3239,1950,1242,4723,3187,2333,1107,3674,2361,1231,803,2087,1973,1001,1832,1142,557,
