报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31,
基本每股收益(元),0.32,0.23,0.1,0.51,0.39,0.25,0.02,0.62,0.88,0.88,
每股净资产(元),4.4,4.56,4,3.9,--,--,--,3.69,3.38,2.83,
每股经营活动产生的现金流量净额(元),0.18,0.04,0.12,1.1,--,0.61,0.1,0.45,0.47,0.17,
主营业务收入(万元),8772,6041,2397,12296,9143,6416,1700,15318,17768,14555,
主营业务利润(万元),4481,2973,1189,6528,4940,3451,849,7340,9536,7821,
营业利润(万元),2340,1561,550,2937,2297,1500,135,3503,5185,4697,
投资收益(万元),240,149,71,169,106,57,26,52,188,75,
营业外收支净额(万元),57,17,18,72,25,23,16,187,-17,115,
利润总额(万元),2397,1578,568,3009,2321,1523,151,3690,5168,4812,
净利润(万元),1865,1229,493,2572,1968,1252,124,3083,4405,4133,
净利润(扣除非经常性损益后)(万元),--,1099,414,2298,--,1178,87,2860,4221,3956,
经营活动产生的现金流量净额(万元),1176,264,593,5483,4148,3072,502,2262,2347,846,
现金及现金等价物净增加额(万元),11092,10661,573,2840,1910,1028,158,-856,-777,4751,
总资产(万元),34788,34533,23633,22790,--,--,--,21081,20449,17594,
流动资产(万元),29728,29475,18660,17832,--,--,--,17155,18258,15865,
总负债(万元),5449,4144,3644,3285,--,--,--,2644,3545,3452,
流动负债(万元),5182,3875,3488,3126,--,--,--,2489,3545,3452,
股东权益不含少数股东权益(万元),29340,30388,19989,19506,--,--,--,18437,16904,14142,
净资产收益率加权(%),7.6,5.66,2.5,13.83,--,13.83,0.67,17.83,28.89,47.73,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
