报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-06-30,2001-12-31,2000-12-31,1999-12-31,
基本每股收益(元),0.41,0.22,0.05,0.57,0.35,0.22,0.13,0.74,0.31,0.13,-0.11,0.16,0.05,0.07,0.02,0.2,0.07,0.06,0.01,0.18,-0.03,-0.09,-0.03,-0.47,-0.39,-0.4,-0.09,-0.28,0.01,0.01,0.01,0.11,0.04,0.01,0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,3.84,--,3.83,3.85,3.8,3.79,3.66,3.64,3.6,3.59,3.35,3.28,3.33,3.36,3.39,3.38,3.69,3.78,4.06,4.17,4.17,4.16,4.1,4.17,4.17,4.14,4.11,4.05,4.12,4.09,4.02,3.97,4.06,4.02,3.96,3.91,3.95,3.89,3.81,3.73,3.66,1.81,1.76,1.58,1.53,1.55,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,-0.09,--,-0.02,-0.03,-0.11,0.26,-0.12,-0.1,0.07,0.21,-0.25,-0.19,-0.16,0.25,0.16,-0.16,-0.14,-0.45,-0.33,-0.19,-0.11,-0.16,0.05,-0.1,0.04,0.22,0,--,0,0.45,0,0,0,-0.19,0,0,0,-0,0,-0.2,0,0.57,0.36,0.33,0.23,0.21,
主营业务收入(万元),60541,33757,9686,96197,58609,35219,11360,90407,59657,37684,6437,27320,21394,15287,6237,29538,23237,14878,7487,28878,22087,12950,5693,22764,15987,7909,4331,28531,23381,15816,7874,32760,22014,13126,5678,21672,15544,9093,4024,22655,18592,13701,7741,36176,28297,18969,10643,24268,14517,6262,2642,10918,5230,10249,11439,10684,
主营业务利润(万元),20211,11487,3531,28851,16955,10746,3881,25933,17909,12596,2169,10226,8400,6094,2787,12644,9498,6435,3110,9842,6606,3980,1519,6871,3569,2220,926,4568,4637,3080,1554,5181,3763,2517,--,5189,3938,1982,963,4268,3344,2206,966,5019,3424,2266,1192,6024,4162,2537,1225,5198,2527,4790,4839,4588,
营业利润(万元),12490,6651,1635,16161,10089,6270,2104,10216,4881,1763,-1109,937,333,567,122,1055,641,437,52,1052,-345,-841,-492,-3885,-4008,-3968,-945,-2808,-191,-86,-119,1025,385,78,125,1731,1367,526,285,1784,1233,859,347,2333,1485,855,454,3602,2531,1559,696,3039,1458,2753,2731,2758,
投资收益(万元),--,--,--,--,--,--,0,81,81,81,-29,3203,1069,1052,52,174,180,80,24,718,105,54,114,1840,236,143,80,58,466,112,141,496,213,137,65,186,115,113,-27,184,76,-114,52,163,276,241,256,-8,2,2,1,7,1,162,108,51,
营业外收支净额(万元),250,206,-6,1220,482,399,19,1126,704,649,180,638,135,140,55,1123,173,274,208,570,301,187,161,903,384,262,164,559,--,--,--,--,--,--,--,-59,0,--,0,-34,0,0,0,426,0,464,0,14,14,0,2,12,0,0,-33,0,
利润总额(万元),12740,6857,1629,17381,10570,6669,2123,11342,5584,2413,-929,1575,468,708,177,2178,814,711,260,1622,-45,-654,-331,-2982,-3624,-3706,-781,-2249,37,85,-93,1457,472,114,163,2268,1502,678,308,2021,1330,754,406,2932,2215,1560,714,3657,2546,1567,699,3058,1457,2898,2826,2793,
净利润(万元),10624,5674,1381,14587,8932,5567,1682,9454,4263,1711,-905,1375,396,574,142,1683,611,503,120,1512,-236,-755,-272,-3942,-3292,-3366,-775,-2334,100,81,75,912,357,117,109,1465,982,442,191,1432,819,381,272,1939,1477,1016,533,2352,1684,1058,468,2045,976,1956,1904,1883,
净利润(扣除非经常性损益后)(万元),10412,5480,1384,13550,8524,5228,1666,4010,-3420,-3326,--,830,--,371,--,488,--,216,--,1005,--,-882,--,-4751,--,-3885,0,-3016,0,3,0,87,0,0,--,1005,0,225,0,971,0,363,0,1460,0,462,0,2208,0,1052,0,2026,0,0,--,0,
经营活动产生的现金流量净额(万元),-7581,-7592,-3712,2457,-7574,-3789,-6786,8681,-1596,-1574,-788,1702,-197,-222,-895,2199,-967,-873,602,1741,-2134,-1626,-1348,2124,1314,-1332,-1218,-3815,-2767,-1567,-926,-1333,395,-801,311,1825,737,643,-323,3802,447,-448,-1086,-1570,-2494,-726,-23,-14,-2192,-1717,1049,3065,1950,1765,--,0,
现金及现金等价物净增加额(万元),-10270,-9062,241,-3768,-11970,-5056,-7494,13947,4107,10675,1406,-4961,-2934,-5104,-5362,3538,-732,-486,2486,-7572,-9494,-5044,-4734,4841,-288,-913,-3629,1993,470,43,-2040,-2895,-2433,-3789,-4836,-6144,-9280,-6039,-6642,455,-4573,-3115,-2677,805,-719,6764,7719,8791,7042,7225,16035,29,-376,668,--,0,
总资产(万元),148459,143003,144167,137059,128818,129987,128479,129689,122869,107626,64661,63343,63100,64397,60758,65599,65277,64423,65670,56867,53354,55377,58006,61074,69725,75327,72474,67824,61941,58288,57739,56493,49780,47090,45282,43174,42587,41732,44130,45181,42527,44030,43169,44423,42020,43311,40849,42908,39889,36116,37408,16573,15731,16455,14757,12115,
流动资产(万元),132787,127186,128755,121854,114206,115860,114362,115824,109458,94037,31680,30477,32116,33071,30126,35031,34972,33960,36515,28227,26309,28838,31350,34371,41858,47851,43880,39371,33431,30733,31135,30933,26967,25178,23748,23881,21389,21893,25162,27183,26618,30532,30635,33034,30705,33074,29578,32663,29942,26469,28929,0,7917,0,7497,0,
