报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2006-12-31,2006-09-30,2005-12-31,2004-12-31,
基本每股收益(元),0.05,0.03,0.01,0.07,0.06,0.04,0.01,0.13,0.09,0.05,0.01,0.15,0.13,0.06,0.02,0.16,0.14,0.08,0.04,0.2,0.16,0.09,0.08,0.27,0.21,0.08,0.02,0.25,0.15,0.1,0.05,0.31,0.18,0.12,0.23,0.11,2.01,1.78,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,1.54,1.47,1.47,1.46,1.43,1.38,1.38,1.34,1.3,1.23,2.47,2.39,2.33,2.2,2.24,2.22,2.12,2.08,2.12,1.36,1.23,1.17,1.05,--,6.36,4.34,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,0.08,0.2,0.06,-0.03,-0.07,0.08,-0.05,0.17,-0.02,-0.02,-0.08,0.2,0.15,0.22,0.12,0.12,0.14,0.05,-0.04,0.22,0.17,0.12,0.3,0.11,2.63,0.8,
主营业务收入(万元),12690,9051,3567,26133,17437,11991,4163,32743,20311,12371,4669,28244,18507,10040,3620,27736,18648,11096,4700,25714,16430,9633,4079,16604,10532,5289,1520,15327,10781,7412,3330,13572,8480,5451,11410,6915,10454,9226,
主营业务利润(万元),4779,3534,1446,9351,6436,4398,1603,10963,6841,4089,1555,9299,6388,3468,1289,8742,5938,3660,1667,9218,6071,3532,1556,6572,4319,2123,640,5202,3702,2508,1190,4915,3097,2018,4313,2752,4665,4189,
营业利润(万元),1314,965,293,1403,1305,925,215,2905,2060,1121,248,3118,2833,1198,337,3685,3105,1907,1001,4615,3396,1948,894,2794,2223,771,118,1401,1331,897,420,2135,1240,813,1745,916,2120,1989,
投资收益(万元),548,--,--,8,8,8,8,--,--,--,--,4,4,--,--,--,--,--,--,--,--,0,--,--,--,0,--,19,19,--,0,0,0,--,0,--,--,--,
营业外收支净额(万元),-58,-108,28,302,251,198,20,392,210,116,10,434,180,136,89,556,254,130,26,107,308,179,81,439,243,134,67,1348,--,--,--,--,--,104,0,-7,58,-22,
利润总额(万元),1256,856,321,1706,1555,1123,235,3296,2270,1237,258,3552,3013,1334,426,4241,3359,2036,1028,4721,3705,2127,975,3233,2466,904,185,2749,1590,1102,473,2449,1393,917,1852,909,2177,1967,
净利润(万元),1057,669,258,1421,1265,915,176,2763,1867,1015,202,3129,2712,1297,354,3382,2844,1735,882,4037,3214,1826,855,2801,2158,789,174,2479,1467,1019,439,2392,1353,901,1749,865,2011,1784,
净利润(扣除非经常性损益后)(万元),650,830,247,1348,1185,881,153,2622,1786,995,193,2958,--,1277,--,3324,--,1700,--,4001,--,1804,--,2647,0,754,0,1499,0,862,0,2081,1313,885,1616,827,1796,1619,
经营活动产生的现金流量净额(万元),2107,-170,-1709,1443,-2000,-1734,-3356,6817,2853,1722,2458,2097,1548,4024,1244,-616,-1466,1650,-1025,3464,-444,-447,-816,2105,1563,2240,1270,1188,1423,516,-429,1723,1331,903,2284,843,2628,797,
现金及现金等价物净增加额(万元),4940,403,-1606,2351,-715,46,-464,-560,-1291,-1427,2245,-3887,-2453,2971,1283,-1742,-2267,704,-2281,454,-2767,-2418,-1518,-1594,-1772,-1647,-222,7037,7493,6319,8358,-729,-821,-1250,761,--,707,664,
总资产(万元),42557,43806,43386,46585,47118,43453,41106,44712,40183,42411,41420,42488,39637,38769,37519,42693,37787,38502,38863,39324,36173,33852,33062,33585,31526,29604,29184,30609,30217,30695,29421,21117,17601,17067,14577,--,10486,8028,
流动资产(万元),25749,25344,24253,27314,27525,23722,21180,24700,20213,22423,27237,28475,27645,26855,25639,30806,26351,29055,29453,29875,26615,24493,23715,24347,23020,21075,20743,22203,22561,22238,22295,14097,12072,12418,11189,--,9163,7575,
总负债(万元),7599,8926,8917,12374,13062,9698,7059,10841,7207,10287,9078,10347,7912,8458,7121,12649,8280,10103,10337,11680,9352,8419,7571,8948,7532,6980,6144,7744,8363,9290,7565,10621,8143,8061,6472,--,4130,3684,
流动负债(万元),7352,8668,8644,12094,12771,9394,6742,10512,6815,9882,8660,9917,7569,8102,6753,12267,7885,9696,9918,11247,8856,7910,7049,8413,6885,6370,5721,7308,7119,8096,6371,8527,6149,5917,5978,--,4036,3684,
股东权益不含少数股东权益(万元),34959,34880,34469,34211,34056,33713,34004,33828,32932,32079,32296,32095,31678,30263,30349,29996,29458,28348,28526,27644,26820,25433,25491,24637,23993,22625,23040,22865,21854,21405,21855,10497,9458,9006,8105,--,6356,4344,
净资产收益率加权(%),3.05,1.94,0.75,4.19,3.72,2.68,0.52,8.36,5.69,3.11,0.63,10.08,8.74,4.23,1.17,11.74,9.9,6.08,3.14,15.49,12.46,7.2,3.41,11.84,0,3.42,0,11.72,0,5.11,0,25.72,0,10.53,24.19,--,37.59,51.67,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
