报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-09-30,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1998-03-31,1997-12-31,1997-06-30,1996-12-31,1996-06-30,1995-12-31,1994-12-31,1993-12-31,
基本每股收益(元),-0.11,-0.06,-0.04,-0.44,0.07,0.07,0.05,0.06,0.07,0.04,0.03,0.07,0.09,0.08,0.09,0,0,0.03,0.02,0.19,0.12,0.1,0.03,-0.27,-0.25,-0.23,-0.04,-0.14,0.19,0.13,0.05,0.31,0.22,0.15,0.08,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,1.8,2.67,2.65,2.54,2.68,2.7,2.8,2.77,2.71,2.69,2.62,2.58,2.6,2.74,3.07,3.11,3.39,3.33,3.25,3.2,2.99,2.92,3.49,3.42,3.35,3.28,4.76,4.74,6.15,6.01,5.97,5.74,5.6,5.4,5.47,5.29,5.13,4.96,4.78,4.63,4.68,4.54,4.41,4.31,0,4.32,4.04,4.04,3.84,4,3.88,5.15,2.07,2.12,2.02,1.08,1.02,1.05,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,0.01,0.01,-0.06,1.03,0.1,-0.02,0.1,0.83,1.16,0.67,-0.14,0.13,0.02,-0.03,-0.01,0.21,0.41,0.17,0.04,0.29,0.46,0.29,0.02,0.44,0,0,0,1.49,0,0,0,1.15,0,0,0,0.82,0,0,0,1.59,0,0.43,0,1.33,0,0.53,1.73,0.6,-0.15,--,-0.19,--,--,--,--,--,--,--,--,
主营业务收入(万元),881469,616181,319302,1677931,1170006,787097,356095,1560188,1161869,785666,363129,1560260,1185229,830497,366655,5254089,3673851,2377394,1149019,4324653,3145372,2078861,963312,3848599,2817324,1835765,573723,2811601,2174869,1362266,595445,2119780,1561743,1002617,468551,1580944,1108305,668954,308062,1520921,1180172,763636,363116,1343923,889318,552146,299544,928113,649536,415445,192220,766800,544331,354783,181512,750262,557183,383495,758767,413363,654739,334370,677238,140538,221117,114079,181000,78474,121208,78790,16902,
主营业务利润(万元),170724,92161,66253,342323,259431,187737,92205,350333,257699,170770,87454,376063,296775,208794,103258,726765,460699,308133,155816,625808,468017,335797,142658,477429,331488,172751,26783,207085,253765,172603,75895,325347,247400,160145,--,203051,148051,90729,39470,208834,173247,123033,63150,176457,135975,96223,51934,151306,130671,90254,44076,130072,100389,60488,28508,140746,111632,73419,148914,79329,108711,43538,142491,28344,15095,6169,13101,6405,4620,42015,4210,
营业利润(万元),-104216,-56632,-39041,-576570,82851,78017,43043,89086,86653,53386,34477,88842,103404,94142,63814,32176,9740,19286,12699,75014,54459,45459,19788,-165207,-144622,-130835,-15326,-46988,77504,51142,21418,110953,76464,49765,22954,92586,72772,48031,19238,94134,96566,76683,37022,98236,78640,62025,31480,76329,70527,47105,23282,73109,56445,35319,16735,83812,70356,44263,74007,32885,51549,17941,76617,14276,15095,0,13126,6414,4687,42015,0,
投资收益(万元),2166,-711,--,-140005,-2695,-1271,2236,17864,10374,2085,1687,-28550,-22006,-4501,17046,18914,11204,4755,-221,6692,2530,2580,848,2621,198,480,1481,1776,550,50,26,95,66,6,2,414,383,386,69,72,70,70,70,679,448,299,544,1046,525,525,0,325,2,14,0,638,496,262,2,2,2,2,2,--,1,0,1,0,0,0,0,
营业外收支净额(万元),3266,2587,856,3883,4943,4807,4244,807,-1918,-1501,-714,2928,678,567,173,17795,7016,5235,2770,34013,29034,23189,912,30745,8848,2987,83,328,--,145,--,-5557,--,--,--,-5111,0,0,0,-3137,0,0,0,-9287,0,0,0,-247,-1705,0,-17,409,-286,-336,0,-12606,0,0,-1695,0,-713,0,0,--,0,27,0,--,--,--,--,
利润总额(万元),-100950,-54045,-38185,-572688,87794,82823,47287,89894,84734,51885,33763,91770,104081,94710,63987,49971,16756,24522,15469,109027,83493,68648,20701,-134462,-135774,-127848,-15243,-46660,77299,51287,21368,105397,76052,49550,22955,89435,70778,47127,18352,91404,95507,75847,35751,89860,74685,59552,31953,77358,69573,47617,23264,74027,56336,35174,16753,71844,58529,44599,72315,32943,50838,18111,76569,14275,15114,6197,13456,6381,4679,4290,4216,
净利润(万元),-97191,-53036,-32314,-377543,61720,58884,40436,54906,60712,34459,27851,59250,75991,72865,52611,169,682,17478,11855,106062,69258,57822,17570,-155101,-143835,-133650,-16131,-45445,62662,43686,17106,95093,67851,46996,19370,81460,64490,46233,20232,81133,79699,62305,30281,82436,65037,39294,21364,57802,50550,33852,15970,49043,37747,24012,10755,48132,39949,28709,46105,20794,31775,12532,49351,8487,10126,4152,9016,4275,3135,2892,2833,
