报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1997-12-31,1996-12-31,1995-12-31,
基本每股收益(元),0.09,0.07,0.01,0.06,0.02,-0.01,-0.05,0.88,0.73,0.61,0.37,1.63,1.32,0.96,0.9,2.91,2.07,1.31,0.59,2.3,1.71,1.25,0.49,2.22,1.68,1.19,0.5,2.45,1.67,1.04,0.5,1.41,1.07,0.74,0.35,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,8.76,--,8.09,7.7,14.87,13.93,13.27,12.42,12.13,11.46,10.92,10.42,9.88,9.3,8.77,8.22,8.21,7.71,6.41,5.78,7.54,7.04,6.69,6.36,6.54,6.19,5.3,4.93,4.77,4.4,4.17,3.82,3.75,3.46,3.21,3.02,3.01,2.85,2.64,2.53,2.45,2.35,2.33,2.28,2.24,2.2,2.2,2.23,1.92,1.82,2.62,2.47,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,0.5,--,0.46,0.55,1.08,2.06,0.87,1.02,0.09,2.27,1.86,0.72,0.52,1.85,1.49,1.11,0.83,2.78,2.73,1.86,0.88,1.73,0.93,0.38,0.21,2.4,0,--,0,1.78,0,0,0,1.76,0,--,0,0.5,0,0,0,0.48,0,0.18,--,0.79,0.05,0.37,0.29,0.14,-0.27,0.29,--,--,--,
主营业务收入(万元),341985,242288,103082,521590,383923,257235,119319,657750,488495,309148,189600,760051,584420,395707,213422,760796,590525,381769,174347,581157,442912,295876,123544,561563,409431,283995,140700,491210,355662,213508,95066,349475,244593,163641,63790,225405,163050,114522,60693,171262,128662,77450,37979,130065,97033,60185,29112,87549,64884,43527,20329,64623,45522,28739,12501,45062,20733,30279,19218,37983,18462,31500,40181,41608,35732,
主营业务利润(万元),87932,66047,31808,149883,112558,79204,44338,224918,175161,135269,78926,331637,267097,186589,90589,343379,264222,165511,79919,251138,175023,108308,49250,227445,170431,121604,51660,249970,161988,98296,38782,144688,100795,71103,29279,113409,83311,--,28001,92207,70036,39677,19286,64797,48131,30684,13374,41760,29942,20431,9116,26940,18867,11681,4891,12434,4729,3979,6240,9280,5929,10416,12508,--,--,
营业利润(万元),16570,15046,5117,12279,3316,-947,-7465,125866,105702,88728,54456,234544,195089,140421,65837,225814,170609,107462,49310,188127,138956,91367,38287,168646,130024,91229,39173,180352,119013,71397,26541,87270,63183,44682,21352,82987,61123,43023,20823,63529,47797,29095,14249,42351,31462,20966,8624,24805,15983,10337,6249,12590,9297,5624,2624,5352,1839,-1686,4198,6024,3309,6171,5807,--,--,
投资收益(万元),9366,4646,707,13055,16366,13079,8152,38238,29206,19891,9230,54118,40140,30774,13497,5261,-9227,-7380,-3528,36410,31827,27598,10404,42482,36502,30417,12471,29057,19225,13356,2154,93,--,--,0,-148,1,18,3,95,93,45,35,2305,496,511,-7,-2873,-594,-377,-185,-1043,-549,-366,-60,444,148,-72,-9,708,395,0,0,--,--,
营业外收支净额(万元),-4947,-3948,-2735,-2412,-483,-370,-348,-3248,-276,108,-223,-3930,-4208,-3483,-2528,-14565,-1248,-1810,-868,-16705,-12484,-1904,-1659,-7127,-6204,-4284,-1552,-3472,--,-713,--,--,--,-25,39,-1881,0,--,0,-1887,0,0,0,-1657,0,-1535,0,-640,-194,0,0,-233,-148,-78,0,-100,0,-67,0,412,0,0,--,--,--,
利润总额(万元),11623,11097,2382,9867,2834,-1318,-7813,122618,105426,88836,54233,230614,190881,136938,63309,211249,169361,105652,48443,171421,126472,89463,36627,161519,123820,86946,37621,176880,118206,70684,26411,86093,63119,44657,21391,80958,60676,--,20612,62665,47909,29250,14269,43730,30428,19942,8525,22082,15984,10623,6017,11550,8673,5181,2530,5695,1965,1378,5149,8125,4087,6548,5546,--,--,
净利润(万元),9960,7934,859,6678,1757,-794,-5166,100131,82901,69950,42372,186287,150405,109575,51332,166263,118174,74831,33760,131423,97736,71384,28236,127053,95872,67883,28636,140123,95297,59231,20300,57670,43780,30086,14308,56077,43807,29901,13880,42812,33711,20741,10588,28187,18941,11818,5845,17324,10426,6940,4002,8423,5061,2983,1673,3961,1320,827,3450,6900,3533,5559,3716,3522,2994,
净利润(扣除非经常性损益后)(万元),14610,11605,3595,29079,21180,18504,14507,102826,83170,69842,--,189292,--,113058,--,178916,--,75977,--,142508,0,72153,--,130949,--,71258,0,127709,0,59765,--,58209,0,30069,--,57587,0,30123,0,44628,0,20854,0,27718,0,12723,0,17813,0,6857,0,8462,5606,3365,--,3713,1357,-139,2490,5508,--,--,--,--,--,
经营活动产生的现金流量净额(万元),-1397,25309,29128,8142,38235,37768,28846,-38882,-29805,28429,56652,102150,52784,63374,61685,117499,49901,58496,5278,129478,106004,41362,29490,105685,85378,63505,47654,158520,155729,106486,35927,70525,37986,15385,8356,97773,48564,34685,22944,66147,45366,21665,8045,65316,41009,20839,10013,18721,14057,7021,2165,17830,0,6498,--,29280,1803,13696,9856,-4903,-6224,6565,--,--,--,
现金及现金等价物净增加额(万元),-43214,-3342,2613,-12186,72084,84907,36231,-103959,-34759,107673,7688,114559,-8495,51366,124900,-28451,-33985,-26501,-38691,90305,74475,28648,-4490,60955,51758,38283,41460,-29113,21993,6049,16770,-24533,-16803,-18730,9916,83505,25921,52642,23801,9646,18193,-3612,4693,2268,14650,2850,9306,-26883,-14160,-8229,-3703,10063,0,-5969,--,3897,-11840,21324,-4430,-12066,-18711,29929,--,--,--,
总资产(万元),2251676,2225743,2208543,2183311,2181231,2155238,2073398,2048319,2062195,2088448,2034930,2037411,1690322,1677264,1638283,1518703,1478230,1411230,1364847,1356165,1318280,1259004,1206811,1162266,1145971,1042651,1027340,928321,922194,772014,712316,668213,643676,600986,487536,465079,375045,360052,305784,284300,279374,238201,233664,227459,212448,195703,177989,168047,172375,171869,171277,166240,159297,150396,152658,151589,157646,166329,130966,121217,111383,98112,49557,--,--,
流动资产(万元),655692,659214,674804,682471,722835,738382,687324,685216,734121,796587,687123,708212,581982,593616,659159,609845,635294,566631,512616,494260,463309,404500,371081,339103,391924,290697,264959,213360,260067,308652,259148,218973,218080,192457,188786,165475,112989,134059,111860,91393,81250,54071,57531,61908,66616,64085,59078,46320,58491,63754,--,0,--,0,67165,0,0,--,0,0,69829,68637,26554,--,--,
总负债(万元),1217674,1192774,1183652,1161936,1158989,1106708,1028568,1000407,1011497,973909,953493,1005028,682372,711647,705985,647180,670299,647609,616691,644410,635695,604402,586462,573480,582864,508831,498796,445572,520750,412326,377370,353591,344004,314779,216993,210452,176240,174976,127125,119194,124198,95831,93882,98207,92508,82652,65446,61288,73551,76859,79262,78201,71534,64733,69340,69942,76135,83589,64445,58404,51071,41333,34535,--,--,
