报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-03-31,2009-12-31,2008-12-31,2007-12-31,
基本每股收益(元),0.05,0.04,0.02,0.09,0.08,0.1,0.05,0.1,0.14,0.1,0.11,0.38,0.41,0.33,0.16,0.52,0.45,0.33,0.2,1.03,0.74,0.16,0.46,0,0,
每股净资产(元),2.37,2.37,2.35,2.33,2.35,4.2,4.17,4.12,4.18,4.14,8.18,8.07,8.2,8.11,7.95,7.79,7.71,7.59,3.03,2.82,2.54,0,1.66,3.12,1.64,
每股经营活动产生的现金流量净额(元),-0.16,-0.11,-0.09,0.09,0.1,0.05,-0.4,-0.19,-0.31,-0.23,-0.3,-0.42,-0.3,-0.09,0.01,0.1,0.06,-0.2,-0.15,0.72,0.55,-0.15,0.44,0,0,
主营业务收入(万元),13656,9288,4086,19254,13689,9083,3659,15842,11367,8187,3235,14313,11278,8313,4052,14028,11079,7496,3055,11420,8722,2456,7801,5984,4499,
主营业务利润(万元),5013,3331,1370,7065,5120,3340,1319,6538,4828,3304,1260,6382,5191,3913,1961,6393,5031,3236,1338,5535,4150,1130,3229,2150,1257,
营业利润(万元),304,352,271,140,1068,816,411,621,1073,789,430,1179,1537,1274,605,1331,1500,1023,608,2739,2119,496,1253,866,289,
投资收益(万元),44,50,26,150,98,53,32,113,71,44,26,--,0,-10,--,--,--,--,0,--,--,0,0,0,--,
营业外收支净额(万元),266,219,1,444,59,5,2,229,75,64,20,312,152,77,77,474,33,66,8,324,119,0,109,1070,30,
利润总额(万元),570,570,272,584,1127,820,413,850,1148,853,450,1491,1689,1351,682,1805,1533,1089,615,3063,2238,496,1362,1937,320,
净利润(万元),572,538,255,679,972,722,385,709,976,710,388,1342,1426,1141,574,1612,1350,919,527,2666,1917,427,1198,1804,220,
净利润(扣除非经常性损益后)(万元),--,310,--,171,--,660,--,451,--,645,--,1105,--,1086,--,1247,--,875,521,2427,1818,427,1185,821,183,
经营活动产生的现金流量净额(万元),-2031,-1377,-1164,1146,1210,322,-2775,-1321,-2167,-1623,-1063,-1453,-1047,-299,35,356,202,-705,-387,1871,1429,-379,1132,344,511,
现金及现金等价物净增加额(万元),-3288,-2282,-1323,-3101,-3053,6730,-2831,-6110,-6139,-5974,-5619,-692,-5540,-4453,-2133,12824,15476,17913,-126,2661,2420,-268,625,837,355,
总资产(万元),48164,43054,42452,42186,42853,46895,41410,40962,40010,37706,36907,38499,32849,32452,32578,32169,31894,30868,12069,11596,10776,0,6145,4116,3171,
流动资产(万元),24011,25000,25722,29479,31198,35465,30445,30341,30972,28873,27953,29729,26792,26482,26790,26519,30764,29992,11437,11125,10446,--,5837,3804,3001,
总负债(万元),12045,10333,9936,11938,12510,16761,11246,11596,10317,8298,7953,9925,4165,4052,4745,4910,4898,4303,4200,4253,4184,--,1823,991,2351,
流动负债(万元),6042,4368,4047,6049,6509,10798,5356,5705,4312,2330,2061,4033,4121,4008,4702,4867,4854,4303,4200,4253,4184,--,1803,991,2332,
股东权益不含少数股东权益(万元),29818,29867,29584,29329,29621,29394,29197,28812,29227,28961,28621,28251,28685,28400,27833,27259,26996,26565,7869,7342,6593,0,4322,3125,820,
净资产收益率加权(%),1.93,1.82,0.86,2.33,3.32,2.47,1.33,2.52,3.4,2.48,1.36,4.82,5.1,4.1,2.08,8.56,8.36,8.46,6.93,46.42,36.3,9.41,32.17,89.58,31.04,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
