报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1998-06-30,1997-12-31,1996-12-31,1995-12-31,
基本每股收益(元),-0.14,-0.08,-0.01,0.05,0,0.06,-0.05,1.29,0.19,0.18,-0.05,1.15,0.21,0,-0.07,2.32,-0.03,-0.03,-0.01,0.03,0.01,0.01,-0.01,-0.05,-0.05,-0.04,-0,0.03,0.02,0.01,0,0.05,0.02,0.01,-0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,6.22,6.27,--,--,--,--,3.99,3.83,5.68,5.75,1.12,1.13,1.14,1.15,1.14,1.14,1.12,1.13,1.12,1.13,1.17,1.17,1.16,1.16,1.14,1.14,1.11,1.1,1.08,1.22,1.23,1.21,1.18,1.17,1.15,1.13,1.11,1.1,1.07,1.05,1.01,1,0.4,0.48,0.88,0.91,1.12,1.21,1.28,1.4,2.01,2.12,2.11,2.01,2.02,2,1.86,1.8,1.61,1.44,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,-0.85,-0.19,--,--,--,--,-0.69,-0.54,-0.23,0.63,0.08,-0.08,-0.07,0.09,-0,-0.04,-0.05,0.09,0.26,0.05,-0,0.15,0.07,0.04,-0.02,0.07,0.04,0.01,-0.09,0.1,0,--,0,0.12,0,0,0,0.06,0,0,0,0.1,0,0,0,0.15,0,0.13,--,-0.03,-0.11,0.01,-0.23,0.4,--,0.18,--,--,--,--,
主营业务收入(万元),2327,1251,403,26308,19140,18557,234,168607,39752,35621,154,139648,37025,10178,322,140275,12614,7999,3540,14921,11067,6990,3232,14173,10330,6283,2688,12461,8663,5601,2542,10062,7020,4096,1623,8594,6396,4317,2189,15034,12262,9903,4575,12453,6941,4451,2003,26337,18805,11527,5600,31649,24281,15962,7656,36733,19607,39542,10960,25116,8651,20724,7275,18459,17238,22142,
主营业务利润(万元),304,-77,-189,18714,12014,12137,-313,115695,22912,19980,-377,100158,19246,4884,-422,93176,8626,5533,2453,10675,7924,4993,2309,9927,6935,4370,1920,9116,6404,4114,1928,7441,5168,2948,--,6293,4844,3265,1389,7696,5534,3717,1570,7987,5520,3555,1591,1454,1159,576,244,-1382,-821,-774,-1004,-98,662,5355,2114,2668,879,2414,1305,2885,--,--,
营业利润(万元),-8928,-5146,-738,4677,1017,4544,-2975,96590,15621,14277,-2534,85893,12806,712,-2481,82435,-454,-383,-198,77,165,84,-83,-554,-544,-475,-60,307,212,166,4,708,333,173,-129,1342,1019,844,251,1525,1028,723,345,1953,1429,880,188,-4816,-4061,-3132,-296,-5688,-3170,-2213,-1399,-5055,-1295,2583,1492,839,188,1269,807,1480,--,--,
投资收益(万元),1,1,1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,-224,-174,-113,-56,-165,-109,-113,-56,-226,-169,-113,-56,-253,-222,-206,-16,-65,-49,-69,-240,-1244,0,0,0,0,0,1199,--,530,--,--,
营业外收支净额(万元),139,99,41,173,131,90,40,136,99,72,38,148,101,66,32,41,99,95,95,178,-32,-31,-32,44,-2,17,-0,142,--,--,--,--,--,--,--,-30,0,--,0,-4,0,0,0,-3,0,0,0,6051,-1799,-1792,0,0,1,7,0,3,0,148,0,-26,0,0,-6,--,--,--,
利润总额(万元),-8789,-5047,-698,4850,1148,4634,-2935,96726,15719,14349,-2496,86041,12907,779,-2449,82476,-355,-288,-103,255,134,54,-115,-510,-546,-459,-61,449,217,168,6,683,263,169,-129,1088,847,733,195,1356,919,610,289,1724,1256,766,133,982,-6083,-5130,-311,-5763,-3218,-2276,-1628,-6296,-1305,2731,1624,3228,210,2669,801,2578,--,--,
净利润(万元),-7643,-4437,-698,2877,180,3496,-2935,70942,10659,10053,-2496,63264,8741,34,-2451,60705,-355,-288,-120,292,147,92,-77,-493,-575,-487,-53,331,190,150,6,590,217,148,-106,705,682,466,115,859,575,393,172,1091,805,489,73,1105,-5849,-4930,-312,-5623,-3175,-2219,-1628,-6266,-1304,2349,1088,3018,178,2381,681,2191,1911,1697,
