报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
基本每股收益(元),0.34,0.26,0.06,0.61,0.32,0.28,0.04,0.54,0.35,0.3,0.05,0.95,0.54,0.36,0.1,1.08,0.35,0.86,0.7,0.57,
每股净资产(元),--,--,--,--,--,--,--,--,--,6.41,--,9.85,9.04,8.86,8.61,5,4.27,3.92,2.77,2.07,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,-1.48,-1.04,-0.61,1.23,-1.53,0.82,0.65,0.17,
主营业务收入(万元),80587,61335,18230,109837,66321,51510,22814,102282,50562,34756,11797,52168,33811,17797,7325,45889,16433,39079,30131,23226,
主营业务利润(万元),24682,17416,5679,26383,19138,13881,6323,26430,18470,13194,5567,22928,14394,10091,4172,16060,6921,10387,7250,6531,
营业利润(万元),10503,8516,1252,5730,3378,2782,441,2850,1858,1899,157,5208,2419,2342,418,4942,1907,4001,2189,2171,
投资收益(万元),732,1005,405,470,327,212,116,97,76,20,--,--,--,--,--,--,--,71,--,--,
营业外收支净额(万元),1914,949,696,2728,1121,672,138,3559,1850,962,419,1704,1517,274,210,1468,170,909,816,311,
利润总额(万元),12416,9465,1948,8458,4500,3454,579,6409,3708,2862,576,6913,3936,2616,628,6410,2078,4910,3005,2482,
净利润(万元),10776,8397,1904,7770,4061,2959,413,5602,2997,2298,334,6337,3561,2312,570,5631,1840,4279,2913,2382,
净利润(扣除非经常性损益后)(万元),9302,7506,1427,6353,3200,2356,257,4561,2945,2293,337,6109,--,2258,--,5151,1843,4007,2806,2368,
经营活动产生的现金流量净额(万元),405,4661,-10379,24242,-30384,-31411,-18689,14997,-24238,-24011,-16049,-987,-10332,-7289,-4237,6444,-8016,4302,2706,688,
现金及现金等价物净增加额(万元),-26750,-17524,-18291,15124,-31441,-29552,-13645,12466,-12862,-15128,-16462,24537,13492,12147,24092,-609,-12674,9392,357,2232,
总资产(万元),232884,236017,231612,233701,135842,130213,135399,136837,121173,110624,98760,101857,76306,70539,72101,41435,33668,35441,20844,15175,
流动资产(万元),108111,110496,134055,135227,110976,104770,113133,114036,98985,89970,78614,82072,60080,57027,61844,32395,25380,30972,18458,13351,
总负债(万元),72536,78061,80203,83224,61915,57389,63974,65841,52871,43000,32033,35970,13164,8497,11756,14950,11020,14627,9311,6556,
流动负债(万元),46316,51317,53298,56155,34552,29954,36149,37952,25663,17573,30378,34315,11872,7205,10464,13658,9813,13421,8525,6004,
股东权益不含少数股东权益(万元),159939,157557,151064,150111,73746,72644,70830,70417,67813,67114,66197,65862,63086,61837,60076,26152,22361,20521,11533,8620,
净资产收益率加权(%),6.96,5.46,1.26,9.75,5.63,4.12,0.58,8.22,4.48,3.44,0.51,11.06,6.61,4.67,1.52,24.13,8.58,26.07,28.91,32.07,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
