报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2001-12-31,2000-12-31,
基本每股收益(元),0,-0.04,-0.05,-0.1,-0.03,0.01,0.01,0.03,0.03,0.02,0.01,-0.18,-0.07,-0.05,-0.03,0.05,0.01,0.06,-0.02,0.07,0.07,0.04,0.01,0.07,0.05,0.03,0.02,0.13,0.34,0.16,0.06,0.21,0.15,0.07,0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,3.06,--,3.29,3.3,3.3,3.35,3.35,3.39,3.31,3.33,3.34,2.27,2.24,2.23,2.2,2.19,2.18,2.23,2.22,3.95,3.09,2.69,2.63,2.59,2.53,2.51,2.48,2.47,2.46,2.45,2.45,2.42,2.5,2.52,2.5,2.43,2.54,2.52,2.55,1.44,0,1.28,1.1,1.01,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,0.18,--,0.05,-0.24,-0.1,-0.07,-0.21,-0.27,-0.12,0.2,0.13,0.11,0.04,0.36,0.34,0.31,0.03,-0.17,0.15,-0.19,-0.29,-0.53,0.6,0.11,0.09,0.14,0,--,0,0.46,0,0,0,0.09,0,0,0,-0.01,0,0.21,0,0.94,0,0,
主营业务收入(万元),61799,36247,17067,85471,61314,39161,20872,113071,89949,61948,32852,168165,129689,91553,51906,238243,176150,101059,35376,155521,106932,68931,26790,137907,107763,70935,35052,170131,115551,67537,24674,88134,66257,43625,17722,51277,35162,21283,9894,45163,33410,21760,8951,37246,26355,16839,7786,28149,21893,14534,6680,24289,13057,9353,
主营业务利润(万元),8732,5229,2423,14012,10342,7294,3520,19112,14824,9056,4318,17970,13606,8547,4266,19441,11243,6430,2359,13814,10622,7136,3021,12379,9496,5710,2491,12372,13664,8114,3412,5977,4477,3297,--,4663,3248,2230,1019,5095,4008,2485,865,6568,4645,3031,1333,6862,5521,3639,1639,6767,3594,2554,
营业利润(万元),-8172,-6185,-2834,-8108,-3830,-1678,-515,-3876,-2513,-3083,-3191,-6782,-1660,-1881,-2382,-1642,-1837,-181,-893,901,1354,1063,362,995,1061,501,403,2119,6749,3300,970,2697,1961,968,204,577,278,187,58,804,691,278,-347,2399,1880,1074,363,3340,2384,1589,681,2786,973,783,
投资收益(万元),-495,-386,-49,-1133,-205,48,-13,-561,-458,-375,-82,605,370,392,234,804,590,-45,-52,10,-4,-4,--,16,2,-0,--,-7,-487,-276,--,1086,993,289,141,185,84,49,4,-71,-57,-44,56,-173,-96,-163,-15,-0,-0,-0,0,-0,0,0,
营业外收支净额(万元),14366,3093,713,3840,3351,2679,902,9285,8391,8380,7732,1876,318,75,1262,2692,2509,2445,104,1412,1112,202,131,1427,936,924,127,2549,754,6,--,-42,--,--,--,1,0,--,0,-12,0,0,0,-15,0,0,0,-7,-7,0,0,0,0,0,
利润总额(万元),6194,-3092,-2121,-4268,-479,1002,386,5409,5878,5298,4541,-4907,-1342,-1805,-1120,1050,672,2264,-789,2313,2466,1265,493,2422,1997,1424,530,4668,7504,3306,1044,2655,1969,977,209,762,363,237,61,722,633,234,-292,2212,1785,911,348,3333,2378,1587,681,2796,958,782,
净利润(万元),272,-3565,-2302,-4594,-1382,443,226,1020,820,682,419,-5794,-2165,-1588,-982,1645,392,1851,-584,1948,2153,1111,412,1934,1326,994,477,3584,5412,2556,809,2564,1846,894,158,684,348,230,120,602,574,205,-292,1965,1656,772,295,3079,2021,1349,579,2338,814,782,
净利润(扣除非经常性损益后)(万元),-9811,-6367,-2994,-9011,-4648,-2158,-673,-4689,-3942,-4068,--,-7437,--,-1780,--,-2297,--,282,--,734,--,938,--,580,--,225,0,221,0,2820,0,2514,0,879,--,678,0,228,0,677,0,292,0,1897,0,771,0,2263,0,0,0,0,0,0,
经营活动产生的现金流量净额(万元),12568,1411,-3591,9325,957,4589,-1054,13160,10983,11009,5695,7589,1641,-7674,-3149,-2194,-6525,-8530,-3727,6317,4079,3112,1061,10238,9832,8771,868,-4733,4301,-2962,-4068,-6528,7374,1417,1115,1769,2488,1932,-1894,5627,3204,3192,-1373,1070,3337,795,-1829,-124,1210,1735,0,7835,0,0,
现金及现金等价物净增加额(万元),13746,1346,-7799,20411,7957,5451,4118,-37145,-25762,-16731,-9131,19438,1482,6560,18408,-26577,-19871,-12556,-23269,40913,42582,-6445,-467,1022,10308,8742,15424,5447,8772,6498,-1824,-2879,5851,1071,4037,1173,3492,239,-406,1165,-944,1524,3070,-978,1472,1297,-183,5872,20654,343,0,-197,0,0,
总资产(万元),296068,277796,261700,259090,241705,210956,201738,190675,198761,214199,235826,245852,220195,228262,266580,257392,260687,276728,202843,214445,220324,166861,161210,152557,159870,161695,149812,124459,124740,118252,92550,64804,70607,69514,68683,63532,67932,61956,62181,62959,59417,61706,63167,59453,59373,59441,57753,52745,59804,36550,0,33457,29522,29398,
流动资产(万元),114421,104329,87983,92950,83134,69923,68506,64008,83532,103665,131432,132324,108451,117722,161097,153075,162172,180820,106510,121934,129171,80661,78468,71086,81105,83133,95954,78917,77698,73636,48580,33691,38890,38110,36920,31609,36229,29691,29398,29598,26038,27733,30590,26809,29496,30724,29083,24155,37775,14605,0,10995,10021,11440,
总负债(万元),115451,104682,147327,142509,120169,89231,80750,70328,76793,92052,114463,124833,93536,101284,139142,127944,139647,154708,81835,92877,113505,100190,95195,87088,95470,97610,86283,62407,61110,55473,48538,31577,38130,37515,37420,32511,37246,31388,31723,32621,29107,31765,32203,28232,28462,29414,26346,21634,28239,24470,0,22727,20292,20982,
流动负债(万元),88985,89386,131307,125882,105517,85588,77564,66796,60042,74111,95393,104982,83271,91379,128411,116316,117512,132138,62802,74504,84951,85182,80186,72029,81120,83260,71883,62007,61110,53463,45520,31560,38130,37515,37420,32511,37246,31388,31723,32621,29107,31765,32202,28232,28460,29414,24396,19684,23289,19520,0,17177,17142,18201,
股东权益不含少数股东权益(万元),148275,144023,85430,87755,92256,96724,96244,95598,96701,96709,96206,98309,103509,103741,103865,105570,105491,106652,104232,104810,105021,64843,64148,63736,63129,62796,62279,61802,63629,62779,44012,33227,32477,31998,31263,31022,30686,30568,30458,30338,30310,29941,30964,31220,30912,30027,31406,31111,31565,12080,0,10731,9230,8415,
净资产收益率加权(%),0.25,-4.16,-2.66,-4.93,-1.41,0.46,0.23,1.05,0.83,0.69,0.43,-5.42,-2.07,-1.52,-0.94,1.57,0.37,1.75,-0.56,2.6,3.33,1.73,0.64,3.08,--,1.6,0,5.6,0,5.47,0,7.91,0,2.79,--,2.23,0,0.76,0,1.96,0,0.66,0,6.37,0,2.5,0,18.28,0,11.83,0,22.48,9.23,9.7,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
