报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
基本每股收益(元),0.45,0.22,0.08,0.35,0.23,0.13,0.06,0.45,0.33,0.23,0.22,0.79,0.59,0.5,0.2,1.16,--,0.75,0.97,0.61,0.91,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,8.83,8.74,8.44,8.74,3.7,3.45,3.06,2.63,2.36,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,0.46,0.23,0,1.37,2.1,1.4,1.51,0.92,0.63,
主营业务收入(万元),102271,61514,26575,106880,70510,43301,19698,96538,70564,48318,22132,78958,53936,39477,17763,82009,62588,46920,73166,40487,63948,
主营业务利润(万元),34549,19947,8433,29120,19118,11365,5575,28712,20415,13838,6443,26119,17875,13635,5693,28135,21968,17149,22720,15159,18701,
营业利润(万元),16883,7944,2751,9985,6898,4068,1936,13609,9808,7125,3560,11761,8963,7623,2864,13041,11100,8429,11365,7433,10595,
投资收益(万元),92,96,--,208,92,92,--,111,69,69,--,164,10,10,--,185,96,96,162,53,298,
营业外收支净额(万元),267,175,77,1184,511,158,64,900,768,180,72,922,591,481,415,998,799,470,28,42,28,
利润总额(万元),17150,8119,2827,11169,7409,4226,2000,14509,10576,7305,3631,12683,9554,8104,3279,14040,11899,8899,11393,7475,10622,
净利润(万元),14579,7005,2362,9653,6316,3690,1698,12394,9033,6272,3064,10925,8174,6944,2785,12024,10205,7714,9980,6340,9362,
净利润(扣除非经常性损益后)(万元),14352,6856,2297,8642,5884,3555,1644,11634,8385,6123,3003,10102,--,6535,--,11174,9526,7669,9954,6304,9339,
经营活动产生的现金流量净额(万元),30140,17639,13369,14338,12932,5610,2500,19814,12887,6539,2840,6641,6380,3134,6,18908,21656,14421,15607,9470,6496,
现金及现金等价物净增加额(万元),45627,40694,102086,-8735,-4517,-7319,-1162,-10745,-12234,-13371,-996,-41827,-43374,-38472,-24797,79787,-2007,-555,-4994,5425,3844,
总资产(万元),286612,270634,262727,159972,158606,152021,156355,154580,148571,144976,154841,149801,133096,131986,139150,158073,70734,74382,69145,57102,48415,
流动资产(万元),175916,166503,168181,72827,76737,71219,77281,76566,74128,73679,85824,84273,77230,85381,96076,116171,30786,35595,34700,36831,30255,
总负债(万元),37856,29514,20178,20788,22753,18853,20239,20151,17486,16627,27185,25355,11408,11506,22824,37671,32503,38686,37486,29949,23997,
流动负债(万元),36953,28523,19041,18557,20810,16832,19120,18961,16288,15575,26064,24203,10211,10274,21532,26318,20992,25919,27217,14252,23997,
股东权益不含少数股东权益(万元),247947,240322,240934,137575,134278,131630,134510,132783,129437,126676,127656,124446,121688,120480,116326,120403,38231,35696,31659,27153,24418,
净资产收益率加权(%),6.61,3.12,1.37,7.17,4.72,2.76,1.27,9.69,7.13,4.97,2.43,9.05,6.82,5.76,2.29,35,0,22.48,36.42,25.18,47.5,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
