报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
基本每股收益(元),0.97,0.67,0.35,1.31,1.04,0.81,0.4,1.23,0.89,0.61,0.34,0.94,0.69,0.56,0.48,
每股净资产(元),--,--,--,--,--,--,--,5.36,--,--,--,4.13,3.2,2.51,1.47,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,1.17,--,--,--,0.81,0.52,0.55,0.31,
主营业务收入(万元),388595,249907,119982,442841,323388,207385,103892,354666,254474,162522,79381,284214,221851,185017,145598,
主营业务利润(万元),159411,102826,49093,176596,129512,86068,41467,138139,98882,64532,32064,106619,84886,67936,52196,
营业利润(万元),27697,19290,10039,34443,24515,17599,8568,26434,19083,13018,7111,19889,15633,12395,10978,
投资收益(万元),-3,-22,-47,50,36,21,-9,48,21,14,--,21,40,5,44,
营业外收支净额(万元),237,100,40,92,-58,39,-30,561,645,507,270,593,158,191,-501,
利润总额(万元),27934,19390,10079,34534,24457,17638,8539,26995,19728,13525,7381,20482,15790,12586,10477,
净利润(万元),25136,17398,9058,29731,22538,15755,7809,24085,17458,11988,6604,18255,13471,10295,8485,
净利润(扣除非经常性损益后)(万元),24943,17314,9024,29653,22565,15721,7834,23608,--,11556,6375,17748,13310,10860,8912,
经营活动产生的现金流量净额(万元),11339,-2702,-11003,17622,5581,9152,3207,22822,7270,9204,-2410,15767,10155,10690,5534,
现金及现金等价物净增加额(万元),-3174,-19166,-1179,53194,45187,75043,1253,13437,10,3649,-2884,-48,796,16195,9029,
总资产(万元),405400,373414,317724,294144,292008,304485,222204,207285,--,--,--,152436,130831,110468,68540,
流动资产(万元),289485,280691,258653,239886,238905,254684,174001,162502,--,--,--,119226,105344,91657,60023,
总负债(万元),187609,163361,116012,85871,89724,108928,109448,102272,--,--,--,71359,67951,60725,42262,
流动负债(万元),186970,162721,115382,85574,89425,108608,109128,101952,--,--,--,71139,67425,60196,41579,
股东权益不含少数股东权益(万元),217791,210052,201713,208272,202165,195382,112531,104722,--,--,--,80637,62382,48947,25822,
净资产收益率加权(%),11.85,8.22,4.26,18.93,15.99,13.96,7.19,25.99,--,13.84,7.87,25.53,24.21,27.21,39.32,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
