报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1998-06-30,1997-12-31,1997-06-30,1996-12-31,1996-06-30,1995-12-31,1995-06-30,1994-12-31,1994-06-30,1993-12-31,1993-06-30,1992-12-31,1992-06-30,1991-12-31,1991-06-30,
基本每股收益(元),0.04,0.05,0.02,0.05,0.02,0.02,0.02,0.05,0.02,0.05,0.01,0.04,0.01,0.04,0.01,0.04,0.04,0.06,0.01,0.03,0.02,0.05,0.01,0.15,0.02,0.05,0.01,0.29,0.01,0.01,0.01,0.27,0.02,0.01,0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,3.23,--,3.23,--,3.19,3.22,3.19,3.18,3.16,3.18,3.13,3.12,2.47,2.49,2.45,2.44,2.31,2.34,2.3,2.29,2.02,2.01,2.01,2,1.66,1.66,1.65,1.61,1.62,1.62,1.62,1.61,1.54,1.54,1.53,1.52,1.53,1.52,1.51,1.5,1.57,1.53,1.47,1.47,1.52,1.51,1.48,1.47,1.5,1.53,1.5,1.49,1.55,1.82,1.68,1.63,1.67,1.65,1.65,1.64,1.63,1.59,1.54,1.47,1.31,1.22,1.15,1,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.16,--,-0.02,--,0.35,0.36,0.12,-0.16,0.16,-0.2,-0.02,-0.03,-0.24,-0.19,-0.05,0.42,-0.09,0.08,-0.14,-1.24,-0.56,-0.34,-0.44,-0.05,-0.82,-1.03,-0.88,-0.15,0,--,0,-0.76,0,0,0,-0.79,0,0,0,0.11,0,0,0,0.02,0,0.01,--,0.02,0.07,0.02,-0.02,0.13,--,-0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
主营业务收入(万元),122468,68837,25877,212305,160270,104808,53780,219492,160768,103202,48321,188666,138312,94943,53602,212588,172899,112322,55876,151726,122937,82100,39625,130417,93748,61140,26650,100776,70400,45687,15571,90933,71869,53393,19822,77606,56156,34219,11010,86797,49288,34437,18377,73665,42002,26759,10815,51683,40757,22240,4794,18287,13366,9132,3939,19503,10782,21975,11503,27115,13946,35232,19168,32996,15663,31998,16327,29167,15651,29347,14761,41209,22826,38250,16949,--,13343,
主营业务利润(万元),4462,3378,1556,6065,4085,2753,1179,5730,4141,3176,1335,4969,3460,2797,900,5632,3253,2469,1025,3733,2846,2389,792,3456,2605,2036,1282,-92,2213,1647,596,2415,3108,1919,--,1358,2557,1180,681,-10253,-1500,-97,72,-2149,1642,891,493,1450,3893,2420,318,2473,2197,1728,359,2528,2122,2093,1569,3326,2027,2940,1650,-724,-120,-988,10,47,818,1897,1930,3972,2293,3114,1882,--,-9129,
营业利润(万元),614,774,390,672,296,277,87,211,-120,290,26,-617,-464,305,-272,697,254,575,110,415,195,544,-115,-503,-586,131,201,-364,-1008,-438,-393,-3773,105,121,103,-169,1192,-5,27,-17037,-4554,-1756,-1122,-6210,-2032,-1226,-364,-2315,1153,529,-582,-1207,-310,-147,-208,-373,762,-1404,-264,605,83,-862,380,552,0,-774,0,468,0,0,2121,4491,2346,3270,1993,--,0,
投资收益(万元),-110,-93,-21,-71,-105,-75,-18,-51,-6,-7,3,42,34,41,17,3,14,10,12,928,131,142,-17,1691,39,25,22,7156,71,66,11,3669,61,57,5,-2,93,100,77,351,148,141,134,317,464,342,146,637,249,232,63,818,256,244,149,479,313,280,134,661,85,1515,258,687,238,883,186,-623,590,816,0,276,41,72,0,--,0,
营业外收支净额(万元),140,140,-1,428,168,162,230,561,510,427,122,1638,897,569,569,650,618,591,125,551,574,506,345,3088,378,86,-5,8279,--,2458,--,7800,--,--,--,500,0,--,0,16129,0,0,0,6342,0,0,0,2068,1083,686,624,1069,973,814,0,610,418,1434,0,1855,0,0,0,0,54,0,1,0,-620,-678,0,0,--,0,--,--,--,
利润总额(万元),754,914,389,1100,464,439,317,772,390,717,148,1021,433,874,297,1347,872,1165,234,966,769,1050,230,2584,-208,217,196,7915,1925,2020,231,4027,374,221,98,531,276,173,91,1062,611,408,195,467,791,375,148,425,2522,1449,108,715,951,913,106,753,1493,375,358,3270,876,3843,1177,3482,381,624,359,516,934,2630,1600,3036,1654,2575,1663,--,1569,
净利润(万元),558,748,312,796,292,322,240,666,357,668,88,660,211,655,98,588,612,888,98,416,358,670,87,2262,282,754,80,4259,197,143,89,3905,315,194,70,476,219,152,86,609,518,352,180,420,727,366,143,708,2187,1259,100,603,874,784,115,942,1339,847,335,3194,737,3309,925,2997,347,562,323,443,802,2268,1360,2569,1406,2160,1114,--,447,
净利润(扣除非经常性损益后)(万元),453,643,313,364,177,211,78,161,-99,272,--,-568,--,228,--,-728,--,440,--,-850,--,275,--,-2022,--,685,0,-6828,0,-939,--,-5631,0,109,--,-193,0,87,0,-14609,0,-1376,0,-5867,0,-704,0,-908,0,758,0,-721,19,90,--,215,999,847,335,2732,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,
经营活动产生的现金流量净额(万元),17,1816,-774,14552,9579,11421,8138,-2742,2300,217,-223,9265,5130,5376,1784,-2340,2421,-2987,-226,-371,-3465,-2778,-726,6152,-1294,1235,-1996,-18268,-8199,-4937,-6423,-674,-12032,-15225,-12973,-2188,-4735,-6039,-5146,-15881,-5837,-6489,1621,-16553,-3627,-10464,-11629,2324,4121,-3128,561,326,0,245,--,502,1426,503,-396,2830,--,-125,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
现金及现金等价物净增加额(万元),4689,13874,-2563,6512,6925,8745,6568,-6710,1647,-2873,-5916,7596,1047,9061,1878,-5406,-1558,-5440,-1002,-7711,-12601,-1684,6599,9473,-240,2480,-511,-6296,-7518,-6483,-8515,655,-8712,-8163,-8438,-977,-2859,-4058,-5431,3435,1469,965,1887,-3358,-1968,-974,-2384,4977,5355,-1431,-521,-1439,0,-2447,--,1449,2069,-2376,-2774,2796,--,1394,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
总资产(万元),123765,119663,100486,92753,93589,94311,89427,82902,89323,85317,79912,86471,78806,87124,82376,80838,79679,79823,82199,81862,65796,67245,65506,55891,55438,57206,57025,55678,60282,58024,55747,58446,60904,61802,61558,69691,72583,67017,66601,69250,85587,80211,87650,79145,93008,92344,79458,73380,76486,64460,62239,62361,62721,62175,60446,59970,61188,61593,63937,63675,64024,63687,61426,63177,57870,55368,54242,55353,52729,54190,52704,52522,47773,45414,44551,39759,37477,
流动资产(万元),45041,53229,43589,39142,46717,47027,41532,34394,40194,35484,29263,35112,26614,34646,29165,27070,25427,25091,30929,27953,45539,46699,44479,34224,32318,33797,33114,31426,34588,32104,29059,31519,51504,52576,52232,60744,63311,57648,57211,59792,74560,68790,76217,68081,72869,76575,66581,60491,63171,51051,--,--,--,0,43015,--,0,0,0,0,45851,45420,44124,44019,39034,37398,36216,37827,35192,36756,35311,35732,31447,30628,31968,27434,26604,
总负债(万元),74923,70633,51640,44219,45560,46031,41228,34943,41673,37357,32311,38957,31741,39615,35424,33985,33097,32964,36131,35892,29420,30558,29402,19874,21400,22697,23190,21923,30589,28385,26161,28949,36388,37406,37286,45935,38445,32946,32596,35331,53140,47930,55540,47215,60773,60470,47807,41872,43245,32144,30517,30716,30096,29638,29095,28724,29170,28872,31437,31481,30515,30897,30994,33801,28678,26522,25266,26701,24101,26363,25785,26763,26162,25200,25599,24235,-15516,
流动负债(万元),34069,32878,39090,31669,31510,31981,27178,20893,27123,22307,17261,23907,15691,18446,19019,17844,16342,16433,19772,19752,16861,17995,16611,19302,20829,22126,22619,21352,30018,27813,25553,28811,36250,37268,37148,45797,38395,32896,32546,35281,53090,47880,55490,47165,60723,60420,47757,41822,43182,32080,--,--,--,0,28612,--,0,0,0,0,29415,29798,29603,32423,26584,24483,23129,24620,20933,23803,22475,23764,22207,22352,22154,21364,19682,
股东权益不含少数股东权益(万元),48841,49031,48845,48533,48030,48280,48199,47959,47650,47961,47601,47514,47065,47509,46951,46854,46582,46858,46068,45970,36375,36687,36104,36017,34038,34509,33835,33755,29693,29639,29586,29496,24517,24396,24272,23756,34138,34071,34005,33919,32447,32280,32109,31929,32235,31874,31651,31508,32986,32058,30899,30799,31835,31745,31076,30961,31466,32128,31617,31281,32529,31792,29461,28536,29189,28842,28976,28653,28628,27826,26919,25759,21611,20214,18952,15524,15516,
