报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-09-30,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1998-06-30,1997-12-31,1997-06-30,1996-12-31,1996-06-30,1995-12-31,1995-06-30,1994-12-31,1994-06-30,1993-12-31,1992-12-31,
基本每股收益(元),1.29,0.81,0.3,1.88,1.16,0.73,0.25,1.54,0.97,0.62,0.21,1.27,0.81,0.52,0.18,1.02,0.68,0.44,0.16,0.83,0.55,0.37,0.13,0.7,0.51,0.33,0.12,0.67,0.46,0.31,0.11,0.49,0.33,0.21,0.07,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,7.4,--,6.73,6.75,6.42,6.23,5.92,5.98,5.7,5.54,5.26,5.37,5.14,5.01,4.78,4.93,4.7,4.58,4.37,4.53,4.34,4.25,4.02,4.2,4.07,3.99,4.33,4.23,4.42,4.36,4.25,4.37,4.28,4.21,4.12,4.25,4.18,4.13,4.03,3.98,3.54,3.49,3.62,3.56,3.49,3.44,3.48,3.43,3.56,3.49,3.4,3.47,2.82,2.71,2.57,2.4,2.26,2.13,2.03,2.06,2.12,1.98,2.07,1.04,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,0.74,--,2.78,0.24,-1.63,8.15,0.7,1.55,0.72,2.41,1.42,0.58,0.03,4.14,1.8,1.41,0.21,3.17,0.99,1.02,0.88,1.54,1.71,1.39,1.3,1.35,0,0,0,1.58,0,0,0,0.68,0,0,0,0.62,0,0,0,0.65,0,0.5,--,0.63,--,0.46,0.38,0.32,0.27,--,0.4,--,--,--,--,--,--,--,--,--,--,--,
主营业务收入(万元),934028,637039,297113,1154212,836213,574968,262741,1031518,751604,515038,238721,859074,607071,419532,189712,695845,482964,324108,151706,522795,361546,250464,114983,391380,270205,195709,89804,342061,236530,177901,80978,263148,154895,116171,53199,163629,119753,88191,39345,122872,84495,58088,29871,86787,65652,45028,21214,69541,50956,36329,17604,65592,48072,34273,17175,61389,46743,32953,60478,29767,49913,23880,32682,23674,46793,21604,36975,17533,22178,10137,16774,8550,10117,6812,
主营业务利润(万元),165150,107935,50776,209267,142582,92103,42576,163333,112212,72748,35459,130920,88917,57124,26221,105870,67704,42674,19808,74446,49800,31799,16604,60720,40594,27592,13329,53995,37507,24581,12209,42449,23248,15780,7262,25440,16713,10763,5219,20314,13935,9277,4101,15238,10189,6403,2872,6478,4193,2943,1277,5777,4164,2919,1266,5330,4184,2954,5950,2506,5213,3054,5096,2773,2287,612,1205,603,1172,480,1088,738,852,0,
营业利润(万元),42464,27629,11021,56354,36254,23273,7045,41326,26369,16721,6097,33598,21400,13918,5154,28046,18301,11909,4425,22099,14875,9684,3777,18787,13616,8949,3416,17662,12333,8094,3076,12921,9038,5850,2277,9119,6052,3929,1521,6674,4765,3132,1308,5736,4036,2492,1002,5224,3457,2358,939,4915,3348,2274,898,4785,3166,2090,4554,1860,3554,2498,3136,1483,2905,0,2028,0,1991,0,1577,1016,1356,0,
投资收益(万元),-61,-51,-38,-218,-124,-56,-25,-191,-75,-63,-14,-204,-43,-71,-31,-252,-89,-54,-26,-13,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,-0,11,7,7,-15,7,-0,7,2,3,4,3,436,235,393,138,759,0,19,3,
营业外收支净额(万元),2816,2503,237,3462,1496,629,96,2209,628,546,49,685,548,139,104,-379,124,81,85,362,-24,92,50,217,140,109,39,16,--,40,--,158,--,--,18,128,0,0,-5,34,0,0,0,91,0,0,0,-71,-1,0,7,-16,5,3,0,-44,0,0,313,0,389,0,0,0,0,12,0,-16,0,5,4,0,107,--,
利润总额(万元),45280,30132,11258,59816,37749,23903,7140,43535,26997,17267,6146,34283,21948,14057,5258,27667,18425,11990,4510,22461,14851,9776,3828,19004,13756,9057,3454,17678,12348,8134,3095,13079,9142,5901,2295,9247,6194,3938,1516,6708,4765,3138,1318,5827,4037,2502,1009,5153,3457,2359,947,4901,3355,2278,901,4753,3130,2055,4851,1812,4660,3422,4104,1501,2652,1405,2391,1020,2384,1019,2340,1016,1481,318,
净利润(万元),20473,12947,4516,29875,18518,11644,3968,24526,15499,9809,3375,20185,12935,8266,2900,16166,10805,7051,2497,13191,8693,5840,2125,11128,8030,5301,1830,10638,7380,4974,1740,7788,5187,3343,1168,5939,3927,2525,924,4937,3338,2188,916,4029,2676,1689,662,3712,2273,1545,629,3183,2202,1493,579,3966,2020,1310,4415,1169,3345,2467,2956,1501,2652,1194,2032,867,2026,866,1989,864,1481,270,
