报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1998-06-30,1997-12-31,1997-06-30,1996-12-31,1996-06-30,1995-12-31,1995-06-30,1994-12-31,1994-06-30,1993-12-31,1992-12-31,
基本每股收益(元),0.25,0.16,0.04,0.38,0.25,0.34,0.25,0.95,0.71,0.78,0.34,1.09,0.93,0.44,0.17,0.91,0.64,0.58,0.23,0.7,0.3,0.16,0.07,0.33,0.17,0.08,0.01,0.13,0.12,0.06,0.04,0.16,0.06,0.02,0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,4.92,--,4.42,3.93,4.71,4.54,4.26,5.29,4.95,4.71,4.31,4.17,4.28,4.21,4.05,3.95,3.88,3.88,3.86,3.8,3.77,3.73,3.63,3.59,3.58,3.49,3.42,3.46,3.46,3.44,3.39,3.37,3.36,3.34,3.32,3.3,3.27,3.26,3.22,3.2,3.22,3.21,3.2,3.17,3.15,3.14,3.09,3.08,3.62,3.62,3.7,3.57,3.47,3.37,3.13,2.95,3.12,2.99,3.31,3.16,3.17,4.27,1.48,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,0,--,1.86,0.74,-0.04,0.08,-0.59,-0.33,0.12,0.32,-1.64,-1.24,-0.09,0.84,1.04,0.11,-0.13,-1.11,-0.33,-0.21,-0.23,0.22,-0.25,-0.37,-0.15,-0.16,0,0,0,0.02,0,0,0,-0.33,0,0,0,0.26,0,0,0,0.14,0,-0.05,--,0.24,0.04,-0.21,-0.15,-0.47,--,-1.18,--,--,--,--,--,--,--,--,--,--,--,
主营业务收入(万元),156651,100360,36231,213035,114889,95681,58887,233706,167311,118147,52658,179719,130075,66392,23999,121242,84027,62657,31130,65271,27043,16152,5749,53067,34143,15504,4752,25605,19890,11216,5986,34060,19221,10959,5714,23235,9173,4149,1847,22165,13904,7216,2368,15824,7097,4552,1853,11955,8498,5449,2375,16159,10574,6130,2372,17004,7930,10331,73,672,588,11727,9369,13808,9420,17983,7521,17165,11465,41927,20403,15743,13085,
主营业务利润(万元),34497,22797,7031,53549,33952,27101,18052,69408,51360,37042,16434,54827,44508,21524,7734,37532,25833,18020,8054,22355,10137,5451,1828,14125,8902,3981,1215,7504,6187,3660,2061,8217,5278,2924,--,6863,2903,1556,618,6124,3334,2112,1154,3727,3234,2345,893,4428,3076,1943,815,4996,3292,2160,798,2768,161,-1214,64,373,293,5835,3620,1830,2011,3674,1814,5932,5101,12998,5231,6939,1805,
营业利润(万元),24793,16219,4414,38118,25608,22300,15809,59998,45018,32980,14402,46110,39186,18407,5703,29732,20832,14520,5831,17837,7645,4263,1809,8303,4350,1966,275,3613,2916,1440,850,4244,2143,854,448,2641,541,306,286,2577,1118,897,378,1870,1239,981,166,1688,856,376,-83,2061,1010,462,153,805,-462,-11067,-841,-566,-599,4272,2316,2354,0,4306,0,6276,0,0,5361,6969,0,
投资收益(万元),71,71,71,26,8,19,--,253,147,52,28,221,110,81,50,273,77,42,-2,52,34,32,19,58,36,--,--,317,317,247,116,775,439,218,132,695,533,490,95,13,-20,-114,167,224,662,261,317,108,168,291,236,-455,182,149,0,662,552,1100,1081,3119,1922,822,78,2061,1261,2284,1486,4047,156,103,152,262,128,
营业外收支净额(万元),-30,23,11,-226,-101,-24,21,-155,-138,-6,-5,-176,-106,-39,-80,-76,-105,-54,-0,-235,-71,-71,-1,46,20,21,5,70,--,--,--,--,--,--,--,-193,0,0,0,-0,0,0,0,-20,0,0,0,0,0,0,-16,-69,-41,-28,0,207,0,-178,0,-12,0,0,0,0,24,0,-29,0,-98,252,0,0,--,
利润总额(万元),24763,16242,4425,37892,25507,22276,15830,59843,44880,32974,14397,45934,39080,18368,5623,29656,20727,14466,5831,17602,7574,4192,1807,8348,4370,1987,279,3682,2909,1391,876,4288,2164,873,472,3254,1113,804,388,2589,1098,782,545,2074,1881,1237,482,1797,1016,652,138,1538,1151,583,212,1674,305,-10145,76,2541,1231,5523,2381,4382,3456,6900,3403,10129,5368,13543,5485,7062,1927,
净利润(万元),17618,11702,3087,26921,18074,16158,11629,44957,33649,24728,10798,34431,29309,13776,4230,22190,15545,10849,4373,13168,5595,3083,1314,6233,3219,1420,108,2446,2197,1055,663,3083,1214,332,215,2053,871,537,313,1820,745,523,364,1618,1245,814,322,1609,1015,651,156,1505,1149,582,212,1352,290,-10204,24,2029,1029,3815,1916,3625,2902,4801,2198,8165,4102,10592,5217,5785,1294,
