报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1998-06-30,1997-12-31,1997-06-30,1997-03-31,1996-12-31,1995-12-31,1994-12-31,
基本每股收益(元),0.06,0.04,0.01,0.11,0.09,0.06,0.03,0.2,0.12,0.07,0.03,0.24,0.17,0.06,0.03,0.06,0.04,0.05,0.02,0.07,0.02,0.02,0.01,0.07,0.02,0.01,0.01,0.05,0.02,0.01,0.01,0.04,0.02,0.01,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,2.24,--,2.14,2.06,1.62,1.55,1.54,1.56,1.53,1.51,1.46,1.46,1.49,1.51,1.21,1.2,1.19,1.19,1.16,1.15,1.14,1.14,1.12,1.12,1.11,1.1,1.1,1.1,1.71,1.7,1.7,1.7,1.69,1.68,1.73,1.69,2.46,2.44,2.4,2.37,2.3,2.3,2.31,2.29,2.2,2.19,2.3,2.86,3.55,3.4,2.62,2.48,4.35,3.98,1.95,--,1.63,1.33,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,0.03,--,0.04,0.03,0,0.03,0.01,0.02,-0.02,0.03,-0.03,-0.03,0.01,0.08,-0.03,-0.01,0,0.06,0.03,0.03,-0.02,0.04,0.04,0.02,0.01,0.06,0,--,0,0.11,0,0,0,0.12,0,0,0,0.31,0,0,0,0.07,0,0.03,--,0.02,0.02,0.24,0.14,0.46,0.43,0.03,--,--,--,--,--,--,--,
主营业务收入(万元),143574,89140,43268,224485,143525,84847,49363,233684,157283,84858,46805,224606,148398,77407,40804,147022,93670,55700,26322,141053,83562,58353,32266,140248,72025,43721,24228,124991,84574,55929,29583,116140,66396,44294,20117,100081,62218,37778,18627,91247,63123,38288,10963,66927,87365,51771,17836,103356,67181,42602,12512,83223,51336,34576,11644,64277,41884,69009,32883,61441,16437,23397,21519,22164,9061,537,14643,12254,9154,
主营业务利润(万元),30938,18926,9997,49478,35214,22575,10251,56147,37171,21487,9729,57250,35962,19953,8438,38251,24725,14478,5370,25271,14218,9690,5435,26299,10400,6499,3528,16843,12818,8549,4221,21172,11839,8553,--,14320,8281,5702,3222,14144,9422,6063,3540,13474,16082,10195,3791,16207,12743,8745,2538,15490,9650,6000,1353,10341,8417,15521,8671,13283,4779,6657,6443,5660,2846,75,4770,4406,3538,
营业利润(万元),11037,9334,3048,20063,17146,11224,5377,32942,23256,12417,5718,36507,21581,11290,4778,19176,13686,7627,2993,10503,3679,3055,2154,9290,2005,941,913,1554,3279,2193,1082,5178,2892,2064,992,2330,1732,1346,964,3130,2838,1943,1665,7265,10705,6492,2209,9279,7830,5590,1446,8794,7618,5570,890,7346,5581,10837,6791,10495,3781,7142,5688,6042,0,84,5054,4914,3764,
投资收益(万元),7563,7077,313,771,595,436,68,258,176,143,--,-54,-13,-10,--,-56,-71,-71,79,3748,-56,-56,5,-113,1,1,1,110,-2,-7,--,157,63,63,62,-8,-159,-127,-13,-1243,-39,-26,0,-1212,-74,-22,0,922,7,7,2,89,6,8,0,838,834,337,0,553,463,1258,609,886,0,0,0,0,0,
营业外收支净额(万元),884,516,226,1109,1135,384,191,5042,1066,841,659,9594,9184,214,155,-7439,-8386,621,11,2268,87,63,45,3100,265,240,-102,3095,--,25,--,1072,--,--,--,-442,0,--,0,21,0,0,0,-105,0,0,0,40,0,0,0,0,3,-5,0,-371,0,573,0,164,0,0,0,0,17,--,0,0,0,
利润总额(万元),11921,9850,3274,21172,18281,11609,5569,37984,24322,13257,6377,46102,30765,11504,4932,11737,5299,8248,3005,12772,3766,3118,2199,12390,2269,1181,812,4650,3291,2218,1112,6250,2759,1790,621,1880,1295,1069,959,1911,1843,1658,1668,5957,10463,6423,2210,10279,7896,5653,1447,8865,7628,5572,893,9670,6417,11844,6864,13323,4756,8397,6302,7147,3016,102,5757,4927,3799,
净利润(万元),10689,8705,2901,20613,18108,11318,5387,38044,23982,12973,6247,45281,30357,11216,4945,11071,7263,8073,2991,13014,4177,3465,2215,12573,2537,1435,826,6814,2744,1785,908,5875,2302,1432,628,1478,1031,825,652,1054,1614,1336,1137,4967,9867,5960,1411,9305,7164,5073,822,8006,6484,4721,707,8944,6142,11666,4619,11396,4112,7326,5448,6103,2564,69,3857,3301,2545,
