报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1998-06-30,1997-12-31,1997-06-30,1996-12-31,1996-06-30,1995-12-31,1995-06-30,1994-12-31,1994-06-30,1993-12-31,1992-12-31,
基本每股收益(元),0.51,0.27,0.05,0.82,0.55,0.41,0.18,0.75,0.62,0.48,0.04,0.14,0.16,0.12,0.01,0.09,0.09,0.07,-0,0.02,0,-0.04,-0.04,-0.17,0.02,0.02,0,0.04,0.05,0.04,0.01,0.07,0.09,0.08,0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,2.66,--,2.64,2.61,2.5,2.49,2.49,2.48,2.4,1.45,1.43,1.39,1.4,1.43,1.62,1.62,1.6,1.6,1.61,1.6,1.57,1.56,1.58,1.57,1.5,1.48,1.46,1.42,2.74,2.72,2.67,2.62,2.55,2.55,2.46,2.42,2.32,2.37,2.36,2.36,2.31,2.37,2.64,2.64,--,2.7,2.65,2.75,2.71,2.65,2.13,2.83,2.65,2.56,2.51,2.41,2.44,2.41,2.5,2.47,2.76,2.68,1,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,-0,--,-0.33,-0.14,-0.3,0.6,0.34,0,-0.19,0.58,0.25,0.08,-0.21,0.25,-0.06,0.01,-0.03,0.85,0.05,-0.01,-0.14,0.49,0.11,-0.02,-0.11,-0.03,0,0,0,0.45,0,0,0,0.66,0,0,0,-0.83,0,0,0,0.03,--,0.03,--,--,0.03,-0.22,-0.31,-0.1,0.35,0.13,0.03,--,--,--,--,--,--,--,--,--,--,
主营业务收入(万元),411025,266570,96975,486871,353393,257913,123263,470756,342622,227968,36951,180424,143305,96837,39741,177770,138242,96765,41345,70351,51653,38207,14464,66117,55761,43295,16197,78358,64859,42023,14331,70326,56839,42609,13595,60401,47258,31766,11890,48965,39534,28553,9020,35967,30153,19744,6534,30482,25896,16218,3899,27580,23514,16086,5064,26400,13651,23683,12098,25739,11440,20730,10609,12428,3585,7567,3362,7122,2992,4497,1741,5750,4366,
主营业务利润(万元),113536,65037,21561,159219,111277,81195,38071,155229,114795,81499,6267,27975,21674,14577,4787,24898,18773,13004,4299,11855,10493,6419,2559,10647,12030,8308,3676,17100,14464,9161,3602,14044,11972,8898,--,16003,12011,7245,2260,10830,8270,5211,1825,11386,9250,4621,1415,4916,4467,2507,577,3069,4232,3084,1051,4948,2535,5936,2165,6015,3048,4570,2242,487,152,217,17,414,277,70,111,873,531,
营业利润(万元),66938,35651,6852,105885,68776,53633,24138,95709,75404,57120,1882,7432,7051,4939,577,5180,4986,3923,638,-907,102,-784,-811,-4386,846,560,169,495,1217,1191,221,1759,2583,2390,470,4019,2797,1706,142,2606,2102,1316,97,2608,2253,653,-572,-1482,-452,-572,-722,-3576,901,803,438,1253,793,2291,771,2365,1307,2758,811,2243,0,1264,0,457,0,0,139,1011,534,
投资收益(万元),5233,4134,-548,4020,25,35,-9,11,-23,6,-21,2,13,11,6,28,-6,2,-8,1048,-9,-14,-16,-111,-85,-21,-8,-90,-115,-115,-10,507,29,8,-17,96,84,63,16,-354,21,23,20,-91,-67,97,24,1799,536,513,5,225,23,29,67,79,-88,482,37,232,33,-85,--,-50,590,859,238,598,31,452,396,109,0,
营业外收支净额(万元),1344,1056,621,3552,3465,903,378,361,234,117,69,424,161,147,126,1392,540,101,64,1475,111,79,14,438,175,169,67,611,--,--,--,--,--,--,--,-60,0,0,0,446,0,0,0,20,0,0,0,-167,-41,0,-0,0,-11,-13,-6,-27,-5,3,4,-106,12,-66,-6,661,34,0,-17,-11,-70,-33,-27,0,--,
利润总额(万元),68282,36707,7473,109437,72241,54536,24516,96071,75638,57236,1950,7856,7213,5086,703,6573,5526,4024,702,569,213,-704,-797,-3948,1021,729,236,1106,1427,1254,248,2109,2624,2310,451,4065,2823,1720,164,2704,2098,1308,125,2542,1374,739,-549,279,57,-80,-710,-3230,922,826,499,1465,710,2822,838,2521,1358,2664,867,2854,933,2061,258,1044,239,538,508,943,521,
净利润(万元),50256,26630,5062,80943,53954,40100,17956,69302,57443,44446,1126,4217,4964,3883,214,2670,2788,2207,-64,433,9,-920,-852,-3899,597,539,92,846,1111,967,122,1669,2067,1810,180,3087,2181,1372,131,2042,1438,831,40,1888,1165,610,-597,143,-78,-147,-729,-3149,699,665,414,1366,627,2307,718,2142,1154,2249,737,2426,790,1743,219,883,203,458,460,802,0,
