报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
基本每股收益(元),0.15,0.11,0.08,0.24,0.13,0.04,0.02,0.1,0.1,0.07,0.02,0.18,0.16,0.1,0.06,0.72,0.58,0.26,0.76,0.51,0.19,
每股净资产(元),2.66,2.64,2.6,5.05,4.96,3.18,3.18,3.16,3.16,3.13,3.1,3.08,3.06,6.29,6.14,6.08,3.11,2.79,2.52,4.11,1.61,
每股经营活动产生的现金流量净额(元),-0.11,-0.17,-0.08,-0.08,-0.01,-0.31,-0.16,-0.12,-0.27,-0.26,-0.17,-0.64,-0.66,-1.11,-0.58,-0.4,-0.14,-0.08,0.24,0.07,-0.06,
主营业务收入(万元),130473,87751,38564,43686,22724,9067,4567,21203,15035,10731,3685,25018,20497,15208,6035,34381,26746,15160,18157,9168,4108,
主营业务利润(万元),22864,14899,8688,12566,5983,2602,1303,6488,4662,3072,1146,7291,5715,3913,1493,10288,7615,4416,5247,2464,1022,
营业利润(万元),9586,6906,4824,4936,2566,533,358,1740,1748,1194,323,2820,2425,1518,400,5720,4484,2297,3399,1591,637,
投资收益(万元),-2,-2,-2,-6,--,--,--,--,--,--,--,--,--,--,--,14,14,14,18,--,--,
营业外收支净额(万元),430,332,275,580,203,154,91,255,208,124,79,822,714,456,175,110,105,41,140,126,1,
利润总额(万元),10015,7238,5099,5516,2769,687,449,1994,1955,1318,402,3642,3139,1975,575,5829,4588,2338,3539,1716,637,
净利润(万元),8250,6043,4285,4913,2466,670,382,1719,1698,1178,365,3124,2740,1737,481,4682,3783,1704,3078,1507,554,
净利润(扣除非经常性损益后)(万元),--,5761,--,4426,--,540,--,1502,--,1072,--,2426,--,1349,--,4589,3694,1673,3108,1496,561,
经营活动产生的现金流量净额(万元),-5733,-9179,-4150,-2162,-263,-5414,-2792,-2070,-4598,-4583,-2901,-11155,-11479,-9645,-5047,-3497,-942,-517,1579,67,-58,
现金及现金等价物净增加额(万元),7848,5473,2442,-1884,20436,-8952,-4685,781,-1367,-2091,-1680,-28526,-27745,-18402,-14442,28158,-2792,-263,11519,599,460,
总资产(万元),299302,288981,281463,197695,208447,83616,84000,84640,80657,77564,74944,74492,71660,80317,78959,85839,50786,49074,36102,14950,9054,
流动资产(万元),182948,173414,166018,110514,121697,59566,59870,60345,60949,58090,55573,55341,52682,61405,63416,72367,39776,38913,31768,12829,7782,
总负债(万元),154256,145091,139453,59895,73151,28390,28888,29911,25948,23375,21221,21134,18654,25180,25103,32482,30099,30499,19298,10838,7442,
流动负债(万元),152189,143054,136014,57742,68741,26122,26553,27509,23729,21088,18868,18713,16110,22369,22268,29647,29954,30354,19178,10838,7442,
股东权益不含少数股东权益(万元),144966,143790,141917,137690,135296,55227,55112,54730,54709,54189,53723,53357,53006,54494,53238,52757,20186,18107,16403,4112,1611,
净资产收益率加权(%),5.82,4.29,3.07,5.91,3.82,1.22,0.7,3.18,3.14,2.18,0.68,5.87,5.06,3.24,0.91,25,--,9.87,38.43,30.98,42.8,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
