报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1998-06-30,1997-12-31,1997-06-30,1996-12-31,1996-06-30,1995-12-31,1995-06-30,1994-12-31,1994-06-30,1993-12-31,1993-06-30,1992-12-31,1992-06-30,1991-12-31,1991-06-30,1990-12-31,1990-06-30,
基本每股收益(元),0.13,0.09,0.01,0.48,0.06,0.04,0.03,0.16,0.11,0.06,0.03,0.14,0.09,0.05,0.02,0.14,0.09,0.06,0.02,0.14,0.04,0.02,0.01,0.01,0.01,0.01,0,0.01,0.03,0.04,0.03,-0.28,0.03,0.02,0.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,1.84,0,1.8,1.76,1.73,1.71,1.66,1.64,1.53,1.52,1.42,1.4,1.4,1.39,1.39,1.39,1.37,1.36,1.39,1.41,1.41,1.39,1.65,1.65,1.64,1.69,1.69,1.68,1.67,1.66,1.65,1.97,1.96,1.95,1.93,2.51,2.5,2.49,2.5,2.5,2.48,2.47,2.53,2.78,2.76,2.76,2.68,1.88,1.82,1.7,1.83,1.72,2.6,2.47,2.77,2.56,2.67,2.54,2.42,2.69,3.83,3.73,3.51,3.72,1.38,1.16,1.2,1.2,1.22,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,-0.01,0,-0.01,-0.01,-0.04,-0.02,-0.01,-0.03,-0.03,-0.07,-0.11,-0.1,-0.07,-0.01,-0.09,-0.04,-0.05,0.04,-0.08,-0.05,-0.05,0.07,-0.05,-0.04,-0.08,-0.01,0,--,0,0.09,0,0,0,0.04,0,0,0,0.05,0,0,0,0.03,--,0.01,--,-0.02,-0.03,0.02,-0.04,0.06,-0.08,-0.15,-0.09,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
主营业务收入(万元),109068,67613,21914,115560,128954,89542,44636,210379,152622,102476,52833,201967,150335,100973,49515,132154,95666,64520,33070,115572,89505,59171,28696,121819,86945,53806,23223,134939,107152,73550,36435,149192,105428,72415,34034,139178,104926,69672,34302,123198,85350,55082,22668,77148,58784,38835,18503,90554,67550,41562,17239,61663,45710,28892,11792,45091,21338,55229,23156,53268,24856,49916,22019,41984,19413,30160,12930,30367,6086,26574,5826,15389,3626,6274,2938,5426,3092,5066,2602,
主营业务利润(万元),34493,21471,6152,38071,14330,9176,5403,22564,18496,12597,6765,28531,21853,14082,6503,20497,14217,9802,4962,17187,13777,8957,4412,22439,16569,11255,4999,26086,20643,13705,6611,26274,17692,11286,--,26342,20017,13237,6807,28993,21802,14337,6692,14593,10408,7166,3549,12326,8585,5619,3434,13594,9648,6195,2761,7055,1810,16644,8279,21449,10030,17625,7746,830,326,1124,95,930,570,2595,1119,1792,889,690,215,0,150,0,95,
营业利润(万元),16672,10686,2056,21985,5137,3589,2259,10883,7612,3800,1838,11307,7822,4848,1966,10944,7592,5389,1542,12318,2914,2296,1305,4129,600,415,-136,4453,2894,3189,2097,-21167,2717,2115,1358,-5221,-3154,-1720,-574,271,-648,-136,-160,-8743,-4063,-2577,-1006,-6869,-4901,-3311,-903,-3135,-2298,-1444,-331,-4577,-3985,1018,1018,8543,4721,7529,2865,2418,0,2251,0,2248,0,0,1121,1849,890,112,314,0,153,63,102,
投资收益(万元),163,10,--,--,9714,6740,3511,18277,11141,7097,2566,11046,8145,5163,1656,12990,8309,5801,2012,23507,7977,5557,2958,9793,4395,2161,646,8953,8208,7192,4566,11037,8885,6619,2646,7022,5493,3572,1533,4549,3198,2009,1117,12180,6117,4238,1796,8495,6865,5065,1751,4429,3278,1915,399,13227,7534,9501,4920,2252,1100,2811,1625,2032,2068,2603,1698,2414,755,1515,402,1505,472,258,0,0,0,0,0,
营业外收支净额(万元),2814,2744,11,369,193,163,-12,1927,1663,1632,1190,866,123,70,136,484,25,31,-10,-1184,896,-10,-26,-2018,629,648,497,--,--,--,--,--,--,--,--,574,0,--,0,402,0,0,0,639,0,0,0,46,-63,0,-9,0,626,536,-10,101,0,81,0,-378,0,0,0,0,15,0,-178,0,-294,-503,0,-496,--,--,--,--,--,--,--,
利润总额(万元),19486,13430,2067,22354,5330,3752,2247,12810,9274,5432,3028,12173,7945,4918,2101,11427,7617,5420,1532,11134,3810,2286,1280,2111,1229,1063,360,1476,2914,3206,2167,-20697,2809,2210,1402,2498,2335,1836,1029,5460,2998,2326,1203,4102,2180,1706,689,1818,1931,1690,838,2004,1616,1008,55,8894,3642,10718,5987,10598,5623,10317,4429,7775,3034,4816,2177,4542,1053,4135,1240,2858,1162,1053,212,151,52,42,19,
净利润(万元),16032,10919,1716,19098,4451,3085,2100,11938,8218,4501,2601,10488,6518,4073,1747,10295,6537,4640,1200,10806,3045,1810,1019,1032,636,497,123,409,2171,2703,1925,-21176,2155,1812,1154,2235,2081,1704,762,3517,2056,1688,875,3305,2042,1614,801,2160,2024,1491,646,1531,1663,1130,256,7805,3631,7667,4555,7505,4271,6899,3049,6143,2366,4083,1891,3927,895,3343,1054,2733,988,0,142,176,34,42,13,
