报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2012-12-31,2011-12-31,
基本每股收益(元),3.09,1.62,0.69,2.95,2.19,0.9,0.58,2.44,2.1,2.08,1.61,
每股净资产(元),--,--,--,--,--,9.8,--,9.14,--,6.91,4.83,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,-0.25,--,5.12,--,2.95,2.33,
主营业务收入(万元),632467,395300,201844,732761,557569,343617,173776,656344,507569,563172,446306,
主营业务利润(万元),157292,83161,46578,106755,89054,40649,23381,83790,87845,69151,41540,
营业利润(万元),104278,50189,28290,54047,51969,15545,10599,43261,57964,30916,14625,
投资收益(万元),-9077,-5929,-2991,-8074,-6139,-3929,-1674,-2204,-1661,-981,--,
营业外收支净额(万元),58753,34492,6775,67539,37896,22023,13229,55440,26999,53343,50569,
利润总额(万元),163031,84681,35065,121586,89865,37568,23828,98701,84963,84258,65194,
净利润(万元),120236,61952,25432,88418,65747,27076,17369,73223,63122,62459,48319,
净利润(扣除非经常性损益后)(万元),76171,36083,20351,37764,37325,10558,7447,31644,42873,22452,10392,
经营活动产生的现金流量净额(万元),147860,64169,14375,107638,65984,-7471,6287,153638,123502,88401,69786,
现金及现金等价物净增加额(万元),98973,8417,46015,91821,75708,-6155,20616,-11529,-7325,88899,41546,
总资产(万元),1518951,1322911,1230998,1126149,1070830,938116,--,765141,--,700123,484244,
流动资产(万元),456214,346511,341433,292186,284420,216719,--,191641,--,203963,105461,
总负债(万元),877524,739767,674773,770820,738172,644130,--,490841,--,492800,339380,
流动负债(万元),449878,362081,333383,421712,401940,343010,--,222780,--,177386,173372,
股东权益不含少数股东权益(万元),641428,583144,556224,355329,332658,293987,--,274300,--,207323,144864,
净资产收益率加权(%),21.04,11.63,5.24,28.31,26.42,9.57,6.19,30.02,21.81,35.47,40.03,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
