报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2002-12-31,2001-12-31,2000-12-31,
基本每股收益(元),0.49,0.35,0.09,0.4,0.24,0.14,0.05,0.18,0.16,0.11,0.01,0.23,0.13,0.07,0.04,0.14,0.14,0.09,0.05,0.25,0.24,0.17,0.08,0.21,0.19,0.11,0.05,0.13,0.14,0.11,0.06,0.32,0.24,0.22,0.11,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,3.04,--,2.92,2.87,3,2.96,2.95,2.9,2.95,2.92,2.89,2.81,2.79,2.7,2.7,2.62,2.63,2.58,2.57,2.93,2.9,2.84,2.76,3.17,3.07,2.95,2.87,2.78,4.13,3.99,3.9,3.85,3.72,3.56,3.43,3.8,3.67,3.57,3.52,2.46,2.27,1.87,1.54,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,-0.05,--,0.7,0.44,0.17,0.86,0.7,0.46,0.17,1.09,0.63,0.4,0.19,0.36,0.19,0.08,-0.11,0.58,0.39,0.27,0.16,0.53,0.46,0.3,0.13,0.61,0,0.23,0,0.96,0,0,0,0.69,0,0,0,0.45,0,0,0,0,0,
主营业务收入(万元),358389,263536,75033,388515,223163,145219,69137,305088,221618,144325,64313,397089,224285,144476,68172,262727,191381,124285,58776,236929,171574,112355,53624,207593,150730,98285,46138,187166,138331,91211,41593,184269,134213,86064,40593,160831,117376,77131,37448,153226,111444,74165,36248,123279,83277,52806,22777,80270,56408,36320,68166,49298,31965,
主营业务利润(万元),195594,140038,45907,203259,136900,88398,42575,155605,126773,82633,35460,188964,127910,80901,41084,138136,109941,70773,34748,145933,112205,75227,34765,123352,90787,57565,27109,95166,78026,51717,25442,105290,77099,57765,--,105888,78827,53651,26486,99372,73909,48464,26800,82959,59423,38205,16053,48458,37819,24320,45363,32270,15398,
营业利润(万元),139859,102107,25683,107795,65008,38108,12900,38185,35130,20021,2828,66543,36885,20635,10582,39748,38813,24718,13167,67771,65532,45769,20084,65848,54102,32136,13519,38257,38025,25661,12500,89219,67791,52102,25549,84077,62469,42810,22037,81644,67923,44261,24705,77179,56475,36438,15204,41615,32878,20897,37432,25652,9685,
投资收益(万元),35462,24552,11836,41709,28331,16334,5731,34303,20542,10838,1781,10960,6417,4186,-195,8381,4585,2166,890,5800,3667,2951,890,3681,4908,2047,150,-708,1402,593,-50,-123,-98,-98,-58,-122,-200,1,-26,117,-55,57,-20,294,-67,-30,10,74,0,0,0,0,0,
营业外收支净额(万元),998,574,163,359,882,495,278,8729,9100,8729,282,-702,2205,752,710,380,1371,237,79,4487,3878,2749,2018,-5582,180,259,96,381,--,--,--,--,--,--,--,503,0,0,0,267,0,0,0,68,0,0,0,399,0,452,0,0,0,
利润总额(万元),140856,102681,25846,108153,65890,38603,13179,46914,44230,28750,3110,65841,39090,21387,11293,40128,40183,24956,13246,72258,69410,48518,22103,60266,54282,32395,13614,38638,38535,26021,12757,88647,67283,52274,25623,84459,62873,43004,22124,82028,68160,44528,24774,77542,56719,36550,15272,42088,33377,21349,37489,25595,9679,
净利润(万元),109999,79436,20437,89034,53230,31186,11358,39459,36796,24634,2617,51982,28940,15837,8358,29771,29597,18347,9781,52652,51121,35704,16718,44476,40449,24173,10161,27505,30299,20243,10182,59021,44601,35272,17389,56516,42915,29363,15123,55405,45667,29883,16599,51765,38001,24489,10232,27126,22362,14304,30692,25595,8361,
