报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2006-12-31,2006-09-30,2006-06-30,2005-12-31,2004-12-31,
基本每股收益(元),0.14,0.13,0.12,0.23,0.22,0.11,0.09,0.27,0.26,0.14,0.09,0.81,0.58,0.21,0.09,0.63,0.42,0.16,0.12,0.83,0.55,0.19,0.07,0.74,0.41,0.16,0.07,0.64,0.29,0.15,0.04,1.04,0.32,0.38,0.59,0.24,0.15,0.49,0.45,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,4.4,4.14,3.77,3.8,3.68,3.48,3.21,6.43,6.3,6.01,5.65,5.59,5.51,2.93,2.67,3.53,3.45,3.11,2.96,5.68,5.6,4.99,2.59,2.51,--,--,2.51,2.01,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,0.08,0.17,-0.06,-0.01,-0.1,-0.18,-0.1,1.02,-0,0.01,0.12,0.61,0.13,0.08,0.09,0.9,0.16,-0.07,0.08,0.74,-0.29,0.08,0.79,--,0.15,0.4,0.7,
主营业务收入(万元),156761,100450,58228,227455,159591,99889,62501,201788,155213,103761,55325,225355,171370,91592,55293,202785,133078,73263,35052,125775,89280,46806,24866,109185,70608,39192,21609,93794,55768,29024,11955,46846,26693,15963,34490,21863,13276,30795,29300,
主营业务利润(万元),92518,57976,35158,129505,90846,57058,35127,124403,92074,58785,31160,136849,105880,54123,31082,116847,75327,38688,20001,66502,47013,22440,12453,54719,35090,18968,10425,44974,26597,13737,5725,21513,12043,--,13165,8318,4733,10933,10007,
营业利润(万元),20020,8845,8610,16181,14785,6945,7371,21855,20554,10851,6596,48663,39404,15403,6752,42258,28021,10971,4762,28266,18611,6358,2587,21137,11677,4759,1716,16716,8078,4268,1363,10421,3912,3389,5546,2698,1786,3899,3774,
投资收益(万元),-46,-10,--,1,15,1,--,--,--,--,--,11,11,11,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,224,--,0,208,--,--,114,--,
营业外收支净额(万元),1504,540,319,4350,3081,2729,15,1579,574,416,46,857,802,418,159,1044,630,398,127,1099,861,781,99,972,602,568,79,-126,--,--,--,-326,--,--,-159,74,45,120,-2,
利润总额(万元),21524,9384,8930,20531,17866,9674,7386,23434,21128,11267,6641,49521,40206,15821,6911,43301,28652,11369,4889,29365,19472,7139,2686,22108,12279,5326,1795,16590,7801,3991,1358,10096,3944,3422,5388,2772,1831,4020,3772,
净利润(万元),16546,7520,6858,13406,12695,6710,5411,16074,15651,8183,5125,47765,34107,12582,5300,36832,24935,9265,3613,24286,16032,5614,2056,18498,10258,3949,1310,12290,5645,2801,804,8293,2400,2736,4216,1747,1097,2960,2683,
净利润(扣除非经常性损益后)(万元),13396,5184,6078,2119,4785,-166,4164,4281,10855,5228,3668,40447,--,11760,--,35306,--,8773,--,23361,--,5013,--,17744,--,3515,0,12410,0,3015,--,8003,0,2714,4358,--,1067,--,--,
经营活动产生的现金流量净额(万元),6752,363,2823,38258,618,-2517,344,-4453,-33684,-30285,-22552,47676,4788,9964,-3291,-711,-6037,-10664,-3022,30032,-7,217,3397,17584,3149,1920,1790,17206,3080,-1281,757,7145,-2829,582,5697,-1451,1098,2424,4201,
现金及现金等价物净增加额(万元),-8799,-8980,-4511,-17513,-25657,-20413,-10767,-13787,-28038,-25896,-27025,-4579,-38882,-31730,-12551,6563,-38735,-27274,-12845,-43740,-44449,-34804,-9420,76944,-9532,-8794,-1975,-11969,-23444,-28179,-11298,18299,14942,-1493,4071,-4923,56,1780,3836,
总资产(万元),459919,444722,422427,434900,436880,421204,444791,458642,464080,432290,452866,476954,444831,392338,400454,408619,347526,299651,263732,257867,226636,209413,202598,199088,118814,113092,118820,122738,113157,97909,70631,77712,59329,30002,29862,--,--,25630,23126,
流动资产(万元),206404,192831,202094,216757,214368,196803,224638,234553,239671,212516,224393,247925,283414,241896,249135,257628,220298,197974,161679,168607,169578,156173,148997,147033,66446,59034,64614,67902,61953,49882,47782,59044,53589,26170,26185,--,--,22220,19281,
总负债(万元),173647,167476,142913,162245,164947,154882,176848,196113,196915,172427,184474,213439,198603,167503,174115,190017,140597,108252,72200,71417,50009,43326,40810,39479,45736,46445,51095,56446,53304,40905,16101,23987,11413,11325,11761,--,--,10552,11086,
流动负债(万元),102368,100658,68444,88843,87120,86028,96191,116586,103121,90590,83058,105807,106451,82443,80627,91331,108693,90892,53301,58327,41077,39635,39537,38165,44495,45188,49827,55158,51907,39448,16101,23987,11413,11325,11761,--,--,10552,11086,
股东权益不含少数股东权益(万元),286272,277246,279514,272655,271933,265959,267591,262179,267037,259503,268403,263484,245619,224007,225559,216379,204431,188639,188739,185003,176627,166086,161788,159610,73078,66647,67725,66292,59705,56861,54529,53726,47916,18677,18101,--,--,15077,12040,
净资产收益率加权(%),5.92,2.73,2.48,5.02,4.75,2.54,2.04,6.04,5.86,3.08,1.93,20.08,14.61,5.59,2.41,18.42,12.8,4.91,1.93,14.14,9.66,3.46,1.28,25.35,--,5.9,0,20.75,0,5.05,--,27.07,0,--,25.57,--,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
