报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2001-12-31,2000-12-31,
股东权益不含少数股东权益(万元),1147570,1066494,1063258,1032624,862006,46585,45854,46136,44961,44174,44318,44656,47184,47325,47618,49045,47157,45920,47067,46454,45371,43733,40103,39544,38935,37422,36267,35717,32151,31206,30772,29898,28219,27838,27227,26429,26012,25793,25650,24973,26496,27114,27930,28863,29416,29173,29948,29018,28602,10672,10048,9161,6360,3878,
净资产收益率加权(%),10.69,3.26,2.92,28.93,0.06,0.97,-0.61,3.26,0.68,-1.09,-0.76,-9.61,-3.87,-3.57,-2.95,4.5,0.51,-1.86,0.97,8.97,6.59,3.22,0.97,7.01,--,2.3,0,17.33,0,3.76,0,9.43,0,3,--,5.84,0,3.65,0,-14.47,0,-6.25,0,4.23,0,5.15,0,13.23,0,15.24,9.23,36.1,45.46,52.87,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
