报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
基本每股收益(元),0.92,0.61,0.28,0.79,0.76,0.56,0.3,1.05,0.76,0.5,0.24,1.03,0.83,0.52,0.31,1.05,0.44,0.84,0.55,0.27,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,8.02,7.81,7.51,7.81,3.63,3.02,2.57,1.92,1.37,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,0.68,0.19,0.2,1.23,0.97,1.7,0.46,-0.05,
主营业务收入(万元),123694,80350,40098,152710,110943,71321,35897,122477,85683,56163,26087,100224,72615,47326,22628,84256,39379,64531,46657,29872,
主营业务利润(万元),27380,18068,8941,32105,22950,15040,8042,28076,20488,13543,6448,23608,17600,11541,5514,19922,9233,16511,12557,7603,
营业利润(万元),9100,6624,3133,7784,8242,5764,3009,9921,7794,5150,2144,9156,7156,4246,2111,7557,3315,5513,3530,2115,
投资收益(万元),325,301,250,1509,1284,1086,174,346,213,113,3,6,16,78,8,-12,-9,6,-32,-27,
营业外收支净额(万元),902,252,223,1013,214,250,254,673,-9,-8,198,917,598,495,510,577,75,727,522,171,
利润总额(万元),10002,6876,3357,8797,8456,6014,3263,10594,7786,5142,2342,10073,7754,4741,2621,8135,3390,6239,4053,2286,
净利润(万元),7640,5070,2333,6580,6402,4618,2525,8713,6320,4157,1965,8041,6284,3808,2124,6572,2766,5115,3297,1615,
净利润(扣除非经常性损益后)(万元),6741,4693,2030,4618,5815,4130,2174,7823,6328,4164,1797,7360,--,3421,--,6083,2702,4633,2886,1507,
经营活动产生的现金流量净额(万元),8329,3718,3405,6133,-4605,-3022,1755,5799,812,1494,-681,10891,5642,1549,1672,7642,6014,10574,2767,-302,
现金及现金等价物净增加额(万元),-1316,166,2707,998,-1178,-324,178,-2180,-5710,-1200,13821,-1062,34738,30997,39408,2395,1959,2943,2817,1483,
总资产(万元),115081,114795,109875,105427,107838,100220,99291,98987,90568,86022,87270,85158,87650,81577,87004,44306,39561,35997,34285,28403,
流动资产(万元),42235,51302,50986,52100,58415,53747,48224,47313,43564,43087,46364,46202,58393,55356,63199,22353,20457,18709,17891,12042,
总负债(万元),37469,39753,31306,29782,33996,28159,25106,27328,21701,19318,18604,18452,22695,19081,22127,21709,20771,19972,22775,20192,
流动负债(万元),32232,33839,25911,24352,27910,23468,17687,19982,14003,10220,11946,9894,12775,13361,12407,15989,14171,14972,13075,9992,
股东权益不含少数股东权益(万元),77612,75042,76591,74258,73447,71663,73724,71199,68806,66643,68604,66640,64883,62406,64876,22597,18790,16025,11510,8165,
净资产收益率加权(%),10.03,6.66,3.09,9.11,8.88,6.4,3.49,12.77,9.36,6.17,2.91,14.9,12.52,8.82,5.73,34.03,15.89,37.94,33.54,21.96,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
