报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31,
基本每股收益(元),0.76,0.48,0.18,1.07,0.63,0.38,0.1,0.96,0.83,0.82,
每股净资产(元),--,--,6.87,6.74,--,6.06,--,5.73,4.82,4.03,
每股经营活动产生的现金流量净额(元),--,--,-0.88,0.51,--,-0.09,-1.96,0.45,0.55,0.33,
主营业务收入(万元),112962,71439,31555,135850,95970,59035,25388,102589,77234,63145,
主营业务利润(万元),29641,18745,8239,35663,23081,17475,6155,28490,22604,21797,
营业利润(万元),7829,4627,1740,9590,5590,3379,993,8796,7308,7118,
投资收益(万元),-46,-46,--,-175,-117,-75,-75,--,--,--,
营业外收支净额(万元),516,87,-16,719,605,328,23,420,827,276,
利润总额(万元),8346,4713,1723,10309,6195,3707,1017,9216,8135,7394,
净利润(万元),6147,3538,1298,7516,4448,2678,712,6794,5879,5450,
净利润(扣除非经常性损益后)(万元),5802,3516,1310,6961,3980,2431,694,6456,5247,5243,
经营活动产生的现金流量净额(万元),-23744,-6425,-6205,3611,-10041,-614,-13797,3162,3870,2337,
现金及现金等价物净增加额(万元),4260,27935,-4938,-5094,-10718,-3444,-15219,7390,2406,6008,
总资产(万元),156346,159362,115861,108489,--,98598,--,84395,61677,41509,
流动资产(万元),117805,124070,85829,79901,--,77707,--,68202,52084,35328,
总负债(万元),66820,72534,67343,60927,--,55893,--,43969,27666,13079,
流动负债(万元),62237,67004,62797,55564,--,53406,--,43240,27646,13050,
股东权益不含少数股东权益(万元),89373,86764,48419,47544,--,42705,--,40426,34011,28424,
净资产收益率加权(%),9.26,6.42,2.7,17.11,10.53,6.43,1.75,18.29,18.88,24.78,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
