报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1999-03-31,1998-12-31,1997-12-31,1996-12-31,
基本每股收益(元),-0.08,-0.09,-0.03,-0.87,-0.24,-0.09,-0.03,0.01,0,0,-0.04,-0.38,-0.19,-0.09,-0.05,0.02,0.07,0.06,0.03,0.06,0.05,0.05,0.02,0.17,0.09,0.04,0.02,0.39,0.37,0.32,0.23,0.78,0.44,0.11,0.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,3.06,3.15,3.2,3.24,3.27,3.26,3.24,3.2,3.2,3.2,3.17,3.15,3.07,3.01,3.09,3.08,2.99,2.93,2.94,2.71,2.38,2.05,1.95,1.9,1.83,3.13,3.12,3.1,3.09,3.07,3.07,3.05,3.06,3.05,3.03,3.01,3.02,3.01,2.97,2.96,2.96,2.92,2.87,2.84,2.84,2.81,2.69,2.67,--,1.63,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,0.18,0.01,0.1,0.33,0.19,0.22,0.04,0.31,0.04,-0.02,0.01,-0.1,-0.04,-0.1,-0.09,0.88,0.65,0.49,0.44,1.32,0.88,0.4,0.06,0.5,0,0,0,0.32,--,0,0,-0.02,--,0,0,-0.09,0,0,0,0.45,0,0.19,0,-0.13,-0.21,0.28,0.01,0.4,--,--,-0.13,--,--,
主营业务收入(万元),37577,18500,10030,48586,38043,23044,9116,48708,36254,22756,10833,39416,30762,21535,11482,45332,37092,25385,12552,48332,37136,26664,13752,44820,32812,20005,9553,57178,50581,37159,18602,79490,51848,26401,12191,38870,28535,19105,8880,34583,24860,16055,7267,27663,19197,12578,6341,20410,14311,9798,5365,20216,15046,10020,4083,18610,8492,13415,6451,17657,9355,4899,16131,14124,11488,
主营业务利润(万元),9643,4515,1641,4358,3383,2996,749,5809,4868,2263,1363,1176,1799,1720,978,9272,8463,5757,2556,9225,7481,6114,2319,8812,6859,3499,1509,22370,20592,16628,9787,45000,26758,10128,3960,11396,8208,5237,2407,8310,5342,3255,1748,6647,4283,2891,1404,7328,5525,4018,2097,7458,5547,3742,1444,7954,3940,6421,2986,7703,3463,1748,7096,6988,4597,
营业利润(万元),-2969,-3014,-833,-22645,-8152,-4011,-2115,-5806,-4753,-3930,-1536,-11871,-6794,-3817,-1468,-284,1522,1325,399,531,528,913,135,4084,2790,1228,535,11403,12445,10647,7620,28214,16264,4359,715,3408,1879,1044,519,2022,1169,588,448,1512,1010,748,306,2141,1730,1297,566,2791,2515,1702,0,4033,2109,3387,1449,3419,1425,726,3076,3532,1962,
投资收益(万元),-54,-10,-26,37,41,31,-11,2508,-59,-14,-36,67,-11,16,7,297,234,18,--,127,84,61,12,2211,29,25,-3,-125,-122,-101,-80,-18,45,50,-6,-26,0,3,-11,-201,-234,-108,-87,-193,-83,-51,-12,-351,-40,-8,-59,-59,72,-64,-19,-803,-263,314,15,0,0,0,0,32,-12,
营业外收支净额(万元),597,547,145,340,1661,1580,1474,5163,4146,3410,386,1675,1465,1415,268,705,326,256,344,1030,960,476,343,276,-14,-5,8,324,--,--,--,--,--,--,0,-832,0,0,0,-199,-3,0,0,-51,-5,0,0,-10,2,0,0,0,73,80,0,-32,0,-25,0,291,--,--,-34,--,0,
利润总额(万元),-2373,-2467,-688,-22305,-6491,-2431,-641,-643,-607,-520,-1150,-10196,-5329,-2402,-1200,420,1848,1581,743,1561,1488,1389,478,4360,2776,1223,543,11727,12580,10615,7650,28296,16247,4349,715,2549,1801,1044,508,1622,933,478,360,1268,922,695,293,1810,1692,1286,507,2729,2689,1718,599,3211,1846,3676,1469,4400,1423,725,3042,3537,1907,
净利润(万元),-1962,-2209,-660,-21873,-6122,-2306,-630,242,15,65,-894,-9556,-4708,-2349,-1141,485,1668,1388,803,1398,1327,1223,432,4300,2366,988,482,9877,9402,7929,5727,19662,11115,2824,460,1566,998,536,262,856,559,271,211,821,589,448,192,770,1032,773,225,1987,1923,1227,391,2459,1489,3062,989,3142,1210,617,2575,3203,1741,
净利润(扣除非经常性损益后)(万元),-1875,-2173,-804,-22273,-7524,-3644,-1878,-6615,-3344,-2730,-1171,-10920,--,-3520,--,-54,--,1219,--,696,--,805,--,2280,--,994,0,9602,0,7978,0,19605,0,2831,--,2124,0,539,0,1106,--,273,0,852,--,450,0,1085,0,776,0,2008,1874,1173,0,2413,1405,3089,989,2833,--,--,--,--,--,
经营活动产生的现金流量净额(万元),-3872,-4663,-5473,-7469,17747,12933,17215,9516,3283,1509,5458,10802,4445,374,2425,8188,4708,5472,987,7718,1132,-623,250,-2435,-1118,-2530,-2177,22070,16401,12358,11116,33198,22251,9967,1417,12595,9106,6942,3001,5414,3842,677,490,-332,-725,-1863,-2488,-1540,-1755,-2470,-5147,7620,0,3308,0,-2240,-3609,4857,178,6857,--,--,-1529,--,--,
现金及现金等价物净增加额(万元),-5463,2609,-9991,8754,2309,1565,1316,-3037,419,-1817,3019,-2729,-3773,-4601,-369,-5945,-4343,-5893,-1605,2294,5509,4271,-5699,-3131,5556,11483,4230,4792,3702,5139,10577,10933,5441,1892,1489,4000,2046,1956,1623,-1355,--,-1059,219,-2240,-3047,-922,-2649,-7771,-8169,-7630,-6582,4028,0,-470,0,338,2916,886,-771,7637,--,--,395,--,--,
总资产(万元),158740,170920,150556,158247,154610,158871,155772,155183,159553,156243,160212,155597,154069,149334,153984,150666,149754,146277,152937,138442,140402,140864,128878,130384,134422,136112,126595,120261,107714,106918,106800,97915,89731,84774,84580,78502,79764,88175,89308,88244,91481,91072,93774,91195,89427,91116,88367,86694,84224,83692,82698,81991,81201,77219,75071,76183,73184,67622,61521,64878,40113,38907,37876,33305,24489,
流动资产(万元),41778,55812,37560,47793,42019,47214,43290,45078,46186,42829,46817,41581,42052,45329,50872,48097,51125,48691,58263,45679,49193,49326,38548,43988,53982,60198,55056,52265,44424,48744,51968,43600,35269,30751,33008,28890,29764,37721,38324,36648,39175,39182,41539,38927,37626,39805,40905,39601,39172,39568,--,0,0,--,35703,0,0,0,0,0,25812,24863,23565,18625,10932,
总负债(万元),110568,122842,100699,107702,87598,87774,82977,81678,86073,82678,85324,79593,73044,65612,68876,64307,63220,59883,68255,54506,57800,58326,46969,48693,50887,53892,42452,36560,32328,32611,32174,29009,29257,32546,34774,30734,33551,34455,35862,35068,38598,38480,41241,38876,37066,38897,36404,35238,32506,32233,31788,31305,30579,27293,--,27496,24610,19467,15468,19949,19708,19095,18680,16684,11072,
流动负债(万元),49568,60389,63543,69389,78478,79502,73671,68933,72400,69005,71244,63712,55622,48217,55017,52047,48999,45662,54034,40455,41505,42031,31154,32878,34756,37809,40683,34876,32328,31611,31174,28009,27257,25146,27024,22984,26638,25242,26300,27155,27855,28188,30949,30464,29672,31503,29049,27884,25192,27219,--,0,0,--,19061,0,0,0,0,0,18628,18012,17596,12571,7154,
股东权益不含少数股东权益(万元),47854,47608,49157,49817,65568,69384,71060,71690,71478,71527,71001,71895,76897,79255,80463,81604,82315,82035,81450,80647,80576,80472,79681,79249,77195,75817,77886,77403,75211,73738,74053,68326,59840,51549,48995,47726,46158,53670,53395,53134,52836,52548,52488,52277,52360,52219,51964,51456,51718,51459,50911,50686,50622,49926,49080,48687,48574,48154,46052,44930,20405,19812,19195,16621,13418,
净资产收益率加权(%),-4.02,-4.53,-0.92,-36,-8.92,-3.27,-0.88,0.34,0.02,0.09,-1.25,-12.44,-5.94,-2.92,-1.41,0.6,2.05,1.71,0.99,1.75,1.66,1.53,0.54,5.59,--,1.27,0,13.48,0,10.97,0,33.61,0,5.63,--,2.7,0,1,0,1.62,--,0.52,0,1.58,--,0.86,0,1.51,0,1.51,0,4,0,2.49,0,5.09,3.11,6.59,0,0,--,--,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
