报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2004-12-31,2003-12-31,
基本每股收益(元),-0.1,-0.14,-0.06,0.1,0.1,-0.1,-0.07,-0.26,-0.25,-0.34,-0.21,0.11,0.1,-0.37,0.02,-1.54,-0.93,-0.45,-0.01,-0.09,-0.5,-0.76,-0.08,0.04,-0.04,0.01,0.01,-0.29,-0.11,-0.04,-0.25,1.03,0.81,0.47,0.1,--,0.53,--,0.19,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,1.08,0.59,0.99,0.97,1.58,2.06,2.49,2.5,2.09,1.84,2.51,2.59,2.51,2.56,2.56,2.55,2.68,2.79,5.19,5.43,5.21,4.88,4.54,2.78,--,2.8,--,2.35,2.15,1.86,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,1.63,0.75,1.29,-0.1,-0.47,-0.3,0.01,-0.52,0.03,-0.61,-0.05,0.09,-0.49,-0.28,0.08,0.8,0.36,0.17,0.39,-0.94,-0.38,-0.83,-0.41,0.71,--,-0.07,--,0.56,0.87,0.15,
主营业务收入(万元),55576,30634,8860,66471,50861,31002,20945,85548,38536,17866,11512,126220,85049,40349,26830,125785,81799,59645,26239,120989,61985,28607,10926,113708,59549,29822,12693,86475,72324,45895,27016,123876,92152,55617,25519,93687,53034,28466,11748,36268,27064,19010,
主营业务利润(万元),9525,5915,2239,17455,13542,6228,2057,8068,3272,-509,-985,14393,10063,4051,3725,-3771,3818,2803,3657,11966,8981,66,1535,13224,7710,4739,2306,1039,2079,2307,-774,16664,12339,6917,--,11222,7018,5172,2540,7965,6903,4413,
营业利润(万元),-1481,-2661,-1146,4204,4251,-1757,-1798,-5267,-4891,-6609,-3833,450,929,-6967,291,-25760,-18312,-8568,-200,-2561,-9388,-15688,-2068,374,-409,471,429,-6243,-1709,-483,-2329,11067,9225,5059,1091,7805,4718,3573,1616,4178,3506,2063,
投资收益(万元),-154,-729,-469,162,-154,-860,-408,775,444,-1098,-680,270,355,-993,-734,-2019,-1329,-646,-565,-838,-1630,-2357,-911,-1818,-1227,-204,-8,3814,1725,212,225,840,1513,1114,716,2650,1092,355,--,153,0,0,
营业外收支净额(万元),435,-62,-14,414,-21,-4,140,315,418,417,1,1498,973,-9,-17,-397,-16,-13,-2,1112,544,546,499,621,38,65,-7,-42,--,-12,--,-416,--,--,--,-730,-41,0,-4,0,0,0,
利润总额(万元),-1046,-2723,-1161,4618,4230,-1761,-1658,-4952,-4473,-6192,-3832,1948,1903,-6976,274,-26157,-18328,-8581,-202,-1449,-8845,-15142,-1569,996,-371,536,422,-6285,-1731,-496,-2351,10651,8870,5150,1184,9725,4678,3900,1612,4319,3573,2049,
净利润(万元),-2712,-3781,-1525,2635,2838,-2615,-1935,-5106,-4562,-6193,-3865,2086,1925,-6877,333,-28269,-17023,-8237,-230,-1645,-9280,-13910,-1525,794,-683,173,127,-5260,-1986,-659,-2523,10038,7783,4400,869,8604,4078,3458,1421,3675,3070,1759,
净利润(扣除非经常性损益后)(万元),-2745,-3402,-1514,2471,2827,-2466,-1956,-6396,-4876,-6506,-3866,902,--,-6845,--,-26865,--,-7768,--,-1716,--,-13196,--,1536,0,117,0,-5775,0,-648,--,10147,0,4323,--,8627,--,3470,--,3684,3013,1770,
经营活动产生的现金流量净额(万元),-305,-925,6509,5961,1464,3322,7812,11149,8680,-1136,3803,29491,29944,13792,23688,-1899,-8637,-5483,105,-9546,581,-11190,-876,1694,-8921,-5201,1462,14753,6530,3050,3934,-9582,-3897,-8470,-4138,7432,-1889,-555,910,4271,6621,1186,
现金及现金等价物净增加额(万元),-3757,4140,6317,-9260,-7993,-10429,-10014,10967,-1766,-2961,-3355,-1007,5208,769,12635,-8092,-8941,-1254,5825,2824,-5106,-6262,6542,-8897,-11497,-6533,5239,-13273,-14123,-8676,-509,24211,25764,18562,24949,5594,1444,271,-144,-1999,3320,651,
总资产(万元),184281,169209,174732,156125,151605,152221,151715,177004,114870,88387,76205,83925,104386,103241,111658,108299,142186,135441,154628,133159,136120,120868,141455,112626,110498,106783,109454,94491,102390,106354,112666,115462,111313,99495,107190,74074,--,56515,--,44425,40460,35512,
流动资产(万元),57873,45636,50513,33650,29078,30466,27726,51252,60696,33796,20550,27189,47016,46607,54286,49573,77865,71490,90947,69428,74247,59738,81089,53209,51514,49104,55106,43899,56200,63816,70898,76153,76236,66652,76066,43710,--,25923,--,18248,18052,15152,
总负债(万元),105982,92106,95529,75419,70575,76482,75407,98843,97966,73210,58673,62558,83117,90981,91908,88822,111332,95862,107194,85495,96177,85957,94121,63761,63664,59040,61784,46931,51093,53141,57713,57993,57917,49496,60756,52654,--,34992,--,26140,23946,21017,
流动负债(万元),98558,84718,88185,68091,63150,69014,68377,90839,97650,72894,58357,62242,82773,90637,91565,88479,110932,95063,104295,76695,87353,77133,83297,52338,50063,38690,42133,36081,35672,35716,36662,38341,45617,41096,52356,44254,--,25592,--,22440,14584,19717,
股东权益不含少数股东权益(万元),77262,76052,78145,79632,79760,74402,74895,76705,15303,13664,15987,19855,19823,10890,18138,17806,29051,37820,45815,46054,38421,33766,46177,47690,46227,47104,47006,46879,49284,51270,52981,55504,53258,49866,46345,21291,--,21437,--,17976,16292,14217,
净资产收益率加权(%),-3.47,-4.79,-1.93,3.38,3.63,-3.47,-2.55,-17.53,-25.96,-36.96,-21.57,11.07,10.26,-47.87,1.85,-88.56,-45.34,-19.64,-0.5,-3.51,-21.56,-34.15,-1.9,1.68,0,0.37,0,-10.42,0,-1.22,--,21.59,0,12.37,--,38.62,--,17.55,--,20.17,19.85,12.51,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
