报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2006-12-31,2005-12-31,2004-12-31,
基本每股收益(元),0,0,0,0.06,0.05,0.03,0,0.06,0.04,0.04,0.02,0.16,0.12,0.09,0.05,0.23,0.16,0.11,0.05,0.26,0.17,0.14,0.08,0.17,0.14,0.06,0.03,1.12,1.07,0.75,0.42,1.41,1.08,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,4.07,--,4.2,--,4.13,4.09,4.23,4.17,4.09,4.04,4.22,4.16,4.07,4.02,4.2,4.11,4.08,3.99,5.14,5.11,5.05,4.72,1.81,1.39,1.48,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,0.04,--,0.25,0.09,0.12,0.09,0.01,-0.02,-0.08,0.27,0.1,0.09,-0.07,0.04,-0.12,-0.02,-0.01,1.06,0.88,0.63,0.21,1.41,0.98,--,--,--,
主营业务收入(万元),758418,485536,233065,852637,610133,413274,192711,861601,645589,437441,207351,857388,646539,428172,217853,733329,566133,373264,183915,706286,514371,332897,150655,458637,352454,183321,49414,596055,515272,342775,172951,583713,432752,503547,675925,352839,
主营业务利润(万元),23322,19302,9600,65655,51578,31443,10635,64979,45492,31952,16418,91262,69358,52646,25170,112487,84741,58670,27359,121196,82286,63548,33344,80230,63722,31211,14608,354881,332350,227356,113493,386933,295057,332823,519166,237292,
营业利润(万元),-3512,-549,239,18804,24712,14654,3407,27264,18167,15408,9124,57204,46772,37092,20998,86669,67564,47607,22290,99674,69019,54934,29769,67948,54996,26389,12397,332507,312149,207685,105261,353141,274651,304380,485435,219938,
投资收益(万元),1111,722,4,2579,1072,1072,124,1671,1132,1031,521,1704,1134,567,--,--,--,--,--,--,--,--,--,0,--,0,0,--,--,--,--,--,0,1396,104,94,
营业外收支净额(万元),3996,2134,821,8218,592,216,70,890,590,201,59,6069,-28,92,100,-1031,267,257,28,541,277,303,21,183,185,183,2,-635,--,--,--,--,--,-2190,-963,92,
利润总额(万元),484,1584,1060,27022,25304,14870,3477,28154,18757,15609,9183,63274,46744,37184,21098,85638,67831,47864,22318,100215,69296,55237,29790,68131,55181,26572,12400,331872,311503,206943,105169,353161,274662,302191,484472,220030,
净利润(万元),309,558,261,19222,17460,9208,632,17802,14342,12098,7760,52195,39122,30625,16598,73613,50156,35871,17259,83562,56103,44529,24584,54948,45481,20126,8527,280838,261129,174550,89553,302794,233251,255082,411512,185288,
净利润(扣除非经常性损益后)(万元),-3859,-1772,-435,10384,15794,7916,451,15226,12601,10844,--,45173,--,30536,--,74546,--,35676,--,83202,--,44391,--,54778,--,19942,0,281772,0,176570,--,304995,234033,257000,412316,185184,
经营活动产生的现金流量净额(万元),6808,-13533,419,9837,4121,-7893,-1940,33334,37517,26596,12585,110827,80278,29412,38701,27745,4086,-6504,-26415,88692,32555,28848,-22597,11780,-38993,-5705,-2238,265071,214900,147164,45719,303990,210722,--,--,--,
现金及现金等价物净增加额(万元),-64556,-77944,-60430,-42004,-77497,-45310,-2252,-98918,-77911,-103072,-29014,-39778,-52335,-91715,5235,-90749,-89176,-87653,-12634,-59831,-106762,-65249,-50995,-234690,-242311,-182740,-24791,835577,844197,796409,1613,-120827,-71278,--,--,--,
总资产(万元),1562224,1584062,1589338,1617076,1582564,1574899,1566843,1549551,1527999,1523847,1518215,1478099,1450852,1429992,1507982,1485984,1460632,1418144,1464169,1437473,1402023,1445175,1441869,1407236,1404043,1372362,1455753,1468196,1503708,1404111,589268,544594,567027,485883,--,--,
流动资产(万元),620899,654363,648149,715044,677030,700064,741107,737309,779284,789033,835822,855888,878533,862894,946799,926130,920149,880230,950267,933354,910626,963547,985481,966507,988291,976851,1064884,1087160,1149448,1071986,286970,247534,291767,334948,--,--,
总负债(万元),245561,254473,244563,272938,231803,234737,226476,213658,189932,186783,137816,110213,90924,83307,116745,116163,115344,90681,78260,77673,70509,133325,72903,66331,74935,72435,62450,83238,129952,121026,195030,242148,244631,178767,--,--,
流动负债(万元),139462,150700,134449,168396,112768,110144,105161,107171,92933,102262,53505,40112,33515,52707,86393,86104,95545,71182,59030,58721,51606,114683,54567,48256,56918,54660,44995,66027,108066,100043,91653,140059,143418,143821,--,--,
股东权益不含少数股东权益(万元),1289707,1302219,1317303,1316668,1323041,1312405,1313270,1309475,1311686,1310838,1354443,1342363,1334035,1320672,1366209,1345370,1320849,1303096,1361999,1341171,1312882,1298142,1355488,1327600,1316008,1287535,1381429,1372902,1358631,1269777,389761,298033,317826,292716,--,--,
净资产收益率加权(%),0.02,0.04,0.02,1.47,1.33,0.7,0.05,1.35,1.08,0.9,0.58,3.9,2.91,2.26,1.22,5.48,3.76,2.66,1.28,6.26,4.24,3.32,1.83,4.11,--,1.48,0,28.86,0,26.21,--,89.99,77.36,74.52,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
