报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1998-06-30,1997-12-31,1997-06-30,1996-12-31,1996-06-30,1995-12-31,1995-05-31,1994-12-31,
基本每股收益(元),0.12,0.08,0.03,0.24,0.11,0.08,0.03,0.25,0.11,0.09,0.04,0.25,0.12,0.09,0.04,0.21,0.15,0.07,0.03,0.2,0.12,0.09,0.04,0.25,0.15,0.15,0.07,0.46,0.29,0.2,0.1,0.54,0.33,0.23,0.07,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,4.2,--,4.15,4.12,4.07,4.03,3.97,3.88,3.84,3.8,3.72,3.79,3.74,3.7,3.6,5.33,5.25,5.18,5.01,4.92,4.82,4.74,4.54,4.45,2.76,2.68,2.54,2.55,2.41,3.29,3.12,3.03,2.95,2.88,2.92,2.86,2.76,2.7,2.52,2.49,3.58,3.53,3.32,3.23,3.21,3.18,2.86,2.32,2.12,2.81,2.59,2.51,1.77,1.65,1.67,1.62,2.11,1.91,2.06,1.78,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,-0.13,--,-0.68,-0.5,-0.26,0.27,-0.4,-0.42,-0.23,0.07,-0.34,-0.41,-0.23,0.33,-0.25,-0.33,-0.27,-0.24,-0.89,-0.72,-0.31,0.18,-0.45,-0.36,-0.25,0.18,0,0,0,0.08,0,0,0,0.43,0,0,0,0.08,0,0,0,0.5,0,0.53,--,0.3,0.08,0.07,-0.31,0.99,--,-0.5,-0.05,--,--,--,--,--,0,--,
主营业务收入(万元),266663,178370,80334,490180,244095,178172,81779,410648,233756,174671,76142,371402,236292,160780,65912,350890,213943,138265,56463,296152,164985,113285,49485,252570,152533,103687,44809,232989,151581,99172,50513,184392,115643,73333,28134,125350,80824,54974,24338,101767,72077,46037,19649,73479,48552,35749,12067,60708,40296,29686,9778,56266,30044,19712,5804,46856,16271,42029,16459,26645,8664,17800,8429,11076,4156,10963,4856,11180,0,11180,
主营业务利润(万元),67602,44309,21130,104818,62505,42235,19041,97525,60511,42889,20394,93329,61800,42845,18934,85892,55633,35637,15240,77331,46394,31393,14587,72190,46264,31451,15190,75697,50866,34733,17086,67812,41595,27605,--,53799,36920,25810,10699,46913,32682,20868,8213,33193,23568,16447,6092,29154,18099,12655,4646,19700,10178,6405,1848,19357,6525,14349,6477,9129,2927,6635,2947,1716,385,1502,863,1091,0,969,
营业利润(万元),15393,9804,4196,26418,12568,9866,4200,26550,12621,9552,4084,22052,11498,8643,3671,16295,9554,6887,2684,19529,11355,8472,3650,23262,14558,9951,4665,30764,20072,14125,7194,31915,19975,13815,4671,25112,16486,11108,3941,20310,12955,8415,2712,14401,8524,6253,1652,13598,6497,5054,1310,12366,5968,3769,828,12756,4045,7052,3328,3666,870,2856,1112,1730,0,1847,0,1091,0,969,
投资收益(万元),-191,-169,168,-198,-222,-43,-44,123,-87,-84,-2,1558,253,104,13,828,-148,-138,-44,557,366,208,62,492,561,344,24,-254,13,30,1,-35,75,61,247,643,621,504,-225,-264,-163,-117,-180,327,167,-32,9,15,5,5,10,-352,-219,11,8,-94,28,0,0,139,0,0,0,5,5,20,2,142,0,2,
营业外收支净额(万元),1782,1307,188,3615,3093,948,242,1775,1075,938,112,3763,1016,369,14,5128,4950,861,551,419,230,146,126,1669,431,70,50,270,--,-172,--,581,--,358,--,-94,0,0,0,-529,0,0,0,-4,0,0,0,-54,0,0,0,-21,0,-21,0,-29,-7,-36,-9,-11,0,0,0,0,26,0,4,-4,0,--,
利润总额(万元),17175,11111,4384,30033,15661,10814,4442,28325,13696,10490,4196,25815,12513,9011,3685,21423,14505,7748,3235,19948,11586,8618,3776,24931,14989,10021,4715,31035,20135,13953,7196,32496,20353,14172,4665,25733,17024,11549,3683,19560,12533,8311,2551,14737,8697,6227,1672,13558,6465,5024,1311,12021,5757,3788,864,12682,4066,8413,3641,3805,874,2906,1105,1763,417,1855,1209,1229,0,1321,
净利润(万元),12818,8241,3159,24643,11426,8135,3367,23030,10008,7511,3145,20531,9555,6875,2834,16843,11725,5858,2765,16227,9505,7068,3154,20248,12062,7842,3618,25011,15460,10785,5434,27600,16677,11595,3471,21434,14172,9516,3005,17406,10595,7411,2431,13938,7719,5525,1484,12162,5859,4594,1175,11889,5640,3697,736,11038,3563,6423,3062,3236,743,2471,981,1479,357,1578,1028,1045,0,1123,
