报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1998-06-30,1997-12-31,1997-06-30,1996-12-31,1996-06-30,1996-03-31,1995-12-31,1994-12-31,1993-12-31,
基本每股收益(元),0.31,0.18,0.07,0.25,0.24,0.14,0.08,0.1,0.08,0.05,0.02,0.14,0.18,0.13,0.05,0.17,0.18,0.12,0.05,0.31,0.26,0.19,0.1,0.26,0.24,0.17,0.09,0.32,0.29,0.2,0.09,0.39,0.34,0.22,0.11,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,3.36,3.34,3.32,3.27,3.29,3.31,3.34,3.41,3.26,2.95,2.97,2.86,2.86,2.79,2.71,2.72,2.69,2.6,2.74,2.64,2.59,2.47,2.36,3.11,3.07,2.98,2.93,3.01,2.96,2.89,2.84,2.89,2.86,2.77,2.75,2.79,2.79,2.75,2.72,2.75,2.76,2.71,2.69,2.65,2.68,3.93,3.34,3.19,3.11,2.96,2.99,2.53,2.59,3.64,--,0,0,0,0,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,0.41,0.26,0.13,0.49,0.4,0.25,0.12,0.47,0.45,0.26,0.14,0.18,0.31,0.17,0.04,0.47,0.33,0.2,0.05,0.55,0.41,0.27,0.14,0.47,0,0.26,0,0.5,0,0,0,0.54,0,0,0,0.36,0,0.18,0,0.28,0,0.12,--,0.38,-0.57,0.19,0.01,0.25,--,0.22,--,--,--,--,--,--,--,--,--,
主营业务收入(万元),113535,72439,35747,145505,106801,68872,32322,132751,98308,62998,30969,110572,82811,54425,26838,107804,78517,51304,24895,100222,75179,50106,24846,93688,69403,47182,23410,93728,72790,49294,24871,111318,83676,55726,27139,105926,78205,51180,24115,102453,76717,50957,24772,90245,66623,43569,21547,79719,58691,38153,19946,75316,55408,34991,16913,62540,30833,25110,12284,25821,12404,23051,11213,21609,10388,22061,10315,--,18930,16863,--,
主营业务利润(万元),50928,33774,17188,55362,47390,29382,14184,35480,29767,20358,10396,41573,38172,24805,12402,40902,34993,24247,12210,44853,34986,24178,14336,42686,38926,28862,16475,52371,44408,29538,14347,73906,57313,37973,--,65379,50139,31273,16822,67436,52565,35763,17573,59130,44671,28830,14620,51877,38132,24685,13292,48589,37987,23500,11215,37643,19274,15426,8202,17474,9754,15374,7607,22264,10932,19615,8634,--,14549,13314,--,
营业利润(万元),51278,31621,12854,41253,39916,23562,12133,21799,12258,7836,3141,26163,30927,21028,8730,37555,35112,24715,11540,50759,43820,30178,17239,44137,41449,30024,15900,55957,49940,34886,17205,79323,63902,42201,21110,40174,35903,21546,12109,49138,39123,26750,13141,42083,32965,20721,10917,39679,29858,19555,10815,41989,33973,20636,--,24103,12828,12739,6920,22823,11410,14778,7208,22371,0,19647,8642,--,14613,13339,--,
投资收益(万元),37324,23167,8953,41996,33242,22169,12526,47560,26665,17104,7505,33897,27651,19598,8104,34615,25820,17047,7163,34152,28398,19001,9564,26293,20428,13276,5784,25473,21914,15854,8297,26024,20183,13507,6204,16827,12291,7326,4081,8773,8109,5406,2672,8243,4644,1120,353,2113,2362,1701,794,-819,-63,187,67,-643,-184,5510,5550,6604,3209,2995,2326,-2669,-1338,102,6,--,43,210,--,
营业外收支净额(万元),2396,509,459,-54,589,-99,51,-14651,119,123,102,-2825,520,453,52,-12924,-5010,-5022,-3153,-1318,-3569,1137,36,-514,96,54,28,-3166,-2125,--,--,-5188,--,--,--,-113,0,--,134,-31,0,0,0,-977,0,0,0,-759,132,0,0,-573,0,41,74,494,0,164,0,6738,0,--,0,0,266,369,--,--,0,0,--,
利润总额(万元),53674,32130,13313,41199,40505,23463,12184,7148,12377,7959,3244,23338,31447,21480,8782,24630,30102,19693,8387,49440,40251,31315,17274,43622,41545,30078,15928,52791,47815,32791,15233,74135,63902,42270,21130,56889,48160,29018,16324,57880,47266,32174,15833,49350,37677,21885,11263,41033,32353,21307,11625,40598,33993,20864,8305,23953,12807,18414,12578,36361,14815,18565,9796,21699,11097,20485,8624,--,14845,13575,--,
净利润(万元),39329,23186,8995,31875,30101,17819,9429,12778,9693,5761,2232,17579,22549,15748,5966,21679,22730,14517,6616,38848,32291,23780,13027,33204,30557,21591,10713,39826,35913,25124,11476,49366,42605,27899,14072,33138,28663,16766,10326,32521,26673,17331,8255,25820,19073,10239,5119,17499,14142,8614,4862,15517,15313,9088,5216,15893,7962,13303,10039,29285,11324,14731,7595,17422,9039,13746,5853,--,12699,11758,--,
