报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2007-12-31,2006-12-31,
基本每股收益(元),0.85,0.55,0.19,0.76,0.7,0.52,0.18,--,0.72,0.5,0.34,0.87,0.48,0.31,0.09,0.7,0.67,0.41,0.13,0.79,0.66,0.33,0.16,0.78,0.66,0.43,0.63,0.57,0.32,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,7.21,7.03,7.06,6.97,6.89,6.62,6.34,6.46,6.32,6,6.07,5.92,5.79,2.35,2.17,1.79,1.47,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,0.27,0.27,0.23,0.47,0.19,0.13,-0.44,0.43,0.14,0.01,-0.1,0.41,0.07,0.39,0.41,0.53,0.41,
主营业务收入(万元),225627,146232,71893,243305,187292,122755,57354,213270,159382,106005,51717,210366,71874,45170,25097,110725,82877,50709,20162,91436,69944,45730,21790,73048,58158,38235,65384,48769,41185,
主营业务利润(万元),56128,36585,18159,53698,42424,26036,11205,43319,32611,20418,9823,43468,17281,10249,5114,27306,22094,13483,4889,25704,19668,11579,5496,22766,17171,10749,17840,13665,10320,
营业利润(万元),19302,12022,4466,13161,13001,9979,3677,9829,9074,4605,2937,10848,4699,1909,1526,10600,10916,6646,2007,12297,10445,5742,2642,11728,9777,5777,8129,6307,3715,
投资收益(万元),--,--,--,-2,--,--,--,-41,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,-5,--,
营业外收支净额(万元),1480,976,422,2028,1475,683,249,8206,5543,5554,4335,6760,3558,3302,91,2185,1652,1045,454,2183,1892,560,278,360,167,269,429,--,138,
利润总额(万元),20782,12998,4888,15189,14476,10661,3926,18035,14617,10158,7272,17609,8256,5211,1617,12786,12568,7691,2460,14480,12336,6302,2920,12087,9944,6046,8558,6568,3853,
净利润(万元),17720,11450,4157,14413,13029,9650,3287,16351,13114,9215,6197,16023,7648,4930,1370,11168,10693,6537,2090,12682,10484,5357,2482,10419,8453,5139,7601,6800,3853,
净利润(扣除非经常性损益后)(万元),16623,10782,3966,12772,11776,9045,3075,--,--,4494,2512,6156,--,2124,--,9553,--,6110,--,11891,--,4881,--,10114,--,4910,7237,6545,3715,
经营活动产生的现金流量净额(万元),-2235,3383,-1308,12559,-8009,-14456,-19559,20873,6607,-4499,-2298,17940,4243,4342,3646,7473,3085,2081,-6986,6944,2291,169,-1652,6629,1077,4708,4977,6370,4957,
现金及现金等价物净增加额(万元),21720,-43520,7372,20001,41034,-23769,-21866,4868,-6375,-22654,-11117,2160,-5755,-4791,-806,-11387,-13146,-11781,-10627,-12370,-11494,-10667,-4358,57421,54165,1193,-2913,181,4193,
总资产(万元),404547,391361,378436,358577,364132,289948,274032,264394,270358,262282,265191,251583,160204,158035,164078,162056,168961,153484,145862,145040,153817,148228,140926,129928,127405,61836,54836,42514,40522,
流动资产(万元),336915,323935,310701,290556,296992,222161,206138,196396,204583,198410,200547,193928,117234,115005,121192,121896,129451,121311,118547,120594,138026,134444,129434,119867,117877,52511,45824,33903,34629,
总负债(万元),146252,139687,124207,120905,127699,117600,107689,97211,105345,109276,109770,103185,44914,45526,51188,50600,58764,47536,44428,41695,52669,52207,43780,35264,34708,33667,28807,21086,22894,
流动负债(万元),138004,131765,116845,113597,120855,110819,101178,90559,97354,101500,102445,96699,44914,45526,51188,50600,58434,47206,44098,41365,49444,49085,40714,31969,31938,31570,26751,19763,21161,
股东权益不含少数股东权益(万元),258295,251675,254229,237672,236433,172349,166343,167182,165013,153006,155422,148399,115290,112509,112890,111457,110197,105948,101434,103345,101148,96021,97146,94664,92697,28168,26030,21428,17628,
净资产收益率加权(%),7.04,4.57,1.68,7.74,7.64,5.69,1.95,--,--,6.08,4.09,11.17,6.74,4.35,1.22,10.46,10.09,6.25,2,12.9,10.49,5.5,2.59,21.2,--,0,32.15,36.7,24.23,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
