报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2001-12-31,2001-06-30,2000-12-31,1999-12-31,
基本每股收益(元),0.09,0.04,0,0.09,0.03,0.03,0.01,0.08,0.03,0.05,0,0.4,-0.1,-0.06,-0,-0.31,-0.05,-0.05,-0.04,0.25,0.32,0.31,-0.01,-0.3,-0.02,-0.01,0.01,-0.26,-0.02,-0.01,0.01,0.5,0.48,-0.03,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,2.14,2.14,2.06,0.36,0.42,0.42,0.13,0.12,0.14,0.18,0.25,0.24,-0.08,-0.07,0.2,0.2,0.22,0.21,0.45,0.46,0.47,0.49,0.46,0,0.03,-0.22,-0.52,-0.45,-0.48,-0.47,0.28,0.31,0.33,0.35,1.86,1.88,1.86,1.81,1.81,1.81,2.85,2.8,2.73,1.95,1.84,0,2.24,1.42,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,0.03,0,0.21,0.24,-0.01,-0.07,-0.22,0.04,0.02,0.34,0.21,--,0.13,0.29,0.13,0.07,0.05,0.07,0.06,0.05,0.1,-0.09,0.05,-0.04,0.07,0.06,0,--,0,0.22,0,0,0,0.33,0,0,0,0.08,0,0,0,0.19,--,-0.04,0.32,0.24,--,--,
主营业务收入(万元),95049,64963,35550,111562,73027,51890,27927,103670,64751,47045,25122,76290,48111,34102,19514,39734,30247,28460,16037,46990,32431,22918,13649,36128,25213,17877,10770,32068,22962,16750,10089,26897,18969,13733,8141,41213,18357,13605,8087,40333,17569,12661,7371,26057,19645,14973,9603,22643,15972,11606,7189,24957,16885,12117,24688,12154,22586,20124,
主营业务利润(万元),31683,19805,8914,34086,21448,14839,6535,27571,14589,10951,4910,17789,10290,7352,4050,8184,5969,5921,3545,12183,9597,6693,3867,9651,7796,4795,2829,8931,6410,4658,2739,7998,5597,3969,--,10617,5256,3833,2215,10130,5124,3653,2046,7463,6192,4724,2881,7269,5232,3841,2303,8248,5869,4150,8241,4206,8111,6925,
营业利润(万元),6648,2856,496,5226,1700,1612,608,3779,70,1582,123,14558,-3828,-2160,-415,-9862,-2854,-1521,-1090,-3212,-2764,-3167,-240,-5026,-199,-29,383,-1443,-426,17,335,-546,-1039,-832,137,982,-2059,-1481,-902,-15672,-1842,-1130,-471,-14836,1089,1518,1159,1761,1223,1190,875,2572,1578,1200,2329,1175,2526,790,
投资收益(万元),-175,-229,-26,707,-57,-33,-12,-75,-72,-9,-11,15970,--,--,--,--,--,--,--,100,100,--,--,0,--,--,--,8,--,--,--,278,0,--,0,1020,1049,1078,835,261,324,234,142,281,404,326,237,-79,238,126,95,-70,93,53,-109,-58,-116,1227,
营业外收支净额(万元),329,20,9,20,-19,9,10,1831,1163,562,-6,76,512,440,330,-138,1397,-44,-64,11459,12589,12576,32,46,108,8,4,-5839,--,--,--,15713,--,-4,--,19,0,--,0,-4509,0,0,0,-21609,0,0,0,33,32,32,0,347,18,9,579,0,206,627,
利润总额(万元),6977,2876,505,5247,1681,1621,617,5610,1234,2145,117,14635,-3315,-1720,-84,-10000,-1457,-1565,-1154,8247,9825,9409,-208,-4980,-91,-22,388,-7282,-415,23,342,15168,14669,-836,143,2021,-1004,-401,-53,-19920,-1546,-889,-345,-36164,1456,1849,1397,1716,1493,1348,976,2849,1688,1262,2800,1119,2616,2644,
净利润(万元),3991,1792,33,3737,1313,1314,551,3307,1223,2134,106,13832,-3329,-1722,-108,-9022,-1472,-1572,-1159,7258,9498,9225,-341,-8843,-463,-253,224,-7638,-661,-214,165,13559,13234,-912,31,1817,-1049,-447,-89,-19967,-1572,-900,-349,-35664,1204,1598,1223,1235,1230,1155,852,2392,1458,1090,2371,895,2214,2237,
净利润(扣除非经常性损益后)(万元),3381,1918,26,3098,1337,1307,544,-1514,350,1712,--,-2920,--,-2052,--,-9388,--,-1528,--,-830,--,-1301,--,-9190,--,-259,0,-1799,0,-219,0,-586,0,-982,--,534,0,-1414,0,-19108,0,-880,0,-15727,0,1554,0,1144,0,1127,0,2096,1442,1082,--,894,--,--,
经营活动产生的现金流量净额(万元),12499,8501,5996,31282,8389,2213,10869,7944,2537,2781,1417,16435,9022,7214,-141,-2021,-6590,1243,545,10098,6157,3219,3817,8692,3895,2047,1570,2047,1805,1458,2988,-2576,1598,-1092,1715,1429,2879,1436,1267,5473,3814,2644,2162,8046,-8573,-7789,-6121,1941,-8410,-5047,-2529,2913,--,-455,3292,2443,--,--,
现金及现金等价物净增加额(万元),-46587,-38964,4263,60666,74615,38229,888,7422,31773,37006,5521,11235,7004,-1127,-3584,18654,18695,16962,-3961,7820,2114,-293,-2330,2178,274,-1525,-1281,142,-1259,-1206,-64,-213,-977,655,-549,893,601,227,212,559,-223,-238,190,-23308,-18828,-13089,-11539,-113,-8652,-9513,-4520,15582,--,-4800,915,-1789,--,--,
