报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2008-09-30,2008-06-30,2007-12-31,2006-12-31,2005-12-31,2004-12-31,
基本每股收益(元),0.25,0.18,0.07,0.28,0.2,0.13,0.05,0.22,0.16,0.11,0.09,0.41,0.3,0.2,0.07,0.29,0.21,0.13,0.08,0.42,0.33,0.22,0.15,0.65,0.53,0.33,0.57,0.47,0.41,0.72,0.32,--,--,
每股净资产(元),2.23,2.16,2.07,2,1.99,1.91,1.92,1.83,1.78,1.72,3.52,3.43,3.32,3.22,3.29,3.22,3.14,3.06,4.68,4.59,4.51,4.39,6.54,6.39,3.02,2.83,2.61,--,2.63,2.46,1.87,--,--,
每股经营活动产生的现金流量净额(元),0.22,0.12,0.03,0.14,0.12,-0,-0.05,0.14,0.03,-0.05,-0.02,0.15,-0.02,-0.11,-0.11,0.3,0.14,0.08,-0.02,0.37,0.2,0.14,-0.04,0.85,0.69,0.43,-0.09,-0.23,-0.44,0.32,0.51,--,--,
主营业务收入(万元),39701,27178,11595,43998,28766,18370,7857,33162,23574,15332,6825,27398,20185,12689,5445,19670,14177,8871,3844,18205,14631,10888,6205,21681,17084,11744,17722,12200,7855,23209,12573,8394,4914,
主营业务利润(万元),28716,19750,8461,31507,20038,13058,5515,23251,16372,10460,4695,20099,14796,9352,4021,14472,10471,6571,2857,10519,7819,4982,2329,8648,6525,4161,7311,5394,3507,6063,4360,3522,3210,
营业利润(万元),9560,6687,2605,11114,6822,4707,1752,7861,5728,3875,1566,7226,5185,3277,1044,4795,3501,2206,982,4776,3924,2568,1124,3795,3068,2027,3041,2600,2102,3232,1572,995,949,
投资收益(万元),-34,-6,-7,-19,--,--,--,268,362,302,5,--,--,--,--,--,--,0,--,0,2,--,--,--,0,0,--,--,--,0,35,-19,-410,
营业外收支净额(万元),142,67,-6,284,304,128,75,21,-58,-103,6,305,252,239,228,565,274,89,22,211,34,39,58,372,82,20,40,--,-13,--,66,21,-6,
利润总额(万元),9701,6755,2599,11398,7126,4835,1827,7882,5670,3772,1571,7531,5437,3516,1273,5360,3775,2296,1004,4987,3958,2607,1182,4167,3149,2047,3082,2630,2089,3358,1638,1038,533,
净利润(万元),7845,5553,2043,8677,6090,4149,1585,6597,4894,3274,1359,6304,4649,3008,1094,4421,3219,1958,861,4277,3408,2260,1002,3486,2672,1700,2605,2001,1659,2767,1229,914,352,
净利润(扣除非经常性损益后)(万元),--,5495,--,8441,--,4041,--,6339,--,3362,--,6050,--,2805,--,3943,--,1882,--,4101,0,2227,--,3173,2603,1684,2532,1935,1338,2327,1143,752,409,
经营活动产生的现金流量净额(万元),6944,3866,910,4211,3841,-16,-1655,4137,893,-1507,-374,2286,-345,-1711,-1654,4573,2161,1282,-212,3751,2014,1389,-247,5791,3529,2182,-476,-1165,-2257,1228,1965,--,--,
现金及现金等价物净增加额(万元),947,-627,-398,-10027,-10422,-2254,-209,-2173,-3977,-6141,-1072,-5186,-8020,-6953,-2102,772,-1163,-1525,-312,-2293,-3922,-4356,-4477,31297,2608,1463,-991,-1179,255,766,1156,--,--,
总资产(万元),99282,95311,93243,90700,67480,65079,65452,62054,60178,58133,59451,58360,54033,52189,53228,52466,49363,48175,48683,47511,46807,47223,47158,45131,18363,16816,15975,--,18461,14242,12631,10746,11587,
流动资产(万元),47035,43906,42599,40396,35533,44219,44730,41551,39830,37300,41179,40193,39096,39657,42016,41635,40025,38972,39481,38287,37467,38038,42596,40821,14105,12460,11500,--,13752,9425,7446,5245,5751,
总负债(万元),24896,23534,24244,24067,5668,5478,5573,6116,5952,5518,5697,5964,3279,3076,2987,3319,1417,1491,1060,749,912,2476,2786,1760,2997,2421,2652,--,5082,4774,5410,4275,6016,
流动负债(万元),19424,18099,18696,18570,2619,2346,2389,2879,2663,2207,2381,2644,1858,1652,1563,1895,1279,1341,1060,749,912,2476,2786,1760,2997,2421,2652,--,4912,4604,5240,4105,5846,
股东权益不含少数股东权益(万元),69462,67081,64456,62320,61813,59601,59879,55938,54226,52615,53755,52396,50755,49113,50241,49147,47947,46684,47623,46762,45894,44745,44370,43368,15364,14392,13294,--,13354,9441,7173,6407,5480,
净资产收益率加权(%),11.9,8.54,3.23,14.74,10.28,7.07,2.79,12.29,9.21,6.18,2.56,12.61,9.34,6.06,2.2,9.25,6.78,4.13,1.82,9.51,0,5.1,--,18.24,0,12.29,23.18,--,17.15,33.82,18.43,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
