报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-06-30,2001-12-31,2000-12-31,1999-12-31,
基本每股收益(元),0.42,0.28,0.13,0.52,0.4,0.26,0.16,--,0.39,0.28,0.14,0.46,0.36,0.24,0.13,0.52,0.39,0.27,0.14,0.47,0.34,0.22,0.1,0.41,0.32,0.22,0.11,0.42,0.33,0.2,0.09,0.31,0.28,0.19,0.11,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,4.08,--,3.84,3.72,3.82,3.78,3.65,3.53,3.61,3.47,3.33,3.21,3.3,3.19,3.11,3.01,3.13,3.01,2.92,2.79,2.88,2.79,2.74,2.64,3.09,2.97,2.83,2.71,2.9,2.8,2.65,2.55,2.58,2.5,2.42,2.36,2.37,2.31,2.26,2.22,2.18,2.14,2.1,2.05,1.93,1.83,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,0.18,--,0.56,0.43,0.25,0.93,0.71,0.51,0.25,0.93,0.69,0.48,0.24,0.69,0.48,0.3,0.17,0.62,0.44,0.24,0.17,0.7,0.44,0.31,0.17,0.66,0,--,0,0.61,--,--,0,0.55,--,0,0,0.33,0,0,0,0.3,0,0,0.18,0.16,
主营业务收入(万元),182592,120195,62951,233957,176089,116487,61125,233010,172213,112569,56633,222251,169499,112316,58200,221635,167061,113889,59122,210957,152656,102470,50670,177156,130302,85672,44990,168956,127317,84556,39617,168888,124480,83278,42250,161790,121140,80936,40882,153802,114332,76686,39177,124290,85043,56475,30686,89655,62592,41016,21630,75163,36068,61145,40877,34944,
主营业务利润(万元),102942,66703,37057,132638,100630,66303,35551,134943,101754,67827,34058,131609,103195,70014,36627,141389,105739,74377,38994,141787,101311,66893,33042,116555,88032,59004,31000,113681,84760,56586,25550,119536,86235,57460,--,111520,77689,49953,27283,100257,66601,42980,23235,65342,43556,28381,15597,44522,32189,19817,11247,39799,19388,30450,22567,18617,
营业利润(万元),95370,62800,31550,117010,90636,58487,34066,120580,93358,65186,32824,111542,87251,58304,31074,124154,91732,64205,34215,113319,79150,51561,25404,95921,74391,50679,26216,95080,71328,47931,20613,110801,75111,49983,24234,96631,65495,41102,22679,87253,55486,34800,19107,52834,36069,23291,12794,36775,25638,15700,9152,32504,15801,25742,20166,15726,
投资收益(万元),5786,5425,191,12701,11942,7650,7194,8866,7965,7784,4108,1203,172,97,45,802,158,90,29,1040,102,86,28,384,166,50,26,385,186,139,17,649,107,100,7,145,132,121,114,408,82,82,84,12,99,7,0,89,-24,-8,0,2,-13,56,1730,1452,
营业外收支净额(万元),-79,-104,72,143,104,88,41,278,165,94,41,-33,-57,25,-35,431,383,97,51,-642,1758,1518,226,-841,280,238,135,3642,--,--,95,-939,--,11,--,123,0,49,0,-1638,-1481,-1160,0,-775,-24,0,0,-176,0,0,-27,-25,0,0,0,-21,
利润总额(万元),95291,62695,31622,117153,90741,58576,34107,120859,93523,65280,32865,111510,87194,58329,31038,124585,92115,64303,34266,112677,80908,53079,25630,95080,74672,50917,26351,98723,77283,47934,20707,109861,74684,49994,24240,96898,65739,41272,22800,86023,54086,33722,17845,52070,36144,23276,12794,36688,25587,15688,9126,32481,15777,25799,21777,17157,
净利润(万元),70249,47090,22330,86087,67040,43833,26008,84791,64617,46111,23083,76100,59287,39581,21190,85673,64547,44462,23740,78292,56209,36857,17403,67345,53541,37106,18531,69180,54294,33410,14469,51745,47162,30801,18620,74930,52406,32298,17470,65925,41867,25959,13779,40440,28139,17970,9761,28326,19862,12166,7023,25839,13474,24812,17970,14443,
