报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2006-12-31,2006-06-30,2005-12-31,2004-12-31,2003-12-31,2002-12-31,
基本每股收益(元),-0.07,0,0.01,-1.2,-0.4,-0.3,-0.16,0.07,-0.14,-0.05,-0.07,-0.61,-0.32,-0.24,-0.08,0.02,0.07,0.03,0.02,0.06,0.03,0.04,0.05,-0.34,-0.26,-0.26,-0.14,0,0.19,0.18,0.09,0.82,0.68,0.53,--,0.6,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,3.17,--,3.52,3.6,3.76,3.83,3.89,3.84,3.84,3.82,3.78,3.77,3.77,3.73,3.82,3.81,3.93,4.07,4.31,4.3,4.37,4.88,4.59,4.81,3.65,--,2.82,2.38,1.72,1.44,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,-0.08,--,-0.06,-0.13,-0.15,0.18,0.27,0.36,-0.09,0.53,0.4,0.26,-0.01,-0.05,-0.01,0.1,-0,0.37,0.06,0.13,-0.05,0.91,0.61,0.51,1.26,0.57,0.85,0.8,0.64,0.35,
主营业务收入(万元),9527402,6608717,2738860,14177229,10478623,7009202,3524172,17303810,12206279,7664102,3421330,14947882,10883256,7169778,3358966,14587443,10761474,6596975,2823354,12099485,8857273,5977847,2905902,7026801,4506087,2798468,1394268,7672594,5868753,3960683,1522747,7618045,5457488,3661385,6101513,2782235,3711032,3231308,2324586,1679277,
主营业务利润(万元),437799,372077,139038,170524,160217,61012,17319,337295,216243,137458,72605,78236,136261,59879,54448,772457,654724,409186,204977,746419,512608,389262,233131,94297,-72659,-211871,-190808,652447,732765,591001,280287,1842408,1440581,1027227,2146263,1090522,1351970,1210586,784677,408306,
营业利润(万元),-232402,-64397,-30304,-1681755,-567630,-415947,-234742,-89720,-356663,-212429,-189999,-988750,-586505,-444572,-147232,61743,175902,78988,56836,94518,72310,86820,86547,-552000,-445534,-456289,-233941,25712,376982,352154,190642,1455020,1204930,886585,1643134,962077,970441,867164,489426,164688,
投资收益(万元),97914,117896,70789,66773,48193,43237,17727,766116,186092,175451,23433,23336,11242,15559,13017,104744,82327,39885,15231,87907,63490,51223,13558,49186,38525,19881,3987,30516,34634,16982,6626,33206,24036,15734,8872,4237,3208,-391,-283,-9,
营业外收支净额(万元),133762,81259,45290,84303,66426,36478,13032,195896,163944,141569,95215,79544,33556,26437,5852,20056,5263,4114,-36,43517,12106,7967,4299,12940,12032,11605,4807,-13231,-21851,--,--,--,--,-1434,0,-5554,0,0,0,0,
利润总额(万元),-98641,16862,14986,-1597452,-501204,-379470,-221711,106176,-192720,-70860,-94784,-909206,-552949,-418135,-141380,81800,181165,83101,56800,138035,84416,94787,90846,-539060,-433502,-444684,-229134,12482,355131,325618,165676,1438987,1201578,885151,1631202,956524,959358,854605,456675,159339,
净利润(万元),-93144,2758,6307,-1621688,-541204,-412343,-215653,94789,-184565,-62380,-97504,-823375,-433547,-325326,-108844,23797,96757,41258,33117,77801,41279,53060,62725,-464607,-350049,-352176,-188900,923,258364,240075,116680,1022506,843987,639664,1132896,674365,678279,605272,336856,137430,
