报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1998-06-30,1997-12-31,1996-12-31,1995-12-31,
基本每股收益(元),0.6,-0.11,-0.05,-0.36,-0.17,-0.08,-0.03,1.68,-0.06,-0.13,-0.06,-0.34,-0.21,-0.13,-0.04,5.25,-0.03,-0.01,0.01,0.01,-0,-0.02,-0.02,-0.71,-0.29,-0.23,-0.07,-1.74,4.64,4.69,4.85,0.05,-0.49,-0.37,-0.16,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,0.03,--,0.16,--,--,--,-1.55,--,-1.36,-1.28,-1.19,-1.15,-6.42,-6.4,-6.38,-6.39,-6.4,-6.42,-6.42,-6.41,-5.99,-5.94,-5.88,-5.7,0.69,0.74,0.91,-3.95,-4.28,-4.15,-4.17,-4,-0.38,2.19,2.33,2.3,2.26,2.24,2.23,2.21,2.19,2.13,2.18,2.15,2.1,2.03,1.98,1.96,1.99,1.98,1.94,1.91,1.94,3,3.19,2.98,2.7,2.56,--,0,0,0,
每股经营活动产生的现金流量净额(元),--,--,--,--,-0.29,--,-0.27,--,--,--,-0.01,--,-0.07,-0.07,-0.1,-0.21,-0.05,-0.11,-0.01,0.01,-0,0.05,-0.06,0.01,-0,0,-0.01,-0.08,0.05,0.06,0.03,0.15,0.2,0.14,0.06,-0.65,--,--,0,-0.22,0,0,0,0.47,0,0,0,0.31,0,0,0,0.37,0,0.08,--,0.36,0.12,0.54,0.39,0.4,--,0.27,--,--,--,--,
主营业务收入(万元),24104,16378,6317,40947,27459,17676,6820,7170,1818,1497,1165,37881,37094,36663,23085,107208,83160,55450,29654,101245,71957,51114,27493,75382,50288,32105,16330,121916,107946,79092,36537,165294,113707,72073,31746,143793,106133,70698,31717,207555,148690,95384,43578,198702,146810,95280,38255,152197,109194,75657,30018,120113,80517,51116,23945,111341,51105,105241,53288,86448,28485,55378,26375,49699,33470,28218,
主营业务利润(万元),610,786,-45,875,557,268,-281,310,-490,-495,-38,-2000,-1196,-1205,132,3732,5400,3961,2502,4833,3691,2993,1275,-3578,-1703,-1666,-1253,4105,6521,5744,2803,16641,14199,8592,2017,14658,9908,7877,4045,27796,19994,13526,6726,25270,18292,12778,4874,22750,17188,11754,4210,20870,14188,10211,4065,18998,9592,19403,10632,17458,6862,10859,5217,10195,7404,3149,
营业利润(万元),27995,-5762,-2823,-14707,-9581,-5942,-2977,-16849,-7512,-5309,-2646,-14026,-8648,-5241,-1720,-5614,-1025,-397,344,-3705,-2228,-958,-774,-28993,-11014,-8631,-3002,-65625,-18912,-13844,-5263,-5565,-20361,-14930,-6652,-138046,-16689,-4503,1309,7168,4758,3471,2361,8420,7145,5570,1576,5941,5287,3572,279,9458,6323,5283,2160,10251,5886,11020,7427,10949,4001,5973,3231,6583,3320,3286,
投资收益(万元),36395,327,136,12,12,6,6,--,--,--,--,2,2,2,--,--,--,--,--,18,14,6,--,3024,-3261,-3261,0,28685,-1052,-1035,-1281,600,-258,-324,-45,-5543,-1123,-627,-226,-2498,-1167,-840,-389,-1522,-991,-401,-62,-160,23,35,16,37,30,19,10,39,20,41,11,-13,-22,-11,0,0,0,0,
营业外收支净额(万元),371,280,272,-472,2249,2325,1524,86199,5081,-33,59,169,-9,-12,-4,222134,-0,1,7,4289,2055,122,7,-442,-1050,-1022,283,-15412,--,--,--,--,--,-307,-239,-24339,--,--,0,7,0,0,31,-220,0,-21,0,-16,41,25,426,22,53,45,0,-345,0,-62,0,374,0,0,--,--,--,--,
利润总额(万元),28366,-5482,-2551,-15178,-7332,-3618,-1453,69350,-2431,-5342,-2587,-13857,-8657,-5253,-1724,216520,-1025,-396,351,584,-173,-836,-766,-29435,-12064,-9653,-2719,-81037,185924,188645,197623,873,-20997,-15237,-6891,-167916,-18367,-5154,1078,4677,3602,2646,2003,6687,6118,5148,1511,5798,5360,3632,721,9547,6418,5348,2168,9965,5592,10999,7388,13287,4540,6780,3239,6601,3317,3265,
净利润(万元),28627,-5363,-2498,-14730,-6966,-3437,-1360,69364,-2417,-5336,-2583,-13832,-8644,-5244,-1721,216535,-1018,-391,354,587,-172,-837,-764,-29364,-12050,-9644,-2714,-71778,191219,193357,200182,2102,-20287,-14716,-6657,-166204,-16849,-4564,1181,4135,3184,2504,2013,6200,5357,3300,956,6160,4184,2761,816,6208,3241,2767,984,7207,3905,8289,4271,8567,2836,5853,2867,5580,2830,2873,
