报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-03-31,2009-12-31,2008-12-31,
基本每股收益(元),0.28,0.23,0.02,0.2,0.14,0.08,0.02,0.13,0.11,0.07,0.05,0.34,0.21,0.17,0.06,0.36,0.23,0.2,0.09,0.42,0.05,0.25,0.23,
每股净资产(元),2.81,2.76,2.54,2.52,2.71,2.66,2.47,2.45,2.43,2.39,4.78,4.73,4.59,4.65,4.64,4.58,4.46,4.43,1.93,1.84,0,1.42,1.18,
每股经营活动产生的现金流量净额(元),0.36,0.28,0.14,0.4,0.21,0.17,0.1,0.23,0.17,0.13,0.14,0.43,0.33,0.22,0.04,0.41,0.13,0.07,0.03,0.48,0.08,0.31,0.34,
主营业务收入(万元),16388,10465,5000,25250,17591,10906,4364,17361,12418,7987,3455,16025,11726,7344,3044,12873,9298,6228,2811,11384,2183,8418,7539,
主营业务利润(万元),7054,4286,2012,11987,8439,5191,1831,9005,6380,4029,1606,8256,5489,3560,1548,6927,4783,3321,1482,6112,1093,4333,4127,
营业利润(万元),3911,3133,101,3326,2496,1426,175,2199,1786,1267,422,2995,1942,1440,545,2865,1835,1440,616,2719,373,1601,1538,
投资收益(万元),2610,2610,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,69,
营业外收支净额(万元),233,218,157,145,166,168,167,381,311,74,56,304,115,106,15,161,36,21,11,62,7,10,13,
利润总额(万元),4145,3351,257,3471,2662,1594,342,2580,2097,1342,478,3299,2057,1546,560,3025,1871,1461,627,2780,379,1611,1551,
净利润(万元),3890,3211,214,2745,1932,1119,225,1806,1490,959,313,2309,1419,1109,377,2114,1307,1063,442,2079,265,1235,1156,
净利润(扣除非经常性损益后)(万元),--,808,--,2630,--,985,--,1498,--,903,--,2058,--,1022,--,1986,--,1049,433,1907,250,1174,1026,
经营活动产生的现金流量净额(万元),5054,3859,1910,5559,2950,2364,1366,3083,2242,1725,939,2889,2198,1460,288,2749,875,501,187,2419,527,1536,1724,
现金及现金等价物净增加额(万元),4348,-277,-248,-3711,-2748,-66,-1173,-3596,-2442,-3309,-226,-4992,-4951,-2385,-1325,14709,15328,19564,-542,733,230,75,-1225,
总资产(万元),62895,59164,58203,58679,54575,53526,48949,49060,46616,42761,41980,41516,41440,40859,39611,38356,37734,39703,17453,16400,0,12210,9963,
流动资产(万元),27482,23600,20263,20580,21400,24314,21519,21940,24766,22054,22630,22181,23556,24330,24671,24240,24407,28440,7807,7404,--,4985,4481,
总负债(万元),22496,19443,20268,20942,13336,13180,12561,12948,11804,8783,8078,7992,8905,8055,6138,5497,5819,8116,5993,5464,--,3628,2843,
流动负债(万元),18292,15275,15939,16576,11012,10857,10834,11370,10483,7760,6956,6810,6904,5921,4487,3623,3444,6728,5023,4727,--,3287,1855,
股东权益不含少数股东权益(万元),39069,38390,35223,34995,37635,36822,33060,32833,32509,31981,32005,31692,30784,31145,31078,30701,29894,29650,9633,9190,0,7111,5876,
净资产收益率加权(%),10.8,8.87,0.61,8.13,5.51,3.3,0.68,5.61,4.64,2.99,1.12,7.25,4.52,3.55,1.38,10.59,8.01,8.79,4.7,25.51,2.88,19.01,24.4,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
